# 0.131933, 0.0931994, 0.0827377, 0.0865592, 0.00681544, 0.00544404, 0.132263, 0.17282, 0.164233, 0.151818, 0.156449, 0.156914, 0.169325, 0.155585, 0.16852, 0.157154, 0.155076, 0.167721, 0.158456, 0.159289, 0.16453, 0.168888, 0.16904, 0.148101, 0.161539, 0.153115, 0.172541, 0.147561, 0.152639, 0.168862, 0.156523, 0.175491, 0.152019, 0.153243, 0.142965, 0.162741, 0.151878, 0.163273, 0.161427, 0.163489, 0.0280377, 0.0267271, 0.170308, 0.156832, 0.124371, 0.142102, 0.165061, 0.0935703, 0.216795, 0.150436, 0.217157, 0.107614, 0.146347, 0.172721, 0.138855, 0.160929, 0.16279, 0.198914, 0.173972, 0.112425, 0.127727, 0.187227, 0.162224, 0.124864, 0.133824, 0.164985, 0.149687, 0.185939, 0.314976, 0.109017, 0.183966, 0.109926, 0.188205, 0.162624
113.596,0.981676,0.0681975,6,63,0,-79.0835,-0.723884,0.287076,0.167696,-0.332649,-0.0671485,0.168382,0.190287,0.257262,0.265859,0.0130358,0.091267,0.169027,0.236782,-0.0694395,0.591167,0.168509,0.267825,0.205565,-0.0521018,0.124253,0.147707,-0.00445711,-0.647467,0.215708,-0.200423,0.226356,0.470445,0.279029,0.237831,0.612056,-0.087818,0.539411,0.515546,0.0695029,0.164639,-0.00931387,0.0387364,0.30583,0.054269,0.378386,1.78521,0.807798,6.93121,11.4115,5.70147,9.09432,2.84833,0.788052,8.88445,2.99063,15.1454,1.77921,3.77898,7.25395,4.97609,10.3799,6.45292,8.66178,11.2584,2.13694,3.26511,18.6,7.88117,3.951,2.07343,10.3498,4.71978,7.41161,30.7579,0.679199,13.1677,3.55319,14.1854,9.53821,0.553636,0.264333,0.347775,0.435959,0.537588,0.226155,0.907608,0.52143,0.529545,0.514188,0.227858,0.495415,0.119059,-0.08522,-0.896612,-0.0490718,-0.221253,-0.351737,0.3975,0.0872101,0.0251665,0.168471,-0.868578,0.0797813,-0.228733,-0.555903,-0.818378,-0.660778,-1.01985,-0.349853,-0.56332,-0.329413,0.365021,0.434299,0.413922,0.392704,0.368749,0.443701,0.28749,0.372518,0.370623,0.374212,0.443281,0.378619,0.47027,0.521292,0.710253,0.512265,0.555089,0.587039,0.401913,0.478211,0.493709,0.457982,0.70445,0.480065,0.556935,0.635504,0.693892,0.659435,0.734943,0.586582,0.63722,0.581616
113.476,0.992618,0.0681975,6,63,0,-80.7452,-0.70538,0.256624,0.116718,-0.189539,-0.162228,0.206072,0.1168,0.140013,0.00604378,0.0944282,0.0315597,0.0982378,0.273946,0.23111,0.323244,0.000882922,0.134217,-0.00550693,0.14176,-0.0908676,0.0990049,-0.11456,-0.261469,0.140267,0.0516185,0.0334398,0.236802,0.0779029,0.118989,0.302193,0.0708247,0.274769,0.319684,0.132918,0.055167,-0.194267,-0.0634469,0.342502,-0.107617,0.0494955,1.16918,0.775934,7.24823,10.1859,3.79905,4.28466,4.7105,0.62329,5.45283,5.82486,8.48253,2.0667,3.8277,4.30705,2.93326,6.76523,2.31709,9.2851,2.39195,5.88551,4.35945,8.94556,6.78283,3.80438,2.00262,3.53311,3.38161,5.24518,15.5906,0.63253,8.25246,1.19326,4.30841,6.30565,0.504925,0.505173,0.454895,0.546755,0.804304,0.748877,0.891374,0.657149,0.570144,0.543737,0.621755,0.609467,0.182658,-0.156816,-0.509795,-0.145832,0.154158,-0.608144,0.213433,-0.0319247,-0.0412019,-0.21516,-0.559304,0.0190113,-0.222308,-0.322616,-0.862874,-0.712756,-1.16406,0.0145536,-0.544265,-0.404361,0.376384,0.376326,0.388197,0.366618,0.309106,0.321066,0.290826,0.34138,0.361204,0.367319,0.349382,0.352181,0.454462,0.539124,0.624759,0.536394,0.461537,0.647517,0.446843,0.50798,0.510299,0.553583,0.636291,0.495247,0.555349,0.579962,0.703261,0.67101,0.762069,0.496362,0.632804,0.599735
121.811,0.998103,0.0681975,6,63,0,-76.933,-0.401857,0.130662,0.0934231,-0.271336,-0.16031,0.114113,0.0854489,0.148286,0.302783,0.0628522,0.11671,0.0116893,0.0585577,-0.146181,0.140549,0.218309,0.173748,0.17885,-0.149508,0.445615,0.142032,0.178513,0.219804,-0.0592534,0.018397,0.0628643,0.290063,-0.0567946,0.0162843,0.0619171,-0.0435862,0.0649787,-0.234995,-0.153531,0.0579462,0.173035,0.17613,-0.00688194,0.312522,0.092092,1.28925,0.818442,8.78459,11.1667,5.06075,5.88832,4.54204,0.819363,4.2581,5.56343,9.3239,1.41565,5.03498,4.53532,3.42168,9.90802,2.62991,9.58343,2.64727,3.87105,1.8248,8.28389,5.85681,2.02191,1.95308,4.47821,2.51512,5.48996,25.1062,0.461633,12.9685,1.49434,3.94198,8.578,0.609931,0.282907,0.349207,0.26907,0.396811,0.17963,0.516128,0.680982,0.418686,0.535766,0.138977,0.951834,0.229397,0.141459,0.0686375,-0.247746,0.124426,-0.297865,0.271672,-0.0710997,-0.0477886,-0.265572,-0.634163,-0.334699,-0.738479,-0.6611,-0.727616,-0.396744,-0.78984,-0.298852,-0.176384,-0.324298,0.352075,0.429741,0.413575,0.433136,0.402079,0.455213,0.373758,0.336042,0.396831,0.369173,0.465311,0.278516,0.442901,0.464694,0.482847,0.561622,0.468934,0.57392,0.432497,0.517767,0.511945,0.566006,0.653433,0.582902,0.676663,0.659507,0.674282,0.597905,0.687797,0.574162,0.543982,0.580371
112.344,0.888282,0.0681975,6,63,0,-82.9108,0.381404,-0.0627165,-0.603219,-1.22249,-0.0131918,0.163158,-0.221629,0.262337,-0.247212,-0.406509,-0.324144,-0.406131,-0.322649,-0.332094,0.11458,-0.497483,-0.485831,-0.663134,-0.641907,0.154305,-0.134381,-0.0994865,-0.38295,-0.446101,-0.485551,-0.32034,0.155774,-0.222223,-0.136595,0.12404,-0.409498,-0.0451244,-0.549452,-0.00713001,-0.304218,-0.612567,-0.296348,-0.115915,0.205074,0.0344938,1.58438,0.7824,4.93949,5.78122,3.17441,6.10856,6.06601,1.10741,19.9076,5.23365,16.3566,1.02185,2.60366,10.5447,5.19074,7.03664,3.99356,10.3497,11.2075,2.29064,3.31106,13.2322,6.23594,3.74775,2.37902,9.82497,3.65844,3.53367,45.1605,0.922008,7.42037,5.11543,10.6662,8.43984,0.734139,0.567675,0.651064,0.571125,0.661261,0.650793,1.10156,0.496666,0.490401,0.322312,0.337908,1.15204,0.137678,0.162334,-0.284288,-0.35051,-0.211957,-0.546459,0.41913,-0.112299,-0.0307663,0.0544252,-0.936248,-0.248629,-1.06904,-0.373281,-1.00078,-0.983837,-1.00776,-0.618092,-0.159541,-0.477922,0.324287,0.361773,0.34275,0.360977,0.340456,0.342811,0.249447,0.378324,0.379799,0.420112,0.416318,0.240117,0.465635,0.459505,0.570597,0.586741,0.552792,0.633314,0.396725,0.528045,0.507691,0.486397,0.718341,0.561839,0.744413,0.592252,0.731212,0.727869,0.732581,0.649785,0.539801,0.617257
108.926,0.952821,0.0681975,6,63,0,-72.7433,0.319581,-0.124259,-0.597257,-1.09793,-0.00720553,0.18358,-0.265357,0.220355,-0.360175,-0.467603,-0.450651,-0.443983,-0.173065,-0.447631,0.0884654,-0.541026,-0.350688,-0.618734,-0.567356,0.199584,-0.211263,-0.282189,-0.332336,-0.353691,-0.47336,-0.329155,0.017974,-0.143322,-0.122029,0.247586,-0.480047,0.0312779,-0.633868,0.00211742,-0.372259,-0.635502,-0.298458,-0.196143,0.382506,0.0239353,1.55347,0.778737,4.83963,5.57417,2.94381,5.85437,6.46299,1.05165,19.3309,4.73514,18.1044,1.07894,2.35767,10.6467,5.35091,7.20403,3.81316,10.3707,10.8395,2.43441,3.09923,13.4668,5.66902,3.04916,2.56911,10.9271,3.90321,3.43761,42.8072,0.920801,6.86563,4.89142,10.4581,7.75586,0.574946,0.463605,0.481116,0.488901,0.763455,0.48833,1.02666,0.401086,0.581638,0.318624,0.366927,1.14365,0.0642047,-0.0123132,-0.246041,-0.269074,-0.197053,-0.609181,0.288688,-0.0508747,-0.0318193,0.147505,-0.897785,-0.0209766,-1.04769,-0.233438,-0.977212,-0.873853,-0.91152,-0.600459,0.14779,-0.385973,0.360096,0.386131,0.381989,0.380152,0.317897,0.380287,0.263732,0.401051,0.358556,0.421011,0.409284,0.24165,0.483954,0.503078,0.561202,0.566865,0.549105,0.647754,0.428325,0.512716,0.507954,0.463191,0.710494,0.505244,0.740331,0.558096,0.726555,0.705547,0.713311,0.645761,0.46312,0.595313
100.229,0.931508,0.0681975,6,63,0,-68.6256,-0.181122,0.130856,-0.0795322,-0.293688,-0.22921,0.119165,-0.0891421,0.167174,0.238899,-0.455407,0.0358427,0.095737,-0.0804425,-0.419042,0.11901,-0.269772,0.0746947,-0.134386,-0.409547,-0.405447,-0.0774356,0.0507878,-0.494211,-0.0897759,-0.244573,-0.0663563,0.120647,0.0303526,0.0750922,0.147008,-0.0395018,0.159768,0.0215924,-0.392543,-0.208483,0.0836266,0.342663,0.150433,-0.487968,0.0820641,1.13759,0.93628,8.67008,16.1953,5.20569,5.39375,3.69356,1.00979,1.65558,4.26957,15.7141,1.57639,5.47745,2.9113,5.41195,7.27654,4.74871,11.3046,3.43324,3.82657,2.39096,7.41055,9.82916,3.5026,2.09449,6.49672,2.0395,13.2172,26.9837,0.342741,11.5298,1.21108,4.4406,8.96257,0.839572,0.0207404,0.529779,0.625252,0.564704,0.208315,0.817524,0.553268,0.586421,0.537444,0.164442,0.479857,0.0958425,0.0461719,-0.617991,-0.266925,-0.0446104,-0.401782,0.142715,0.102255,0.0758374,-0.184884,-0.484175,-0.0999443,-0.298555,-0.762525,-0.887951,-0.375302,-0.594752,0.132706,-0.831266,-0.113557,0.301625,0.494815,0.370568,0.348588,0.36246,0.448109,0.306289,0.365107,0.357457,0.368782,0.458982,0.382286,0.476058,0.488459,0.649762,0.566338,0.511151,0.599116,0.464382,0.474458,0.48105,0.54609,0.618733,0.524965,0.574089,0.681902,0.708467,0.59274,0.644455,0.466872,0.696622,0.528359
100.255,0.87743,0.0681975,6,63,0,-59.3045,-0.0467496,-0.0132817,-0.105808,-0.527464,-0.16225,0.0985264,-0.125973,0.222473,-0.202067,-0.0590748,-0.176184,-0.0793761,0.238628,0.107426,-0.252515,-0.100681,0.176296,-0.405091,-0.177501,0.342643,-0.163065,-0.0126424,0.0448222,-0.11351,-0.268228,-0.175273,-0.00465677,-0.209315,-0.246192,0.219185,-0.478592,0.185199,-0.520511,0.104034,-0.178413,-0.19842,-0.293008,-0.403559,0.5231,-0.0655246,1.37494,0.881565,3.53486,8.87579,3.86738,4.99159,7.59175,1.19014,3.90581,3.64908,16.8868,1.6714,8.666,5.17812,5.82253,9.46645,2.20391,7.6383,6.58305,4.50994,1.72508,2.91953,9.54263,3.44078,2.02021,11.3443,2.78403,3.36754,65.528,0.631574,15.2281,1.15756,6.96993,16.1966,0.255375,0.310219,0.205703,0.327696,0.727551,0.583757,0.274186,0.514167,0.570775,0.102721,0.261052,1.00157,0.0340657,0.058563,0.0175011,-0.178609,-0.0522083,-0.380758,0.0854374,-0.0981182,-0.185365,0.0303753,-1.00312,-0.180058,-0.956896,-0.353453,-0.883323,-0.71887,-1.18051,-0.625872,0.0845011,-0.413762,0.436501,0.423061,0.448755,0.418801,0.325732,0.358069,0.43188,0.374217,0.361058,0.474342,0.435105,0.268634,0.491484,0.485363,0.495625,0.544534,0.513049,0.594056,0.478654,0.52451,0.546209,0.492407,0.731673,0.544893,0.7225,0.587455,0.70751,0.672358,0.765039,0.651553,0.478887,0.60199
89.1767,0.935919,0.0681975,6,63,0,-54.3729,0.220116,-0.0148476,-0.419756,-0.474701,-0.0911831,0.135491,-0.311663,0.32596,0.113549,-0.174024,-0.527771,-0.327989,-0.444185,-0.415301,0.455444,-0.114294,-0.21013,-1.14615,-0.728855,0.00801447,-0.0560596,-0.298998,-0.775358,-0.369571,-0.377504,0.0299631,-0.206436,-0.00106726,-0.0926221,0.476707,-0.959452,-0.25727,-1.07693,-0.575135,-0.559367,-0.825882,0.0335913,-0.678795,-0.642325,0.0354667,1.4307,0.850259,11.6077,7.70307,3.41691,7.5047,1.89357,0.803994,18.2494,3.4033,20.9502,1.13173,2.30265,8.59963,3.49481,6.73922,7.8061,12.1666,4.46253,1.58163,4.7689,27.7468,5.70387,3.13274,2.01492,4.54694,4.30155,9.1736,24.7395,0.734613,5.43327,4.52646,2.88355,4.09272,0.930114,0.593002,0.246332,0.460268,0.390071,0.411878,1.31093,0.790731,0.57105,-0.301278,0.0770935,0.937809,0.181182,-0.132525,-0.744376,-0.35982,-0.129647,-0.199422,-0.029348,0.10776,-0.0121024,0.336813,-1.02588,-0.0739431,-1.09382,-0.523761,-0.807283,-0.809892,-0.316939,-0.575374,-0.580336,0.0681186,0.282902,0.355946,0.438726,0.386922,0.4037,0.398462,0.212331,0.312012,0.360995,0.574755,0.480736,0.281343,0.454828,0.533083,0.677952,0.588997,0.532366,0.549691,0.507336,0.473086,0.503026,0.416584,0.736116,0.518477,0.7491,0.628027,0.69153,0.692086,0.578578,0.640002,0.641145,0.482977
77.0888,0.770054,0.0681975,6,63,0,-34.5981,0.37944,-0.32529,-0.316204,-0.614689,0.177331,0.197792,-0.530728,0.447088,-0.384068,-0.779055,-0.338521,-0.157376,0.234203,-0.103316,0.31839,-0.412899,0.0745712,-0.0916626,-0.397315,0.255346,-0.719769,-0.53922,-1.26656,-0.962019,-0.826697,-0.722162,0.181024,-0.466588,-0.543494,-0.474597,-0.569212,-0.738562,-0.678225,-1.1256,-1.22277,-1.1584,-1.89357,-0.138791,-0.599907,-0.239523,1.88235,0.937256,2.78151,14.2097,2.8729,6.8603,10.1444,1.10341,7.10642,5.62526,16.979,1.5392,5.75427,5.49237,5.5944,10.2109,3.96169,7.42149,8.5331,4.68743,2.82627,7.76535,6.04069,5.47405,1.22462,15.2652,2.42994,7.9366,48.0181,0.642194,8.27271,2.36929,5.40142,28.668,0.326416,0.0277699,0.454541,0.60816,0.910279,0.586524,0.953177,0.125547,0.85387,0.563769,0.333813,0.745622,-0.122294,0.195885,-0.729251,-0.383417,-0.249867,-0.601078,0.895484,-0.0806684,-0.102523,-0.0662612,-0.247807,0.0197167,-0.453161,-0.571995,-1.0097,-0.535984,-1.48094,-0.147698,-0.0669464,-0.110799,0.419113,0.493058,0.388282,0.352479,0.286943,0.357433,0.278246,0.468654,0.298622,0.362676,0.417313,0.321776,0.530536,0.451185,0.674641,0.594697,0.562144,0.645903,0.289979,0.520156,0.525608,0.516559,0.561637,0.495071,0.611391,0.639223,0.732961,0.630878,0.814714,0.536857,0.51673,0.527672
100.16,0.855577,0.0681975,6,63,0,-47.0506,0.0110415,0.23975,-0.0843307,-0.227999,-0.0601845,0.0893127,-0.462208,0.365257,0.148135,-0.474088,-0.193873,-0.097411,-0.0927975,-0.734955,0.411323,0.113331,-0.223002,-1.03047,-0.717486,0.0104144,-0.14159,-0.52501,-0.686033,-0.3832,-0.412783,-0.411097,-0.196983,-0.202581,-0.236809,0.39848,-1.03327,-0.11352,-1.19443,-0.593139,-0.850583,-0.751986,-0.078074,-0.658066,-0.675137,-0.0179347,1.43158,0.789911,6.75747,9.90647,4.77346,5.01788,3.04009,1.23013,13.3056,5.14233,10.4418,1.83837,5.74014,3.42185,5.10187,6.92707,5.79802,7.66189,7.17244,3.60054,4.21777,15.3426,3.44676,3.99934,1.55293,9.29098,3.35233,6.06956,12.4411,0.749329,7.19641,1.71248,8.8223,7.8351,0.801939,0.147019,0.431905,0.537709,0.572684,-0.074144,1.09082,0.825523,0.407447,-0.357985,-0.0706879,0.738955,0.0731292,-0.357,-0.607337,-0.318517,-0.191056,-0.50402,-0.0219671,-0.0725034,-0.125415,0.364509,-1.12626,-0.0419056,-1.25473,-0.608501,-1.06325,-0.790704,-0.358476,-0.638959,-0.683493,-0.0455377,0.309611,0.463311,0.393672,0.368721,0.360618,0.518528,0.251464,0.304593,0.399524,0.588553,0.517665,0.323233,0.481726,0.588314,0.647333,0.578963,0.547619,0.623403,0.505492,0.518118,0.531313,0.409869,0.755149,0.510475,0.778118,0.647599,0.743312,0.687982,0.588671,0.654518,0.664518,0.511382
96.8507,0.990674,0.0681975,6,63,0,-61.3171,0.155376,0.284344,-0.175848,-0.552958,-0.113593,0.138029,-0.464168,0.215715,-0.578952,-0.697731,-0.629111,-0.609259,-0.384139,-0.317791,-0.372253,-1.0431,-0.145019,-0.683383,-0.700879,-0.436722,-0.588836,-0.284466,-0.602391,-0.509408,-0.782161,-0.457517,0.115581,-0.497972,-0.31724,-0.286892,-0.966393,-0.481783,-0.696282,-0.632384,-0.536305,-0.832443,-0.908467,-0.177043,-0.264123,-0.425127,1.76516,0.733446,5.089,19.418,5.15037,3.78459,6.18692,0.879707,5.25456,5.98039,10.3537,1.95205,5.52048,6.03092,8.14531,10.7364,2.02423,6.64716,4.27672,2.48409,2.84231,10.6389,4.50176,3.68281,5.70423,8.07594,7.34393,6.80657,71.8667,0.892889,3.80988,1.43754,9.77567,10.218,0.499255,0.318762,0.396198,0.433683,0.716108,0.77364,0.754442,0.145307,0.889107,0.430088,0.364103,0.782543,-0.15734,0.0588685,-0.397085,-0.33055,-0.33744,-0.515045,0.47214,-0.195689,-0.0502209,-0.263695,-1.19109,-0.456874,-0.859269,-0.741096,-0.956339,-0.985235,-1.45633,-0.190155,-0.35961,-0.526401,0.377716,0.420978,0.402226,0.393247,0.328251,0.315692,0.319854,0.463737,0.291294,0.394105,0.409967,0.313772,0.539254,0.485287,0.597987,0.581893,0.583569,0.625988,0.38411,0.548767,0.512553,0.565544,0.766936,0.612272,0.702508,0.677235,0.722388,0.728146,0.810971,0.547396,0.588946,0.628643
96.7864,0.985937,0.0681975,6,63,0,-61.6955,0.192919,0.59362,0.0201272,-0.045704,-0.119232,0.160439,-0.783484,0.270761,-0.774104,-1.15391,-1.00244,-0.630722,-1.12115,-0.458997,-0.591647,-1.22635,-0.975007,-1.08306,-0.977979,-0.841338,-0.813442,-0.986381,-1.25916,-0.680747,-0.875771,-0.534238,-0.364999,-0.690099,-0.793142,-0.689763,-0.81861,-0.723933,-0.86655,-0.980244,-1.04891,-0.878733,-0.865483,-0.890233,-1.16061,-0.81917,1.14441,1.09667,8.16741,3.18038,2.56428,7.51611,2.78381,1.12518,11.3881,2.75933,19.7171,1.06492,3.52572,6.84363,2.17373,4.82466,7.24077,6.24439,6.54642,2.51557,2.32326,10.0748,12.4992,2.74491,0.577336,6.33257,1.66012,5.63676,9.39578,0.477077,15.8576,3.84581,4.30615,6.20288,0.74485,0.300264,0.460993,0.851216,0.420943,1.07384,0.978203,0.408275,0.497678,0.47291,0.527094,0.825676,-0.0793156,-0.344793,-0.778007,-0.227359,-0.127765,-0.360086,0.29047,-0.107158,-0.247217,-0.415322,-0.458814,-0.0710214,-0.441979,-0.483145,-0.909705,-0.427902,-0.860457,-0.308347,-0.649628,-0.329821,0.321944,0.425493,0.38675,0.299178,0.396291,0.254674,0.273249,0.399326,0.378086,0.383928,0.371195,0.30456,0.519819,0.585354,0.68525,0.556596,0.531898,0.589061,0.427889,0.526764,0.561491,0.602363,0.612733,0.517748,0.60873,0.61849,0.71294,0.605373,0.702756,0.576482,0.656927,0.581716
101.923,0.996989,0.0681975,6,63,0,-63.594,0.478849,0.325745,0.288242,-0.307489,-0.131114,0.215418,-1.19998,0.212283,-1.24556,-1.45168,-1.32268,-1.02465,-1.28735,-0.775099,-0.808612,-1.48196,-0.901053,-1.5616,-1.43501,-1.19806,-1.41502,-1.54465,-1.5688,-1.26266,-1.49425,-1.06261,-0.918952,-1.18001,-1.24717,-1.21018,-1.55531,-1.13107,-1.39734,-1.23216,-1.17739,-1.45871,-0.996571,-1.13961,-1.54574,-0.930562,1.57956,0.835476,6.09624,10.6909,2.53951,3.05281,6.13679,0.917954,5.98301,6.87074,16.9308,1.96052,6.42991,6.46744,6.26691,12.1105,1.94306,9.78953,5.37211,3.65404,3.31013,12.0081,5.98652,2.3054,6.1707,9.83756,7.28412,7.94653,101.31,0.619392,6.6529,1.5471,9.28325,11.0107,0.520404,0.243046,0.382221,0.700608,0.504054,1.00612,1.01332,0.411204,0.814027,0.24506,0.315684,0.730716,0.0420513,-0.189343,-0.428907,-0.1533,-0.0219155,-0.338292,0.451622,0.0718176,-0.0360439,-0.336587,-1.0722,-0.24766,-0.843003,-0.559077,-0.975849,-0.836507,-0.942581,-0.412283,-0.857388,-0.304993,0.372758,0.439536,0.405591,0.331677,0.376588,0.267739,0.266331,0.398624,0.307033,0.43904,0.421728,0.325038,0.489489,0.547195,0.605613,0.53825,0.505479,0.583775,0.388975,0.482053,0.50901,0.583361,0.745015,0.561601,0.699097,0.636239,0.726284,0.697729,0.719621,0.601635,0.702115,0.575663
102.889,0.874343,0.0681975,6,63,0,-57.0263,0.148878,0.535342,0.416496,0.271928,-0.24584,0.167821,-1.00663,0.269538,-0.913774,-1.27047,-0.923313,-0.893924,-1.01886,-1.60832,-0.680487,-1.44688,-0.589455,-1.07541,-1.45353,-1.04667,-0.957039,-1.1495,-1.50065,-0.987617,-1.40748,-0.807568,-0.679839,-1.06903,-1.05942,-0.299982,-1.36783,-1.03345,-1.16683,-0.878275,-0.865211,-1.36926,-0.980286,-0.953622,-1.27653,-0.75524,1.66389,0.822432,11.0835,9.50358,5.01166,9.30032,3.0555,1.3328,9.53385,2.49926,27.5109,1.98628,2.97219,12.2039,4.06491,7.30622,11.0279,7.23946,4.09572,2.1233,3.60433,12.2997,10.697,5.17579,1.3308,8.50859,2.96084,6.71071,6.2308,0.741159,13.3556,1.80937,7.28756,7.19657,0.628657,0.138399,0.504637,0.572186,0.571267,-0.0372642,0.966885,0.334055,0.857575,0.543342,0.0602836,0.801043,0.193784,-0.189479,-0.708447,-0.252657,-0.22804,-0.322389,0.308803,-0.0669473,-0.133659,0.228997,-0.834675,-0.221899,-0.500113,-0.225002,-0.6239,-0.811388,-1.01564,0.0374523,-0.594636,0.045033,0.347815,0.465455,0.376451,0.360733,0.360945,0.509315,0.275502,0.417254,0.297846,0.36741,0.484934,0.309802,0.451705,0.547229,0.670058,0.56283,0.556764,0.579906,0.423407,0.516731,0.533365,0.443,0.697342,0.555248,0.622486,0.556014,0.651105,0.692405,0.734122,0.490638,0.644428,0.488744
108.444,0.998137,0.0681975,6,63,0,-68.2353,0.519294,0.344919,0.346502,-0.300958,-0.097989,0.17505,-1.21736,0.219292,-1.01449,-1.29295,-1.07379,-0.979559,-1.09225,-0.914347,-1.2818,-1.22023,-0.722427,-1.56238,-1.10823,-0.9516,-1.22841,-1.27641,-1.32634,-1.30183,-1.80655,-1.46594,-0.986942,-1.24088,-1.27328,-1.1383,-1.19214,-1.25016,-1.33867,-1.46479,-0.991623,-1.32468,-1.05072,-1.40809,-1.10466,-0.863423,1.51937,0.850204,8.87364,11.2671,3.3105,8.79239,4.33708,0.710685,5.34769,4.78919,17.1875,1.93579,4.75751,3.82757,8.14576,3.539,1.74589,13.5782,6.17149,4.66375,3.66154,18.1101,13.3487,3.91832,2.57137,8.22138,4.14402,5.80088,30.0845,0.971605,9.32296,4.37659,6.10725,9.26324,0.624426,0.292735,0.519498,0.628942,0.565683,0.735981,0.398947,0.513751,0.878468,0.106959,0.519278,0.809003,0.195216,0.0711636,-0.153815,-0.152124,-0.37152,-0.632108,0.372041,0.0152975,-0.047523,-0.178848,-0.712711,-0.443438,-0.805996,-0.829314,-0.736672,-0.727231,-0.906039,-0.746137,-0.457782,-0.277518,0.348776,0.427334,0.37297,0.347751,0.362234,0.323884,0.401565,0.374315,0.293495,0.473286,0.373021,0.308103,0.451351,0.482217,0.538378,0.537958,0.591826,0.652967,0.408048,0.496176,0.511879,0.544593,0.671,0.609078,0.691256,0.69621,0.676268,0.674197,0.712189,0.678336,0.612488,0.568938
111.831,0.965848,0.0681975,6,63,0,-76.2724,0.598581,0.213331,-0.126281,-0.238113,-0.216749,0.184074,-1.05499,0.203312,-1.15432,-1.23418,-1.07834,-1.15483,-1.13985,-1.32005,-1.23512,-1.33164,-0.879093,-1.39215,-1.27309,-1.07996,-0.903948,-1.09591,-0.976132,-0.989237,-1.317,-0.988415,-0.750194,-0.936713,-0.965665,-0.672495,-0.957587,-1.24098,-1.17264,-1.29602,-0.750068,-0.990402,-0.950917,-1.12646,-1.10593,-0.977972,1.60184,0.696827,7.19968,12.4165,3.38185,4.17826,7.1743,1.08331,6.10858,5.03121,13.9472,1.14043,5.2716,8.89463,1.8257,14.3914,4.63413,5.67863,7.03699,2.0831,2.73255,4.97562,7.83548,4.10109,2.15436,6.30377,5.38868,6.9292,9.57579,0.628124,13.918,2.542,10.5315,5.41068,0.55869,0.361081,0.533741,0.490897,0.615226,0.418203,0.570415,0.591657,0.749811,0.388152,0.41469,0.902209,0.192858,-0.167331,-0.231624,-0.295195,-0.194965,-0.586821,0.203623,-0.00715872,-0.1034,-0.196172,-0.425844,-0.391554,-0.523137,-0.622257,-0.511745,-0.400752,-0.956517,-0.190977,-0.406936,-0.210717,0.363851,0.410698,0.369645,0.379682,0.350868,0.396947,0.361141,0.356255,0.320862,0.404162,0.397788,0.288597,0.451934,0.541735,0.557648,0.573267,0.548587,0.642636,0.44927,0.50179,0.525827,0.548886,0.604881,0.596657,0.627881,0.650732,0.625215,0.598868,0.722424,0.5476,0.600353,0.552485
113.574,0.952485,0.0681975,6,63,0,-73.8596,0.246363,0.694336,0.344005,0.108897,-0.0615334,0.212904,-1.22834,0.166314,-1.15699,-1.40982,-1.21156,-1.20913,-1.15073,-1.09841,-0.954029,-1.26704,-1.23797,-1.40171,-1.43159,-1.23201,-1.39368,-1.15488,-1.48136,-1.20103,-1.23405,-1.24484,-1.1926,-1.09555,-1.16842,-1.16137,-1.41329,-0.956393,-1.3933,-1.07811,-1.42507,-1.25087,-1.01333,-1.33967,-1.05441,-1.08149,1.04773,1.17334,6.01802,5.77354,3.81263,9.57396,2.37152,0.814992,6.79215,2.50624,13.8485,1.24779,3.45059,5.16574,6.70205,4.11679,2.29879,11.8458,3.70609,3.36837,3.04737,23.0416,3.74477,1.84738,1.39513,8.71451,1.72611,5.38382,87.7471,0.619453,4.63876,1.68792,4.0472,14.2986,0.682114,0.39585,0.598885,0.610869,0.700311,0.747855,0.911339,0.631754,0.577258,0.456493,0.400347,0.683508,-0.144079,0.0469617,-0.492424,-0.226416,0.0227106,-0.674541,0.0164018,-0.0540762,-0.146049,-0.409209,-0.688113,0.180264,-0.634696,-0.151972,-0.943842,-0.348603,-0.601347,-0.499879,-0.121102,-0.289451,0.33579,0.40231,0.354599,0.351861,0.331743,0.321289,0.286726,0.347113,0.359564,0.387818,0.401229,0.335479,0.535958,0.488262,0.620677,0.556363,0.494323,0.662519,0.4959,0.513516,0.536447,0.600898,0.665547,0.455056,0.653553,0.53792,0.719875,0.586279,0.645964,0.622431,0.530239,0.571862
