# 0.131933, 0.0931994, 0.0827377, 0.0865592, 0.00681544, 0.00544404, 0.132263, 0.17282, 0.164233, 0.151818, 0.156449, 0.156914, 0.169325, 0.155585, 0.16852, 0.157154, 0.155076, 0.167721, 0.158456, 0.159289, 0.16453, 0.168888, 0.16904, 0.148101, 0.161539, 0.153115, 0.172541, 0.147561, 0.152639, 0.168862, 0.156523, 0.175491, 0.152019, 0.153243, 0.142965, 0.162741, 0.151878, 0.163273, 0.161427, 0.163489, 0.0280377, 0.0267271, 0.170308, 0.156832, 0.124371, 0.142102, 0.165061, 0.0935703, 0.216795, 0.150436, 0.217157, 0.107614, 0.146347, 0.172721, 0.138855, 0.160929, 0.16279, 0.198914, 0.173972, 0.112425, 0.127727, 0.187227, 0.162224, 0.124864, 0.133824, 0.164985, 0.149687, 0.185939, 0.314976, 0.109017, 0.183966, 0.109926, 0.188205, 0.162624
99.8492,0.960315,0.0681975,6,127,0,-68.2841,-0.441308,0.212309,-0.261737,-0.562048,-0.165918,0.0276665,0.479749,0.330767,0.840039,0.236097,0.496338,0.8294,0.940947,-0.0673056,0.790954,0.211194,0.619455,0.0226987,0.804662,1.00464,0.728102,0.340254,0.238577,0.578977,0.436008,0.320248,0.560805,0.430128,0.707646,0.849581,0.940782,1.19932,0.108633,0.266527,0.40131,0.66944,0.609087,0.413834,0.747245,0.909329,1.53576,0.615604,7.82289,14.2141,4.97376,7.15747,3.26121,0.913607,6.68095,5.43166,14.6557,1.2048,3.65665,8.9946,5.38916,8.56017,7.85842,11.4604,3.82416,3.34847,2.75064,15.7417,11.5506,2.5062,2.87252,9.98077,5.01504,3.68367,29.7805,0.641452,6.4225,2.58256,4.72449,6.70432,0.847861,0.15378,0.426897,0.785713,0.980963,-0.0401675,0.869601,0.379981,0.562891,0.0820297,0.793168,1.21849,0.163388,-0.353232,-0.482575,-0.180808,-0.109391,-0.436922,-0.113366,-0.149376,0.0766334,0.0363762,-0.157945,0.117299,-0.899954,-0.836727,-0.808785,-0.498199,-0.787727,-0.375841,-0.336693,-0.00911704,0.299882,0.461631,0.394867,0.31309,0.272701,0.510041,0.295337,0.406131,0.362879,0.479504,0.311489,0.228202,0.459244,0.587401,0.618356,0.545079,0.527321,0.607525,0.528311,0.537275,0.480851,0.490907,0.539404,0.470709,0.71094,0.697775,0.691851,0.622036,0.687343,0.59287,0.583387,0.502279
88.4772,0.995921,0.0681975,6,63,0,-55.2134,-0.345295,-0.143107,-0.224122,-0.734828,-0.0291819,0.111445,0.170688,0.38915,0.724032,0.337219,0.0663736,0.736312,0.631254,-0.414603,1.02589,-0.065138,0.829934,-0.267611,0.484344,0.437372,-0.031446,0.0764873,-0.185146,0.0356607,-0.00472275,-0.0339548,0.617956,0.354977,0.0843759,0.5325,0.616384,0.215243,-0.112445,0.0916174,0.157849,0.17388,0.0898572,0.0955758,0.95419,0.202904,1.13832,0.904426,6.42581,6.34689,2.91678,5.19175,4.95594,0.987649,16.4192,4.1761,30.7418,1.10774,6.66257,4.88848,4.37117,7.76002,2.44384,9.0429,9.09013,1.94564,2.96932,9.76297,2.53937,5.34057,2.07471,4.98246,2.69182,10.3379,64.4596,0.838996,13.7574,2.4437,8.82023,9.66334,0.7036,0.300934,0.032353,0.706821,0.616485,-0.431638,1.01791,-0.0572588,0.798178,-0.278983,0.460515,0.453178,-0.256795,-0.17151,-0.54459,-0.330577,-0.226675,-0.612892,0.373355,0.0204476,-0.259213,0.0502871,-0.267354,-0.452399,-0.98033,-0.686337,-0.852056,-0.615399,-0.952888,-0.733806,0.179633,-0.649126,0.331014,0.425329,0.491912,0.330302,0.350581,0.606265,0.265434,0.514311,0.310415,0.569297,0.386864,0.388605,0.563848,0.542773,0.632879,0.5819,0.556427,0.6486,0.40773,0.494888,0.564443,0.487431,0.566443,0.611209,0.727174,0.665152,0.700998,0.649171,0.721696,0.67564,0.455212,0.656813
90.5329,0.969098,0.0681975,6,63,0,-36.2489,0.459685,0.0927874,-0.48066,-0.905468,-0.218611,-0.114358,0.241646,0.347105,0.820552,-0.30785,0.317056,0.360049,0.712527,0.140618,0.710368,0.0094438,0.323109,0.126985,-0.0361993,0.717577,0.159554,0.243879,-0.189885,0.295119,-0.122791,0.379316,0.668953,0.12524,0.297336,0.774412,-0.140044,1.13403,0.733058,0.627085,0.13905,-0.0450489,0.317382,0.262936,0.308185,0.804933,1.55599,0.999796,5.25508,11.8115,2.31583,6.33221,5.11232,1.44403,17.3893,2.41015,20.3423,0.975866,2.92007,6.61983,4.64147,6.2843,3.02394,5.18759,7.56058,1.94001,2.52008,11.8334,5.09797,3.12237,3.12381,6.50051,3.03035,10.4958,26.3447,0.635506,25.5932,2.38489,4.97794,7.71293,1.08181,-0.165355,0.476517,0.553444,1.01621,0.427331,1.06495,0.482791,0.499537,0.456114,0.199613,1.25031,-0.13159,-0.216934,-0.53634,-0.102236,-0.388486,0.287027,0.23359,-0.0345798,0.0696486,0.457481,-1.01311,-0.0186502,-0.0212376,-0.402753,-0.729939,-1.15972,-0.797625,-0.202923,-0.696202,0.169405,0.253163,0.541245,0.383075,0.365066,0.265767,0.394764,0.256365,0.381593,0.37765,0.387908,0.450262,0.222647,0.53285,0.554022,0.630961,0.525537,0.595918,0.428732,0.441866,0.508644,0.482595,0.387584,0.733628,0.504662,0.505309,0.599349,0.674792,0.761282,0.689466,0.550558,0.667345,0.45775
96.2468,0.999252,0.0681975,6,63,0,-49.6496,-0.474882,0.225949,0.208973,-0.146478,-0.23549,-0.0056882,0.378442,0.293694,0.731068,0.669222,0.408784,0.884882,0.330029,0.236955,0.801805,0.307243,0.477446,0.0641096,0.226666,0.82301,0.559967,0.547887,0.0246271,0.0983231,0.729549,-0.274773,0.437467,0.416723,0.0808148,0.619634,0.248467,0.676961,-0.340747,0.554183,0.238423,0.423341,0.489057,0.111611,0.531409,0.682596,1.40322,0.730318,9.20297,3.83584,6.19592,6.16383,3.98997,0.529392,7.60991,4.51711,10.6699,2.12729,4.04141,5.76833,4.86206,10.2732,5.96714,13.994,4.27539,3.96189,1.78173,10.4751,10.4123,3.932,2.40031,10.2799,2.78517,3.44694,28.5192,0.787202,3.57892,2.62038,9.68634,10.821,0.638437,0.448654,0.206493,0.719144,0.28309,0.17174,0.809697,0.443072,0.293431,0.0445861,0.106621,1.02281,0.355526,0.160679,-0.356893,-0.338028,0.552523,-0.617502,0.0776731,0.236247,-0.172768,0.152417,-0.598165,-0.235878,-1.05944,-0.343829,-0.72132,-0.566056,-0.7357,-0.296378,-0.339188,0.0918391,0.3456,0.389681,0.448559,0.327582,0.429696,0.45717,0.307955,0.391009,0.427164,0.488855,0.47337,0.264481,0.412043,0.459917,0.588288,0.583711,0.365279,0.64965,0.480591,0.441211,0.543085,0.461969,0.645236,0.558698,0.742584,0.58512,0.672898,0.637853,0.676055,0.573557,0.583993,0.477056
92.2388,0.969651,0.0681975,6,63,0,-48.1239,-0.183594,0.558826,-0.2341,-0.712988,-0.0758825,-0.0349794,0.325949,0.284885,0.430988,-0.0870977,0.467098,0.181737,0.809286,0.00468167,0.562312,0.253186,0.741403,0.203297,0.207439,0.770612,0.393107,0.415763,-0.0603074,0.331609,-0.231202,0.532101,0.958806,0.337941,0.352328,0.869602,0.356094,1.11443,0.494096,0.144706,0.0437641,0.267776,0.224039,0.596381,0.448153,0.412846,1.70709,0.873913,8.15761,4.89371,4.21081,5.62225,3.9689,1.16404,3.60557,4.45823,12.517,1.88108,2.88743,13.7781,5.00316,4.45975,5.85276,8.82669,4.40087,4.25417,5.47962,18.4822,12.2905,4.66968,1.02678,4.48536,4.66505,12.4764,27.0337,0.535921,13.9178,3.96175,5.48102,3.49177,0.724,0.164688,0.724773,0.451191,1.11702,0.306527,0.887715,0.619814,1.00497,0.519866,0.491616,1.15785,-0.104219,-0.140458,-0.581548,-0.2073,-0.719694,0.0896536,0.41142,-0.118517,-0.127687,0.353893,-0.679371,-0.00866618,-0.500144,-0.940462,-0.995003,-0.846839,-0.900124,-0.297739,-0.628181,-0.540169,0.326513,0.458921,0.326343,0.389078,0.246564,0.423963,0.291582,0.349824,0.267966,0.372884,0.379513,0.239058,0.526031,0.535057,0.641424,0.55164,0.67254,0.477602,0.398572,0.529595,0.531878,0.412439,0.663598,0.502167,0.622493,0.719193,0.730075,0.699904,0.710975,0.57389,0.652077,0.631852
96.0835,0.977098,0.0681975,6,63,0,-59.1651,-0.451596,-0.0986738,-0.256404,-0.369853,-0.339848,0.0571856,0.515797,0.280689,0.530329,0.428108,0.737172,0.5052,0.540285,0.634865,0.876269,0.259706,0.927789,0.696803,0.545508,0.443936,0.867193,0.563648,0.381692,0.606606,-0.233989,0.573491,0.551135,0.455827,0.478889,1.15944,0.0665198,1.09441,0.572259,0.302357,0.547965,0.0272222,0.891362,0.532915,0.598932,0.433949,1.36605,0.922975,6.2754,18.4227,3.85807,7.54277,4.62991,0.805276,21.9508,4.93404,6.6166,1.16766,7.66918,3.3951,4.03507,14.2419,4.0405,10.7875,7.30648,2.05513,1.8109,7.60471,4.74206,3.07868,4.15139,8.65647,2.83343,3.01174,28.0733,0.923739,7.77588,1.89061,9.2104,20.2764,0.467207,0.180352,0.515793,0.336573,0.543103,0.611307,0.958215,0.526286,0.732786,0.739185,0.442821,0.802833,0.444086,-0.123221,-0.362363,-0.216577,-0.617532,-0.245371,-0.09617,0.0019105,-0.0805329,0.226323,-0.949241,0.113896,-0.258868,-0.722159,-0.696427,-1.12917,-0.735484,0.150183,-0.38602,-0.212545,0.385278,0.455034,0.373837,0.416642,0.367466,0.351761,0.277236,0.371383,0.324584,0.323182,0.391069,0.30942,0.390768,0.530766,0.589612,0.553934,0.649657,0.561037,0.524024,0.499522,0.520122,0.44366,0.720963,0.471557,0.564358,0.673082,0.667395,0.755687,0.676008,0.462525,0.595324,0.552937
105.708,0.958199,0.0681975,6,63,0,-70.075,-0.511107,0.049937,-0.100142,-0.313907,-0.285155,0.0556536,0.422851,0.247714,0.744727,0.31006,0.633864,0.820908,0.567697,-0.206259,0.841943,0.22258,0.536411,0.170408,0.165782,0.333459,0.126952,0.726054,0.177346,0.370597,0.576731,0.51696,0.548322,0.485462,0.569203,0.524921,0.244832,0.469075,-0.0545622,0.813048,0.271611,0.363592,0.634015,-0.0739159,0.650407,0.532652,1.37421,0.95385,8.51992,13.801,4.6293,5.30659,3.85795,0.756133,12.371,4.04362,14.0456,1.17254,5.28274,2.98275,4.52642,6.52405,3.35498,16.06,7.10433,1.61726,1.0572,11.9148,4.6309,3.32745,3.84322,7.93883,3.35242,4.52285,21.3994,0.70587,6.8194,2.62741,9.63187,9.27587,0.72299,0.133403,0.479338,0.710646,0.601289,-0.194799,0.941928,0.477485,0.404017,0.237196,0.110848,0.665824,-0.22224,0.155548,-0.448814,-0.321957,0.260736,-0.18731,0.0110126,0.102748,0.0979629,-0.26755,-0.727881,-0.458725,-0.872355,-0.15934,-0.90061,-0.719453,-0.859111,-0.515475,-0.288784,-0.130221,0.326735,0.466699,0.382408,0.329456,0.354049,0.548546,0.280511,0.382846,0.400348,0.440977,0.472316,0.339433,0.555332,0.461191,0.610357,0.579801,0.435183,0.546691,0.497247,0.474336,0.475529,0.566491,0.67434,0.612712,0.705236,0.539751,0.711075,0.672486,0.702475,0.626089,0.571698,0.532509
106.167,0.928602,0.0681975,6,63,0,-61.4641,-0.418817,0.408241,0.0099728,-0.520412,-0.0574127,0.078206,0.248832,0.220952,0.389146,-0.00184881,0.458825,0.45227,0.529052,0.0690068,0.486113,-0.0118534,0.431837,-0.226458,-0.132817,0.45364,-0.114448,0.453131,-0.203075,-8.02274e-05,0.425342,0.114426,0.655143,0.362879,0.507367,0.33855,0.377315,0.437131,0.154841,0.455946,0.129983,0.0749457,0.196113,-0.0598666,0.396463,0.458961,1.27501,0.940514,5.6328,6.72875,2.1176,3.4524,2.90465,1.24803,6.21489,4.84472,29.1617,1.68673,4.30835,12.2754,3.65417,5.14568,5.01893,5.39616,4.912,3.26106,7.08266,7.0758,12.4591,3.72433,1.1067,7.24707,2.13359,8.87926,55.683,0.595772,9.24729,1.56833,5.31812,5.75419,0.735047,0.312861,0.777991,0.780347,0.886093,0.421592,0.856521,0.389747,0.755459,0.137267,0.206401,0.870836,-0.269529,0.253492,-0.480921,-0.291293,0.276945,-0.313147,0.462188,0.134049,0.260714,-0.0397803,-0.45765,-0.25479,-0.648933,-0.311953,-0.812151,-0.715232,-0.810632,-0.78789,-0.364752,-0.313621,0.324088,0.422417,0.314753,0.314245,0.291917,0.396136,0.298067,0.403778,0.319633,0.465737,0.448582,0.29508,0.566977,0.436964,0.617965,0.572313,0.431203,0.577653,0.386467,0.466538,0.435188,0.509944,0.612457,0.563355,0.65677,0.577362,0.692568,0.671556,0.692244,0.687378,0.59019,0.577769
113.906,0.962003,0.0681975,6,63,0,-64.5351,-0.150424,0.0721374,-0.142199,-0.524167,-0.222663,0.127901,-0.0128795,0.267618,0.05766,-0.00778295,-0.255431,-0.055872,-0.21412,-0.313628,0.636579,-0.0120022,0.263964,-0.1303,-0.142637,0.18966,0.00176467,0.0655209,-0.233147,-0.00346807,-0.408119,0.0717506,0.110899,-0.0819601,0.11535,0.492571,-0.27319,0.0751421,-0.18326,-0.0982385,0.100012,0.0878839,0.0871819,0.416048,-0.10951,0.288522,1.58804,0.841255,4.23268,8.77751,5.41052,4.32199,2.93652,0.756221,10.5849,2.48236,15.3163,2.42508,4.16393,7.09271,3.78085,8.61202,5.14715,9.58015,7.89465,2.21536,1.88239,18.9107,4.82346,2.7364,1.75844,7.34518,2.77707,3.98329,20.1469,0.530632,10.9846,3.69351,4.82822,9.81991,0.660281,0.473869,0.243502,0.477624,0.431704,0.314915,1.33425,0.806635,0.780178,0.541447,0.434062,1.06878,0.167101,0.0580441,-0.368525,-0.19069,-0.216861,-0.293508,0.129344,-0.0272438,0.100941,0.142885,-0.894224,-0.341934,-0.683325,-0.634575,-0.761252,-0.534859,-1.02466,0.209765,-0.619925,-0.0905744,0.340676,0.383701,0.439424,0.382813,0.393719,0.421916,0.208458,0.308608,0.314281,0.367851,0.393157,0.255635,0.458322,0.485493,0.591103,0.547529,0.554004,0.572855,0.467709,0.506811,0.474786,0.464339,0.709761,0.58466,0.66448,0.653526,0.681626,0.630616,0.73588,0.44775,0.650201,0.522628
107.556,0.948586,0.0681975,5,31,0,-79.8054,-0.205039,-0.0259659,-0.185981,-0.46614,-0.249848,0.115846,0.0695824,0.240675,-0.183895,-0.130045,-0.126911,-0.037444,-0.118185,-0.332436,0.410351,0.0995351,0.0791733,-0.185606,0.179656,0.265388,0.173102,-0.0756935,-0.272287,-0.0909805,-0.493141,0.157427,0.277832,-0.121192,0.0899744,0.614562,-0.100069,0.463743,-0.371114,-0.171556,0.125474,0.0967442,0.178712,0.318089,-0.122566,0.146275,1.59476,0.878179,4.2228,9.2689,5.64154,4.53882,2.77881,0.704331,11.4658,2.3699,12.6706,2.25304,3.86667,6.73508,3.44038,9.54005,4.48741,12.166,6.62894,2.39939,1.78714,19.5413,4.32488,2.24921,2.2677,7.35753,2.57381,4.25035,19.0829,0.525355,13.0466,3.68521,4.49548,9.73986,0.238456,0.156568,0.179093,0.307343,0.352645,0.119002,0.939354,0.764276,0.404569,0.31431,0.57292,0.997998,0.212941,-0.229767,-0.542206,-0.419073,-0.424215,-0.315097,0.152846,-0.177808,-0.0442064,0.131841,-0.766494,-0.0291635,-0.901801,-0.770613,-0.782839,-0.599269,-1.01077,0.117052,-0.692536,-0.248673,0.440667,0.460938,0.455346,0.423764,0.412741,0.470285,0.281031,0.317719,0.400215,0.422063,0.360563,0.269335,0.446965,0.55719,0.632325,0.603261,0.604492,0.578129,0.461863,0.544335,0.51105,0.467087,0.682762,0.50729,0.711319,0.683653,0.686292,0.645489,0.733172,0.47077,0.666531,0.56185
108.495,0.986925,0.0681975,6,63,0,-75.8917,-0.563199,0.57222,0.281112,-0.235445,-0.0828373,0.125699,-0.0552791,0.259989,0.441023,-0.347857,0.021567,-0.085601,0.436912,-0.418374,0.177439,-0.604322,0.225606,-0.112434,-0.332162,-0.0791461,-0.258053,0.240204,-0.315636,-0.0875957,-0.119973,-0.0926866,0.257996,-0.0745372,0.0676983,0.0636707,0.060149,-0.0961946,-0.458249,-0.0103242,-0.000413001,-0.0861379,-0.000232062,0.0341567,0.186066,0.285158,1.50943,0.852488,9.76196,8.50566,2.49943,7.93857,5.93559,1.1222,3.44845,3.899,22.9426,0.938245,4.90135,5.51486,6.01999,4.81785,2.11754,6.68358,4.80325,3.45206,4.9501,4.56255,14.2578,3.6727,1.98939,5.81972,5.25314,8.30968,35.759,0.802908,5.34271,1.84637,3.37809,5.94329,1.01583,0.181942,0.557795,0.463485,1.02779,0.166073,0.787602,0.0508455,0.768263,0.488086,0.232998,0.598523,-0.135418,0.298548,-0.382991,-0.174238,0.0123063,-0.401796,0.325984,-0.0711713,0.0453476,-0.161529,-0.562338,-0.486571,-1.03573,-0.523185,-0.790389,-0.631145,-0.883431,-0.434031,-0.317152,-0.247321,0.265841,0.454639,0.364058,0.386159,0.263513,0.458577,0.312684,0.487291,0.316855,0.380345,0.442013,0.354682,0.533803,0.425913,0.594594,0.54345,0.496923,0.599119,0.419218,0.517785,0.488665,0.540295,0.636993,0.619298,0.738026,0.627892,0.687915,0.652749,0.707533,0.606836,0.57863,0.561517
107.786,0.980769,0.0681975,6,63,0,-72.5588,-0.567078,0.558652,0.273255,-0.190816,-0.0793579,0.121473,-0.0496633,0.250295,0.472067,-0.337566,-0.00320452,-0.0775296,0.401517,-0.379949,0.203317,-0.565036,0.244766,-0.0819085,-0.334985,-0.114027,-0.269591,0.244161,-0.312252,-0.0442574,-0.118159,-0.144194,0.186525,-0.0536712,0.0473934,0.0455661,0.0948317,-0.0976006,-0.399067,-0.0281752,-0.0111246,-0.0933403,0.0446419,0.0170795,0.172042,0.253878,1.51564,0.847725,9.98295,8.52264,2.58332,8.02248,5.77701,1.14119,3.37124,4.04578,23.3816,0.923691,5.00168,5.23205,5.95473,4.77027,2.09564,6.54819,4.91786,3.49486,5.05087,4.50394,14.3252,3.62861,1.9926,5.91168,5.37751,8.47425,35.2231,0.806999,5.14973,1.81269,3.19305,5.76757,1.00987,0.157127,0.497648,0.435641,0.954722,0.167097,0.774999,0.0497604,0.751778,0.480535,0.193584,0.522326,-0.172529,0.279632,-0.398255,-0.148737,-0.0118584,-0.463904,0.231234,-0.0719233,0.00450484,-0.192705,-0.492196,-0.46016,-0.942981,-0.509128,-0.75966,-0.605088,-0.793201,-0.42213,-0.299672,-0.246922,0.267004,0.460799,0.378094,0.39278,0.277936,0.458323,0.315399,0.487562,0.320434,0.382126,0.451755,0.372308,0.543026,0.430544,0.598268,0.537116,0.502965,0.61394,0.442448,0.517973,0.498874,0.548028,0.620624,0.613052,0.719701,0.624602,0.68128,0.64682,0.688518,0.603993,0.574362,0.561419
100.659,0.921524,0.0681975,6,63,0,-66.9866,-0.565867,0.573849,0.237965,-0.244986,-0.0795524,0.152023,-0.0142698,0.19782,0.304787,-0.220349,0.126564,0.0205427,0.262531,-0.422139,0.273333,-0.278436,0.124661,-0.26644,-0.453194,0.256802,0.00229035,0.424263,-0.104655,-0.143638,-0.119993,-0.119607,0.0872458,-0.162505,-0.0863245,-0.0287633,-0.108823,-0.216269,-0.123783,0.0860674,-0.136423,-0.0560119,-0.211659,-0.0828913,0.227748,0.473618,1.5667,1.01645,10.6899,8.30163,3.02934,6.47454,4.91464,1.0597,3.16472,3.32212,23.2859,1.05039,5.58343,5.40358,7.40219,3.63182,2.45575,5.92737,5.00779,4.18351,4.88904,3.75265,14.527,3.32696,2.01339,4.75078,5.74325,6.34108,47.0586,0.98995,5.16526,2.08825,2.95226,5.27417,0.98135,0.412994,0.766082,0.672409,0.954529,0.263685,0.983854,0.475304,0.770353,0.434819,0.214108,1.03215,0.156987,0.517218,-0.163723,-0.221229,0.0439651,-0.47346,0.189462,-0.153657,-0.102173,-0.270726,-0.687888,-0.50981,-0.659628,-0.356409,-0.907643,-0.52936,-1.07241,-0.513775,-0.205468,-0.0190073,0.272624,0.398194,0.317327,0.337958,0.277975,0.434458,0.272128,0.383362,0.316403,0.392976,0.446677,0.262667,0.460834,0.373503,0.54084,0.555083,0.48901,0.616202,0.452776,0.538339,0.525521,0.567271,0.665497,0.624762,0.659177,0.588171,0.712518,0.629334,0.745054,0.625691,0.551187,0.504752
101.277,0.965524,0.0681975,6,63,0,-58.9634,0.174671,-0.259418,-0.363094,-0.445816,-0.315335,0.117092,-0.0681119,0.198162,0.0594765,-0.234995,-0.125843,-0.0581807,0.115612,-0.41883,0.407425,-0.371305,0.305053,-0.642618,-0.240641,0.0129785,0.0198644,0.343043,-0.446224,-0.118889,-0.31936,0.0398666,-0.146341,-0.202872,-0.170142,-0.16057,-0.332526,-0.314187,-0.200984,0.0943952,-0.00902272,0.125325,-0.175173,-0.376611,-0.0934491,0.0994186,1.36262,0.987016,3.9681,11.0093,3.45079,5.9678,3.71629,1.04294,14.7372,5.14032,12.3107,1.75395,2.56532,8.3965,2.97835,10.3961,7.218,11.0347,7.8252,1.39992,1.80526,26.248,2.96019,2.27792,1.79832,9.13135,2.63738,5.00834,14.1144,0.701537,13.3683,3.11467,10.867,9.39917,0.682863,0.217076,0.350702,0.467311,0.800183,0.241268,1.16542,0.558003,0.806071,0.0786634,0.346035,1.02794,0.287879,0.366321,-0.540039,-0.286125,-0.0146351,-0.251422,-0.086353,-0.027476,-0.0926407,-0.493845,-0.655905,-0.476803,-0.353047,-0.173076,-0.608573,-0.264515,-1.12959,-0.112622,-0.32421,0.118671,0.335623,0.445943,0.413212,0.385253,0.309986,0.439974,0.237684,0.36401,0.308728,0.480344,0.414344,0.263483,0.428523,0.40943,0.631821,0.571047,0.503659,0.562526,0.521575,0.506869,0.523144,0.621012,0.65834,0.616993,0.587356,0.543161,0.647615,0.565746,0.755764,0.528126,0.58035,0.470367
94.9309,0.999559,0.0681975,6,63,0,-48.8941,-0.0518763,0.266476,-0.23332,-0.666525,-0.125559,0.0588821,0.0318778,0.279156,0.225755,-0.328193,0.202964,-0.0830438,0.249001,0.02867,0.370157,-0.125914,0.0873378,-0.628293,-0.451331,0.215661,-0.225346,0.275522,0.074513,-0.140867,-0.159958,-0.489302,0.362639,0.0751009,0.212092,0.230735,0.184354,0.0299752,-0.284339,0.180752,-0.0580388,-0.0960147,-0.188949,-0.0582561,0.215296,0.200977,1.52418,0.887631,9.94508,14.1871,2.60112,6.35125,4.47192,1.2426,4.84444,2.80718,42.8503,1.26664,7.20855,7.59691,5.04573,2.21774,2.89375,10.7138,6.29588,6.08296,3.85962,4.13198,6.24636,1.52512,0.891955,2.75858,5.87648,7.81304,76.1652,0.827334,7.49246,2.98011,6.14712,3.26153,0.771352,0.149191,0.690092,0.423574,0.818961,0.588885,0.969352,0.541495,0.584211,-0.043716,0.0796494,0.917177,-0.292024,0.111395,-0.148496,-0.393111,-0.212018,-0.815458,0.213129,-0.0407142,0.0572975,-0.0998803,-0.530329,-0.596178,-0.930808,-0.499411,-0.894945,-0.824902,-1.16716,-0.539061,-0.45025,-0.377277,0.316187,0.462771,0.334013,0.395662,0.305984,0.356891,0.27501,0.36784,0.357964,0.510927,0.480098,0.285534,0.572492,0.47218,0.537056,0.597031,0.552807,0.693271,0.446918,0.510177,0.48568,0.524949,0.62956,0.644781,0.717239,0.622321,0.70991,0.695276,0.762631,0.631594,0.610699,0.593216
112.86,0.96108,0.0681975,6,63,0,-61.7073,-0.694999,0.219805,-0.210974,-0.373666,-0.127041,0.221545,0.13482,0.120459,0.0351283,0.0277563,0.226287,0.136761,-0.063406,0.140747,0.238171,0.0263364,0.189077,-0.226601,-0.0765072,0.0209519,0.0329245,0.209771,0.136865,0.130255,-0.0354338,-0.100716,0.173141,0.229319,0.259652,0.222431,0.123495,0.349089,-0.0246796,0.226141,0.150999,0.0980971,0.157313,0.139462,0.140458,0.423034,1.31771,1.06579,4.77969,8.0709,2.43424,7.19509,4.48988,0.964487,10.6343,3.71264,5.99207,1.22962,2.1453,5.28126,2.53226,8.75636,4.30814,10.1144,7.18191,1.43639,2.11256,29.4802,7.69318,4.16463,3.84905,15.4251,2.66078,5.0789,13.939,0.454823,13.0572,1.88806,8.74981,21.21,0.54271,0.466319,0.674709,0.604903,0.468825,0.663119,0.799982,0.657167,0.647359,0.320421,0.416285,0.686292,-0.166047,-0.0877992,-0.38225,-0.418439,-0.219615,-1.04813,-0.109639,-0.181337,-0.190444,-0.567528,-0.617471,0.0216334,-0.696626,-0.31793,-0.875601,-0.495273,-1.01226,-0.364867,-0.388823,-0.179893,0.367557,0.385488,0.337443,0.353223,0.384894,0.340039,0.310029,0.341376,0.343585,0.420573,0.397406,0.334858,0.541417,0.521936,0.594416,0.60311,0.554684,0.740416,0.527382,0.54521,0.547468,0.638193,0.649643,0.494592,0.667439,0.57882,0.70591,0.621348,0.733461,0.590218,0.595999,0.544852
106.168,0.917218,0.0681975,6,63,0,-73.6389,-0.535761,0.609092,0.319047,-0.14348,-0.257993,0.0437511,-0.00192571,0.16742,-0.112419,0.00529294,0.215478,0.0945942,0.0850086,0.0710408,0.0978215,-0.101705,0.318691,-0.254309,-0.159199,-0.115247,0.0902371,0.239593,0.0215178,0.081142,-0.0154208,-0.286273,0.0356626,0.0996374,-0.017216,0.133342,0.167814,0.0309403,-0.130947,0.154175,0.111869,-0.0968857,0.141179,-0.0818479,0.0638255,-0.0277591,1.23913,0.87511,4.14202,6.67212,4.55424,2.95179,4.36369,0.905646,2.87531,3.90104,38.5062,1.16045,1.60236,5.12971,10.4625,6.8235,4.6224,4.12378,2.08989,2.2991,2.34525,8.35683,5.51979,1.67403,0.889437,4.32168,2.16916,6.27815,75.0928,0.821598,11.3832,2.07769,5.46637,3.96032,0.332082,0.309631,0.539839,0.459002,0.579568,0.545577,0.652451,0.593088,0.663075,0.270285,0.255267,0.649627,0.0908133,0.0399365,-0.22189,-0.222336,0.0151904,-0.587148,-0.133959,0.0764858,-0.120461,-0.253934,-0.658261,-0.767702,-0.816859,-0.678207,-0.888109,-1.02938,-1.14914,-0.427363,-0.738521,-0.573507,0.417734,0.423205,0.368225,0.387223,0.359032,0.366891,0.342437,0.355927,0.340049,0.432837,0.436527,0.343073,0.477312,0.490017,0.555246,0.555356,0.496202,0.64271,0.53344,0.480888,0.530079,0.563145,0.65887,0.683024,0.693569,0.663338,0.7085,0.736796,0.759353,0.605244,0.676672,0.639572
