# 0.080744, 0.0775417, 0.965414, 0.096333, 0.0943617, 0.0962058, 0.0928643, 0.0878089, 0.0875215, 0.090443, 0.0819028, 0.0944523, 0.0895497, 0.0929407, 0.0896276, 0.089103, 0.0955771, 0.0920458, 0.0895374, 0.0918389, 0.0908507, 0.0848476, 0.0871767, 0.0863361, 0.110414, 0.0891241, 0.0916318, 0.0880451, 0.0894721, 0.0837531, 0.0921913, 0.0890191, 0.0911599, 0.0938285, 0.0914962, 0.028721, 0.0250453, 0.205933, 0.206742, 0.151236, 0.214767, 0.168302, 0.125021, 0.155841, 0.137527, 0.136224, 0.115407, 0.148788, 0.190638, 0.230074, 0.176563, 0.120597, 0.139261, 0.129577, 0.192927, 0.144177, 0.146389, 0.20241, 0.282474, 0.119633, 0.182851, 0.186398, 0.143546, 0.153586, 0.104296, 0.10285, 0.136933, 0.117316, 0.0892748
124.626,0.98813,0.0314133,7,127,0,-87.0855,-0.649415,0.28483,0.133121,0.0306951,0.217838,0.307632,0.163497,0.0508461,0.232263,0.283874,0.305152,0.0405581,0.231831,0.188154,0.184335,0.232121,0.0427156,0.143905,0.392804,0.333625,0.12885,0.270212,0.274108,0.520751,0.088526,0.451535,0.263681,0.207105,0.473531,0.294452,0.313639,0.435779,0.21107,0.290576,0.4202,1.45802,0.84854,11.3271,8.15389,7.55629,6.68121,9.31418,4.48064,9.71348,6.3958,7.03493,2.28353,9.48626,17.3817,23.6044,11.7742,5.76508,5.36957,7.17742,6.73929,8.39295,3.30427,7.08529,18.28,1.05781,8.8371,20.5739,7.6059,3.46173,1.53916,2.78162,7.49112,2.33624,0.724548,-0.61872,-0.431577,-0.341783,-0.485918,-0.598569,-0.417151,-0.365541,-0.344262,-0.608857,-0.417583,-0.461261,-0.46508,-0.417294,-0.606699,-0.50551,-0.256611,-0.31579,-0.520564,-0.379202,-0.375306,-0.128664,-0.560889,-0.19788,-0.385734,-0.44231,-0.175884,-0.354962,-0.335776,-0.213635,-0.438345,-0.358839,-0.229214,0.649927,0.60625,0.584623,0.619144,0.645329,0.602801,0.590381,0.585226,0.64768,0.602905,0.613313,0.614219,0.602835,0.647187,0.623753,0.563803,0.578298,0.62728,0.593681,0.592741,0.532122,0.636658,0.549309,0.595255,0.608809,0.543858,0.58782,0.583164,0.553207,0.607865,0.588759,0.557054
123.675,0.980282,0.0314133,7,127,0,-97.5834,-0.68074,0.248252,0.086069,0.134722,0.270502,0.430678,0.210607,0.132936,0.193262,0.359273,0.348353,0.15137,0.330495,0.254302,0.247736,0.281405,0.150087,0.267359,0.451052,0.280899,0.164801,0.307211,0.246529,0.479314,0.0925973,0.374454,0.309597,0.343076,0.506949,0.231317,0.209722,0.392441,0.250333,0.226729,0.379653,1.58502,0.915549,24.9387,9.36166,5.18333,10.6263,4.51253,4.73421,9.53452,7.66957,8.19769,1.12391,5.29823,6.19287,14.7549,8.71384,3.62576,9.18538,5.39336,12.3679,9.98424,10.2756,7.04024,12.3378,0.737924,5.22498,6.84544,10.9115,4.07051,2.18891,3.09922,4.40217,1.17535,1.05157,-0.546019,-0.410238,-0.250062,-0.470133,-0.547804,-0.487478,-0.321467,-0.332387,-0.52937,-0.350245,-0.426438,-0.433004,-0.399335,-0.530653,-0.413381,-0.229688,-0.399841,-0.515939,-0.373529,-0.434211,-0.201426,-0.588143,-0.306286,-0.371143,-0.337664,-0.173791,-0.449423,-0.471018,-0.288299,-0.430407,-0.454011,-0.301087,0.633211,0.601145,0.562192,0.615415,0.633626,0.619512,0.579682,0.58234,0.629336,0.586677,0.605023,0.606591,0.598528,0.629635,0.601898,0.557171,0.598649,0.626198,0.592311,0.606879,0.550187,0.642939,0.575978,0.591735,0.583623,0.543339,0.610502,0.615625,0.57158,0.605971,0.611593,0.574708
122.81,0.997252,0.0314133,7,127,0,-94.9671,-0.769753,0.342901,0.0819131,0.278518,0.468301,0.22494,0.290421,0.184823,0.244523,0.396812,0.406746,0.298452,0.389117,0.291748,0.384861,0.336959,0.213178,0.29934,0.474015,0.329088,0.282201,0.245361,0.221402,0.506052,0.29302,0.440062,0.203842,0.359157,0.488192,0.30423,0.247316,0.382532,0.222793,0.293732,0.36697,1.48648,0.629886,8.68922,8.06532,10.8599,8.3399,11.5697,3.68264,4.08303,5.90026,6.02779,1.60827,7.03129,10.9751,7.46216,10.7068,6.45863,2.48632,6.84858,6.16063,6.66256,2.76359,15.3387,9.098,2.25071,5.41903,21.1017,2.70844,8.7955,1.04322,3.08102,5.25576,2.33587,1.00652,-0.491235,-0.301452,-0.544812,-0.479332,-0.584929,-0.525229,-0.372941,-0.363007,-0.471301,-0.380636,-0.478004,-0.384891,-0.432794,-0.556575,-0.470413,-0.295738,-0.440664,-0.487551,-0.524391,-0.548351,-0.2637,-0.476733,-0.329691,-0.565911,-0.410596,-0.28156,-0.465522,-0.522437,-0.387221,-0.546959,-0.476021,-0.402783,0.620397,0.574797,0.632931,0.61759,0.642201,0.62837,0.592169,0.589768,0.615692,0.594027,0.617277,0.595052,0.606541,0.63566,0.615481,0.5734,0.608417,0.619529,0.628174,0.633753,0.565546,0.616976,0.581684,0.637819,0.601231,0.569929,0.614323,0.627717,0.595614,0.63343,0.616808,0.599356
115.001,0.979926,0.0314133,7,127,0,-84.3088,-0.638063,0.290876,0.134474,0.175365,0.377361,0.122286,0.192791,0.102394,0.321177,0.292244,0.215035,0.411704,0.460374,0.218813,0.332493,0.268389,0.0652177,0.22643,0.500811,0.401809,0.216947,0.267086,0.220019,0.475001,0.17757,0.354778,0.247662,0.270907,0.469437,0.257099,0.209866,0.433037,0.22192,0.369169,0.425911,1.45496,0.936639,8.92592,9.92905,3.9957,9.96431,7.60236,2.01714,4.43123,3.35219,2.56168,1.46766,5.64501,13.7782,12.9092,17.9107,6.98153,4.42849,4.07548,5.19266,8.2377,3.41963,7.52613,7.6007,0.999756,5.01766,15.6776,2.28113,2.99322,2.23729,3.79624,2.1429,1.49152,1.32181,-0.462698,-0.260701,-0.515777,-0.445271,-0.535669,-0.316886,-0.345819,-0.423027,-0.226359,-0.177689,-0.41925,-0.30557,-0.369674,-0.572845,-0.411633,-0.137252,-0.236254,-0.421116,-0.370977,-0.418044,-0.163062,-0.460493,-0.283285,-0.390401,-0.367156,-0.168625,-0.380964,-0.428197,-0.205026,-0.416142,-0.268894,-0.212151,0.613654,0.564809,0.62616,0.609514,0.630804,0.578565,0.585603,0.604207,0.556349,0.544306,0.603304,0.575803,0.59138,0.639419,0.601479,0.534259,0.55879,0.60375,0.591695,0.603015,0.540675,0.613131,0.570351,0.596379,0.590772,0.542057,0.594106,0.605443,0.551078,0.60256,0.566821,0.55284
124.397,0.995348,0.0314133,7,127,0,-85.2418,-0.781349,0.346883,0.113833,0.508157,0.276644,0.360516,0.277935,0.211078,0.258891,0.372992,0.44533,0.30788,0.465161,0.283969,0.358159,0.224636,0.278999,0.409564,0.323338,0.347363,0.485189,0.432501,0.255476,0.350974,0.168359,0.479391,0.421881,0.417671,0.282567,0.503897,0.354413,0.440213,0.327623,0.289682,0.376707,1.42758,0.879709,4.3773,5.70839,5.65981,16.7396,9.93036,2.18922,15.3981,5.38027,5.74349,1.27676,6.49477,9.38748,12.9753,17.2356,5.15232,4.67484,8.39488,14.4425,8.82706,4.30914,19.5602,37.4951,0.837106,7.66073,13.642,3.44871,5.61447,1.85409,3.16728,3.54134,1.9458,0.692192,-0.273192,-0.504705,-0.420833,-0.503414,-0.570271,-0.522458,-0.408357,-0.336019,-0.473469,-0.316187,-0.49738,-0.423189,-0.556712,-0.50235,-0.371785,-0.458011,-0.433986,-0.296159,-0.348847,-0.525873,-0.430374,-0.61299,-0.301958,-0.359468,-0.363678,-0.498781,-0.277452,-0.426935,-0.341136,-0.453726,-0.491666,-0.404642,0.567876,0.623564,0.603683,0.623261,0.638826,0.627722,0.600694,0.583223,0.616204,0.578395,0.621843,0.604246,0.635692,0.623011,0.59189,0.612542,0.606825,0.573503,0.586338,0.62852,0.605963,0.648623,0.574921,0.588912,0.58993,0.622173,0.568921,0.605142,0.584466,0.611525,0.620499,0.599802
125.449,0.997016,0.0314133,7,127,0,-93.9669,-0.734742,0.293137,0.096002,0.251589,0.347758,0.408976,0.220063,0.302013,0.477064,0.314669,0.246554,0.131937,0.249955,0.290073,0.306545,0.338814,0.173968,0.14594,0.419804,0.323626,0.135832,0.313997,0.380454,0.234584,0.374878,0.264175,0.315563,0.297762,0.279968,0.288514,0.223658,0.228849,0.34158,0.342844,0.279775,1.47077,0.875032,6.12779,9.72627,2.91085,8.33138,7.63883,2.06128,9.80991,4.70255,7.65324,0.943776,6.0636,7.64743,20.0298,11.1677,5.38642,7.52538,7.63272,6.51933,5.04277,3.15156,18.7808,5.76581,2.27358,11.4768,16.7546,3.18298,5.50005,1.77123,2.61702,2.82752,1.77503,0.691579,-0.483153,-0.386985,-0.325766,-0.51468,-0.432729,-0.257678,-0.420073,-0.488188,-0.602806,-0.484787,-0.44467,-0.428197,-0.395928,-0.560774,-0.588803,-0.314939,-0.411117,-0.59891,-0.420745,-0.354288,-0.500159,-0.359864,-0.470568,-0.419179,-0.436981,-0.454774,-0.446229,-0.511085,-0.505893,-0.393163,-0.391899,-0.454968,0.618492,0.595557,0.580729,0.625903,0.606525,0.564065,0.603501,0.61968,0.646298,0.618878,0.609371,0.605443,0.597709,0.636632,0.64309,0.57809,0.601356,0.645407,0.603661,0.587657,0.622497,0.589008,0.615518,0.603287,0.607539,0.611774,0.609742,0.625061,0.623843,0.597044,0.59674,0.61182
119.534,0.960415,0.0314133,7,127,0,-81.4248,-1.00038,0.526867,0.121314,0.37406,0.457538,0.560222,0.393028,0.45856,0.386037,0.397423,0.631831,0.444285,0.735678,0.480772,0.622479,0.637487,0.478973,0.680992,0.505043,0.610218,0.747523,0.41571,0.465443,0.492095,0.382895,0.592934,0.506669,0.484633,0.634558,0.532055,0.682281,0.691255,0.718538,0.549315,0.652696,1.83682,0.836295,20.7207,12.9174,12.9795,9.18217,9.05457,5.06295,7.90854,8.33858,6.0254,2.79593,10.0193,5.9662,9.35411,12.5796,6.08066,5.2338,4.44168,5.83183,14.1718,13.7738,7.62057,30.7638,0.633465,2.17729,11.1366,12.3439,6.9125,1.79114,5.66695,11.2355,1.24021,0.968942,-0.626318,-0.54284,-0.440156,-0.607349,-0.541817,-0.614341,-0.602955,-0.368547,-0.556092,-0.2647,-0.519606,-0.377899,-0.362891,-0.521405,-0.319386,-0.495335,-0.39016,-0.252855,-0.584668,-0.534935,-0.508282,-0.617482,-0.407444,-0.493709,-0.515744,-0.36582,-0.468323,-0.318096,-0.309123,-0.28184,-0.451062,-0.347682,0.651654,0.632473,0.608296,0.647336,0.632235,0.64893,0.646332,0.591108,0.635548,0.565791,0.627056,0.593366,0.58974,0.627476,0.579175,0.621362,0.596321,0.562879,0.642141,0.630633,0.624404,0.649646,0.600475,0.62098,0.626152,0.590449,0.614987,0.57886,0.576671,0.569997,0.610892,0.586055
128.112,0.98007,0.0314133,7,127,0,-82.0216,-0.735754,0.403562,0.0856166,0.298223,0.44112,0.325057,0.424739,0.38897,0.544195,0.361354,0.412794,0.567797,0.36418,0.351124,0.279929,0.3281,0.403828,0.435891,0.479482,0.481081,0.332634,0.426306,0.387246,0.486231,0.436806,0.516105,0.443322,0.478798,0.377878,0.454829,0.361835,0.254963,0.536247,0.560303,0.540371,1.61057,0.662907,11.0303,9.55869,5.3616,7.03923,11.9153,5.07007,12.9747,3.43074,3.26148,1.34731,9.73109,10.1528,11.157,4.22732,7.45045,8.00627,3.65644,9.67389,12.481,13.4265,17.4494,12.272,2.31721,4.77114,18.6571,8.6752,7.07898,1.43403,3.47571,6.66344,1.63418,1.17428,-0.437531,-0.294634,-0.410697,-0.311015,-0.346784,-0.191559,-0.3744,-0.322959,-0.167957,-0.371573,-0.38463,-0.455825,-0.407654,-0.331926,-0.299862,-0.256272,-0.254672,-0.40312,-0.309448,-0.348508,-0.249523,-0.298948,-0.219649,-0.292432,-0.256955,-0.357876,-0.280925,-0.373919,-0.48079,-0.199507,-0.17545,-0.195382,0.607671,0.57313,0.601255,0.577133,0.585837,0.547744,0.592522,0.580045,0.541891,0.591839,0.594989,0.612023,0.600525,0.582228,0.574409,0.56372,0.563326,0.599437,0.57675,0.586256,0.562059,0.574185,0.554692,0.572591,0.563888,0.588526,0.569773,0.592406,0.617934,0.549712,0.54375,0.548691
128.065,0.990855,0.0314133,7,127,0,-84.5583,-0.852587,0.416934,0.0868389,0.375997,0.431683,0.367555,0.480501,0.366515,0.477706,0.407112,0.400443,0.388201,0.328244,0.457677,0.42713,0.514144,0.382189,0.422188,0.537864,0.246818,0.384222,0.481039,0.369673,0.271806,0.274079,0.470013,0.338194,0.270603,0.489701,0.379996,0.298122,0.56902,0.306143,0.49275,0.473902,1.70249,0.660297,13.513,7.26113,5.80526,3.74547,10.9488,4.58289,8.50366,4.62825,2.77956,1.15448,9.37652,12.0539,5.46054,5.44384,8.17597,7.66905,2.87861,6.99084,10.3894,11.3498,14.2453,9.96284,1.84395,7.438,19.3779,6.60587,4.29124,1.30599,3.91068,7.17094,1.27343,1.33562,-0.47659,-0.420904,-0.485032,-0.372087,-0.486072,-0.374881,-0.445475,-0.452144,-0.464386,-0.524343,-0.394911,-0.425457,-0.338443,-0.470398,-0.430399,-0.314724,-0.605769,-0.468365,-0.371549,-0.482914,-0.580782,-0.578509,-0.382574,-0.514393,-0.581984,-0.362886,-0.472591,-0.554465,-0.283567,-0.546445,-0.359837,-0.378685,0.616942,0.6037,0.618935,0.591963,0.619181,0.592638,0.609563,0.611149,0.614054,0.628163,0.597464,0.604788,0.583812,0.615478,0.605969,0.578038,0.646975,0.614997,0.591833,0.618436,0.641247,0.640724,0.594494,0.625836,0.641524,0.589739,0.615997,0.635171,0.570421,0.63331,0.589001,0.593556
131.599,0.97809,0.0314133,7,127,0,-102.184,-0.777078,0.384233,0.0856035,0.387692,0.260468,0.372488,0.284861,0.307536,0.327595,0.27134,0.436981,0.428882,0.471587,0.299045,0.29216,0.314951,0.381187,0.372768,0.387454,0.526878,0.388347,0.340529,0.382942,0.440263,0.429338,0.34828,0.478307,0.411326,0.323386,0.270291,0.542786,0.312806,0.564192,0.385478,0.230774,1.40764,0.889038,6.40027,10.1796,8.63483,10.8965,3.98256,3.45918,14.2306,7.16004,9.85282,2.541,4.79361,9.5707,34.369,11.8895,4.26454,4.94427,7.45325,6.45045,9.59451,4.61715,9.69091,10.3922,0.847612,5.74496,9.61586,8.07535,2.91492,1.69103,5.31631,3.87722,1.58572,0.752411,-0.389385,-0.51661,-0.40459,-0.492217,-0.469542,-0.449483,-0.505738,-0.340097,-0.348196,-0.305491,-0.478033,-0.484918,-0.462127,-0.395891,-0.40431,-0.389624,-0.2502,-0.388731,-0.436548,-0.394136,-0.336815,-0.34774,-0.428798,-0.298771,-0.365752,-0.453692,-0.506787,-0.234292,-0.464272,-0.212886,-0.3916,-0.546304,0.596135,0.626355,0.59979,0.620628,0.615275,0.610516,0.623807,0.584214,0.58618,0.575784,0.617283,0.618909,0.613519,0.5977,0.599723,0.596192,0.562226,0.595977,0.607436,0.597278,0.583417,0.586069,0.605587,0.574142,0.590432,0.611517,0.624053,0.558306,0.614027,0.553021,0.596668,0.633278
132.235,0.998239,0.0314133,7,127,0,-104.894,-0.616296,0.175091,0.0835324,0.127685,0.171839,0.11286,0.175353,0.194642,0.272179,0.201885,0.136069,0.0681417,0.140852,0.174822,0.258421,0.363071,0.134941,0.244679,0.256326,0.156562,0.0956963,0.173513,0.142908,0.139404,0.166985,0.295656,0.0731067,0.0727092,0.195299,0.280832,0.0661899,0.299008,0.0105544,0.261397,0.37388,1.6911,0.731645,23.6964,10.3509,8.81277,8.79904,10.8332,4.45389,4.5475,3.0012,5.10571,0.934547,11.2842,7.75093,5.8808,9.85581,6.96255,4.78767,3.91468,10.5895,11.2155,9.31779,12.7953,14.6569,1.78304,9.09133,22.9576,5.60037,7.17956,1.43077,2.04609,5.92679,1.29498,1.16674,-0.488611,-0.444458,-0.503436,-0.440943,-0.421654,-0.344117,-0.414411,-0.480227,-0.548154,-0.475445,-0.441475,-0.357876,-0.253225,-0.481355,-0.371617,-0.35997,-0.459734,-0.5206,-0.442783,-0.473388,-0.476892,-0.449311,-0.320641,-0.54319,-0.543587,-0.420998,-0.335464,-0.550106,-0.317288,-0.605742,-0.354899,-0.242417,0.619779,0.609321,0.623266,0.608484,0.603879,0.58519,0.602145,0.617802,0.633707,0.616672,0.60861,0.588526,0.56297,0.618068,0.59185,0.589033,0.612951,0.627288,0.608922,0.616185,0.617014,0.610475,0.57948,0.632554,0.632646,0.603722,0.583088,0.63416,0.578663,0.646969,0.587805,0.560309
125.699,0.850232,0.0314133,7,127,0,-92.7356,-0.46175,0.159965,0.0981577,0.206549,0.142427,0.0719903,0.136455,0.0944461,0.203778,0.102604,-0.0815267,0.0314651,0.112901,0.198252,0.172847,0.249755,0.137575,0.190199,0.233815,0.279888,-0.0818576,0.0891856,0.0659617,0.142668,0.0388546,0.295299,0.0180714,0.0550999,0.21177,0.103762,0.0825493,0.162293,0.105746,0.145907,0.216467,1.68666,0.882482,5.04118,14.6859,12.1987,18.4313,4.8423,2.09548,9.51428,5.28772,6.28109,1.94051,4.81393,8.48551,22.6545,14.8656,9.62049,6.48066,5.80027,6.18671,10.474,8.12785,4.29037,19.6374,1.14274,6.74731,9.48696,11.902,6.65238,1.86543,4.17826,4.68562,2.5286,1.25319,-0.255201,-0.319322,-0.389759,-0.325295,-0.367304,-0.257971,-0.359146,-0.543276,-0.430285,-0.348849,-0.263498,-0.288902,-0.211995,-0.324175,-0.27155,-0.227934,-0.181862,-0.543607,-0.372564,-0.395788,-0.319082,-0.422895,-0.166451,-0.443678,-0.40665,-0.24998,-0.357988,-0.3792,-0.299457,-0.356003,-0.315843,-0.245282,0.563456,0.579159,0.596225,0.580614,0.590807,0.564138,0.588834,0.632574,0.605942,0.586338,0.565496,0.571727,0.552801,0.580341,0.567473,0.556738,0.54534,0.632651,0.592078,0.597675,0.5791,0.604176,0.541517,0.609135,0.600284,0.562172,0.588553,0.59368,0.57431,0.588073,0.578311,0.561015
126.288,0.999168,0.0314133,7,127,0,-95.2132,-0.499121,0.0739259,0.0848426,0.0971454,0.109369,0.0452113,0.13315,0.0486465,0.158074,0.116502,-0.0640452,-0.0112259,0.139616,0.205665,0.159122,0.222626,0.147903,0.1172,0.21811,0.160871,-0.138007,0.0869652,0.0302113,0.0704065,0.0915627,0.253031,-0.0784989,0.00226419,0.172522,0.101976,0.0880842,0.199934,0.0707039,0.0585057,0.199343,1.40984,0.816282,23.5357,11.6859,9.75621,9.25757,5.06386,7.84095,6.448,4.53601,6.62522,1.3434,10.7325,5.46658,14.7746,5.82758,4.98051,7.29655,2.62993,10.5134,6.8964,10.8972,19.4489,9.97705,1.40945,5.40816,18.3933,6.00524,4.11722,1.08864,5.68855,4.74613,0.96616,0.581457,-0.401975,-0.389751,-0.453909,-0.365971,-0.450474,-0.341047,-0.382619,-0.563166,-0.510347,-0.359505,-0.293456,-0.339999,-0.276494,-0.351218,-0.381921,-0.281011,-0.338249,-0.637128,-0.412156,-0.468909,-0.428714,-0.407558,-0.24609,-0.57762,-0.496857,-0.326599,-0.397145,-0.411037,-0.299187,-0.428417,-0.440615,-0.299778,0.599162,0.596223,0.611568,0.590485,0.610752,0.584445,0.594505,0.637185,0.624888,0.588921,0.572842,0.58419,0.568687,0.586913,0.594336,0.569794,0.583765,0.654104,0.601605,0.615126,0.605567,0.600502,0.561214,0.640519,0.62172,0.580932,0.598002,0.601336,0.574244,0.605496,0.608406,0.574388
124.221,0.99822,0.0314133,7,127,0,-92.8772,-0.545682,0.136429,0.0849048,0.172052,0.131194,0.0426717,0.160473,0.00733334,0.133885,0.087912,0.0629316,0.0535703,0.144484,0.213287,0.188704,0.221893,0.0852559,0.0362448,0.201707,0.287229,-0.0391488,0.00661636,0.0902655,0.0965522,0.120573,0.284662,-0.0105946,0.0522817,0.196136,0.132702,0.0266358,0.184158,0.145725,0.0815916,0.0903197,1.67768,1.35929,11.7845,7.16405,14.5386,7.98135,7.10446,3.23188,13.9092,3.59845,6.40156,1.94629,5.73539,4.05213,34.8282,4.17072,7.13618,5.26778,6.37176,6.48136,6.42469,4.74969,14.5138,9.96972,1.63734,5.95754,19.6534,7.67386,7.93278,1.46709,1.86421,3.46539,1.46394,0.444523,-0.37363,-0.414487,-0.50301,-0.385208,-0.538348,-0.411797,-0.45777,-0.48275,-0.492111,-0.401197,-0.332394,-0.356977,-0.323788,-0.460426,-0.509437,-0.343974,-0.258453,-0.58483,-0.539065,-0.455416,-0.449129,-0.425108,-0.261019,-0.556276,-0.4934,-0.349545,-0.41298,-0.519046,-0.361523,-0.399956,-0.46409,-0.455362,0.592336,0.602163,0.623166,0.595129,0.631428,0.601519,0.612485,0.618397,0.620604,0.598975,0.582342,0.588309,0.580247,0.613115,0.624674,0.585156,0.564256,0.642178,0.631595,0.611926,0.610432,0.604705,0.564887,0.63559,0.620907,0.586507,0.601802,0.626925,0.589409,0.598677,0.613984,0.611913
134.854,0.998535,0.0314133,7,127,0,-92.1688,-0.561567,0.167687,0.111117,0.1856,0.0937702,0.142535,0.0204297,0.156703,0.272161,0.121334,0.28183,0.210215,0.296411,0.152737,0.175239,0.307286,0.0483072,0.226882,0.205461,0.075854,-0.0504954,0.11455,0.089216,0.149082,0.0100162,0.138644,0.174693,0.116184,0.0769367,0.233112,0.278191,0.299488,0.225415,0.223379,0.355769,1.77404,0.869111,12.872,16.4247,5.81861,15.9295,9.3958,4.07256,6.1497,10.1496,6.77074,1.08549,9.95153,10.0166,6.68082,22.9906,4.72718,6.63922,4.69073,6.61898,12.6419,12.2621,9.05495,17.6297,1.17609,6.75118,11.0682,6.04267,5.15886,1.51843,6.68567,8.77036,1.65687,1.60211,-0.375967,-0.467796,-0.419032,-0.541137,-0.404863,-0.289405,-0.440232,-0.279737,-0.351351,-0.265155,-0.40883,-0.386328,-0.254281,-0.513259,-0.334685,-0.356105,-0.485713,-0.612062,-0.447017,-0.472351,-0.412485,-0.55155,-0.422922,-0.386874,-0.445382,-0.48463,-0.328455,-0.283375,-0.262078,-0.336152,-0.338188,-0.205798,0.5929,0.614862,0.603252,0.632077,0.599856,0.571851,0.608314,0.569482,0.586945,0.565903,0.600807,0.595398,0.56323,0.62557,0.582899,0.588097,0.619096,0.648411,0.60993,0.61594,0.601684,0.634495,0.604182,0.59553,0.609541,0.618841,0.581383,0.570374,0.565147,0.583255,0.58375,0.551269
122.035,0.974909,0.0314133,7,127,0,-95.089,-0.634317,0.235325,0.171333,0.144385,0.186518,0.118598,0.0787832,0.0761371,0.479909,0.420336,0.240389,0.150297,0.220525,0.202986,0.215413,0.325646,0.181905,0.391698,0.14276,0.259057,-0.0584955,0.111415,0.268463,0.193953,0.101199,0.280577,0.175079,0.206865,0.310357,0.439916,0.226875,0.272701,0.201245,0.116272,0.593876,1.54068,0.816327,7.96819,10.7783,6.58784,11.2561,8.5512,3.05185,4.84061,5.21329,5.66646,1.76911,10.7893,8.04164,20.6375,8.11382,5.23747,9.7858,7.92743,9.71534,10.9919,5.8795,20.6179,19.5074,2.28276,7.778,11.4929,3.49341,5.54045,1.71477,3.08251,4.13382,1.12447,0.628127,-0.489933,-0.447799,-0.515719,-0.555534,-0.55818,-0.154408,-0.213982,-0.393929,-0.484021,-0.413793,-0.431331,-0.418905,-0.308672,-0.452413,-0.24262,-0.491558,-0.375261,-0.692813,-0.522902,-0.365854,-0.440365,-0.533118,-0.35374,-0.459238,-0.427452,-0.323961,-0.194402,-0.407443,-0.361617,-0.433073,-0.518045,-0.0404419,0.620091,0.610116,0.626146,0.635419,0.636031,0.538526,0.553292,0.597228,0.618697,0.601997,0.606191,0.603221,0.576561,0.611213,0.560359,0.620473,0.59273,0.666592,0.627826,0.590457,0.608346,0.63021,0.587524,0.612833,0.605265,0.580289,0.548448,0.600475,0.589432,0.606607,0.626691,0.510109
128.451,0.997094,0.0314133,6,127,0,-87.6807,-0.656602,0.209461,0.146954,0.131624,0.0274288,0.248766,0.159942,0.159429,0.203882,0.287509,0.233379,0.239983,0.472796,0.0850455,0.318002,0.215117,0.1852,0.254987,0.343232,0.128157,0.236934,0.239069,0.213957,0.281279,0.0942508,0.509214,0.0953583,0.0837631,0.374729,0.353752,0.170709,0.259118,0.411026,0.0879295,0.330513,1.53814,0.852372,7.23109,11.3689,5.26596,10.8078,10.6365,4.03574,4.82551,4.72188,4.14476,1.99483,9.59916,8.07426,13.3955,13.286,8.52611,6.69293,8.44739,8.2466,17.2937,8.20732,16.2716,20.417,1.84264,5.11565,16.3631,4.99802,8.50062,1.30523,2.64434,5.2992,1.06958,0.78194,-0.524978,-0.629173,-0.407836,-0.496659,-0.497172,-0.452719,-0.369093,-0.423223,-0.416619,-0.183806,-0.571556,-0.3386,-0.441484,-0.471402,-0.401615,-0.313369,-0.528445,-0.419668,-0.417533,-0.442644,-0.375323,-0.562351,-0.147387,-0.561243,-0.572839,-0.281873,-0.30285,-0.485892,-0.397484,-0.245575,-0.568672,-0.326089,0.628311,0.652302,0.600569,0.621674,0.621795,0.611286,0.59124,0.604254,0.602674,0.545823,0.639122,0.58385,0.608613,0.615716,0.599076,0.577707,0.62912,0.603404,0.602893,0.608889,0.592744,0.636996,0.53678,0.63674,0.639418,0.570005,0.575139,0.619138,0.598083,0.561087,0.638457,0.580807
116.509,0.997672,0.0314133,7,127,0,-89.3634,-0.691127,0.274893,0.173,0.0968679,0.240724,0.0683947,0.176344,0.23566,0.436969,0.205685,0.307307,0.225588,0.18795,0.274056,0.174978,0.216255,0.01943,0.288426,0.277921,0.614415,0.180237,0.165722,0.236848,0.190287,0.0783421,0.280208,0.394588,0.235556,0.158772,0.132899,0.453632,0.34222,0.307491,0.599836,0.407853,1.86248,0.772601,17.31,10.1453,9.25895,9.8358,7.56554,3.81622,5.04072,4.62341,4.80382,1.81785,5.2239,8.89024,67.0043,19.4995,5.88997,3.70109,7.42625,6.60531,7.19043,3.61689,3.66287,24.7451,1.64535,3.37742,21.2396,5.15512,8.70682,2.10031,3.74338,6.54083,1.9357,1.46124,-0.594259,-0.450403,-0.622732,-0.514783,-0.455467,-0.254158,-0.485442,-0.38382,-0.465539,-0.503177,-0.417071,-0.516149,-0.474872,-0.671697,-0.402701,-0.413205,-0.0767115,-0.510889,-0.525404,-0.454279,-0.50084,-0.612785,-0.410918,-0.296538,-0.455571,-0.532355,-0.558228,-0.237494,-0.348906,-0.383636,-0.0912907,-0.283274,0.644342,0.610735,0.65084,0.625927,0.611938,0.5632,0.619032,0.594794,0.614327,0.623206,0.602782,0.626247,0.616536,0.661883,0.599336,0.601856,0.519168,0.625015,0.628411,0.611656,0.622657,0.648576,0.601308,0.573596,0.611963,0.630032,0.636042,0.559096,0.586352,0.59475,0.522807,0.570349
