# 0.116678, 0.115942, 0.928433, 0.757574, 0.758539, 0.729971, 0.801134, 0.859595, 0.728571, 0.763511, 0.901905, 0.703354, 0.870896, 0.870177, 0.905453, 0.694832, 0.856298, 0.828747, 0.924528, 0.778945, 0.873932, 0.636787, 0.775145, 0.63759, 1.03222, 0.999946, 0.851106, 0.71486, 0.77607, 0.784768, 0.938048, 0.747903, 1.02598, 1.07127, 0.938613, 0.026771, 0.0281214, 0.264744, 0.279597, 0.279804, 0.261356, 0.280733, 0.189382, 0.249363, 0.228636, 0.228439, 0.19487, 0.243135, 0.242452, 0.331295, 0.280176, 0.190099, 0.259894, 0.229907, 0.267623, 0.290202, 0.233464, 0.300375, 0.450999, 0.236423, 0.25756, 0.305855, 0.211841, 0.23101, 0.211663, 0.2084, 0.222177, 0.221693, 0.236725
90.2044,0.999563,0.0806108,5,31,0,-57.5965,-0.614848,0.207297,0.180257,-0.62815,1.11682,-0.782241,-0.560322,0.775318,0.744524,-0.0304967,0.685981,-1.39532,-0.835296,0.605372,0.217081,-0.236902,-0.741014,1.48653,0.56982,1.09571,-0.535463,-1.10316,-0.845325,-0.868224,-1.34074,0.173442,-1.44327,0.432411,0.62322,-0.75249,-0.588232,-0.0619817,1.25284,1.74789,1.40627,1.69163,0.913647,0.464848,0.918908,1.35522,0.489626,0.322914,-0.68524,-0.169114,-0.347422,0.320445,-2.06657,0.239265,1.03385,0.795625,0.992563,-0.135206,0.175397,0.188708,0.132124,1.12077,0.658828,0.892013,1.54557,-1.47117,-0.0645468,0.87718,0.244071,0.132845,-1.15275,-0.690815,0.259051,-1.27929,-2.11936,0.0940687,0.408611,0.0662927,0.106295,0.347054,0.341503,0.2018,0.33095,-0.0442198,0.0567293,0.31642,0.246427,0.164594,0.0737242,0.475255,0.310011,0.404806,0.110776,0.00844558,0.0549214,0.0507937,-0.0343813,0.238561,-0.0528619,0.285242,0.319637,0.0716557,0.101264,0.196125,0.43313,0.522366,0.460788,8.30065,12.5684,18.7242,8.49071,7.29112,2.90246,4.65116,3.95194,7.27469,0.821608,6.75465,13.96,11.2295,13.4433,4.79751,6.37178,6.44974,6.12478,15.1139,9.91019,12.2633,22.2809,1.41552,5.11744,12.0982,6.78438,6.12881,1.89349,2.88772,6.87787,1.68675,0.782925,-0.520779,-0.206237,-0.548555,-0.508552,-0.267794,-0.273345,-0.413048,-0.283898,-0.659067,-0.558118,-0.298428,-0.36842,-0.450254,-0.541123,-0.139593,-0.304836,-0.210041,-0.504071,-0.606402,-0.559926,-0.564054,-0.649229,-0.376286,-0.667709,-0.329605,-0.295211,-0.543192,-0.513583,-0.418723,-0.181718,-0.092482,-0.15406,0.62733,0.551377,0.6338,0.624467,0.566551,0.567914,0.601818,0.570502,0.659051,0.636017,0.574058,0.591077,0.6107,0.632074,0.534842,0.575624,0.552318,0.623416,0.64712,0.636435,0.63739,0.656837,0.592977,0.66099,0.581663,0.573271,0.632555,0.625646,0.603178,0.545305,0.523104,0.538439
92.6312,0.978453,0.0806108,6,63,0,-69.9215,-0.864199,0.435131,0.153491,-0.403482,-0.468631,-1.3753,-0.27225,0.0487895,0.180353,-1.10008,0.223523,-0.697515,-1.28453,0.350289,-0.0499328,0.134341,0.282266,1.41409,-0.198202,0.749757,0.187936,-0.522379,-2.35207,-0.642348,-1.90951,0.508997,-1.3006,1.09551,-0.0169969,-0.542775,-0.242138,0.5096,-0.48495,0.8583,-0.0562783,1.65655,0.972344,1.12297,0.798751,0.569611,0.984881,0.246711,-0.24042,0.70052,-0.214687,0.357401,-1.05934,-0.105149,0.234397,1.59772,0.857365,0.0730682,-0.254432,0.247313,0.440801,0.869637,1.00605,0.955422,1.82243,-1.76248,0.129584,1.10048,0.384462,0.662298,-1.36067,-0.232754,-0.182444,-0.955946,-1.89601,0.3732,0.3632,0.224035,0.393343,0.44262,0.462814,0.266279,0.46944,0.328069,0.237967,0.488897,0.427467,0.455751,0.478457,0.652182,0.404709,0.550212,0.463978,0.354951,0.0741093,0.336537,0.142039,0.513258,0.2355,0.603282,0.432522,0.35182,0.397965,0.51335,0.360696,0.566873,0.426493,15.6187,11.3955,9.11946,13.6562,6.66214,4.14865,10.3574,4.25376,7.41919,1.87107,4.73183,6.58285,24.7813,12.0638,5.62713,4.09251,6.66604,8.0459,12.2086,13.9402,13.2706,30.8328,0.944422,5.94502,15.2809,7.61699,9.97952,1.39586,4.17968,4.38923,2.06896,0.829423,-0.490998,-0.500998,-0.640164,-0.470855,-0.421579,-0.401385,-0.59792,-0.394759,-0.53613,-0.626231,-0.375301,-0.436732,-0.408447,-0.385742,-0.212017,-0.45949,-0.313986,-0.400221,-0.509248,-0.790089,-0.527662,-0.72216,-0.350941,-0.628698,-0.260917,-0.431676,-0.512379,-0.466233,-0.350848,-0.503503,-0.297326,-0.437706,0.620342,0.622694,0.654791,0.615586,0.603861,0.59902,0.64518,0.597428,0.630912,0.651634,0.592739,0.60748,0.600715,0.595257,0.552807,0.612893,0.577858,0.598741,0.62463,0.68785,0.628938,0.673083,0.586846,0.652194,0.564862,0.606274,0.625364,0.614492,0.586823,0.623282,0.573789,0.607712
89.6756,0.934611,0.0806108,6,63,0,-55.392,0.459763,-0.855969,0.216903,-0.831781,-0.826577,0.784772,-1.11325,-0.635356,0.784668,0.59399,0.223203,0.22752,2.25148,-0.20913,0.763809,0.176967,-0.947506,-1.37923,0.320904,-0.297162,-0.51281,-0.215159,1.61193,0.155205,-0.969052,1.23135,0.79911,-0.840705,0.273783,0.0678248,0.724708,0.405623,0.852441,0.75397,1.89436,1.81851,1.12078,0.967313,0.871865,-0.0759775,0.460834,-0.131135,-0.432136,0.269651,-0.184459,0.179412,-0.74384,0.838553,0.870094,0.955698,0.818296,-0.0330476,-0.222569,-0.318503,-0.381746,-0.20519,-0.785617,1.14563,0.805724,-1.64067,0.558501,1.23318,0.192709,-0.191975,-1.37127,-0.452055,0.265905,-1.32772,-2.2405,-1.03638,-1.03526,-0.685749,-1.09744,-0.993779,-0.685772,-0.727131,-0.807555,-0.806619,-0.367617,-0.901329,-0.690297,-0.817584,-1.06149,-1.15513,-0.786364,-0.920424,-0.967199,-0.902637,-0.506336,-0.822304,-1.06616,-0.588886,-0.68264,-1.03832,-0.796584,-0.841257,-0.698778,-0.767988,-0.671072,-0.692431,-0.445077,18.2224,16.3737,5.6596,10.3294,5.32033,3.79688,8.33719,5.01168,7.53522,2.67735,15.7736,16.3412,17.9867,15.4195,5.93857,4.80212,4.31258,4.01748,4.89657,2.55488,22.2536,15.2038,0.979887,11.5243,24.5479,7.64836,4.96963,1.32527,3.71305,8.30226,1.39157,0.50028,-0.576621,-0.575492,-0.225986,-0.637672,-0.534016,-0.226009,-0.267368,-0.347792,-0.346856,0.092146,-0.441566,-0.230533,-0.357821,-0.601722,-0.695364,-0.326601,-0.460661,-0.507436,-0.442874,-0.0465729,-0.362541,-0.606396,-0.129123,-0.222877,-0.578557,-0.336821,-0.381494,-0.239015,-0.308225,-0.211309,-0.232668,0.0146856,0.64029,0.64003,0.556257,0.654227,0.630419,0.556263,0.566447,0.586082,0.585855,0.47698,0.608632,0.557379,0.588513,0.64605,0.667159,0.580932,0.613171,0.624205,0.608944,0.511641,0.589655,0.647118,0.532236,0.55549,0.640735,0.583418,0.594233,0.559471,0.576452,0.552632,0.557906,0.496329
88.3542,0.985548,0.0806108,6,63,0,-56.7928,-0.21063,-0.258435,0.0556956,-0.484417,-0.301668,0.508366,1.41771,0.558089,1.06746,-1.54612,-0.616608,0.953854,0.97914,-0.300103,-1.54843,-1.34046,-0.277086,0.246035,1.5366,-0.295736,-1.07985,1.36067,-0.0526344,-1.13344,-1.31801,0.0243721,-0.712604,-0.765531,-0.729602,-0.0816055,-0.273803,0.223822,0.673351,-1.20723,1.13701,1.58434,1.02739,0.897366,1.01605,0.906951,1.20455,0.245346,-0.0973837,0.680525,-0.00626281,0.637466,-1.45227,0.00871612,0.414834,1.25009,0.717638,0.381235,0.69534,0.227842,0.152904,1.07919,0.656111,0.971966,1.17236,-0.903768,0.169563,1.03674,0.0280066,-0.140877,-1.02636,-0.0895374,0.222907,-1.33609,-1.16449,-0.285415,-0.275236,-0.230121,-0.179475,-0.227352,-0.198982,-0.344547,-0.292777,-0.205309,-0.203901,-0.275149,-0.344676,-0.333092,-0.273867,-0.244732,-0.172853,-0.274906,-0.318578,-0.182651,-0.261366,-0.321562,-0.331842,-0.257077,-0.298124,-0.301072,-0.29907,-0.26298,-0.273684,-0.245969,-0.220932,-0.325672,-0.195109,12.2593,13.8491,12.3806,16.8085,6.27395,4.41183,9.81101,4.8448,9.38645,1.09668,4.91993,7.46732,17.6136,10.1923,7.21396,9.96149,6.16213,5.70551,14.7773,9.56798,13.2359,16.2617,1.92671,5.804,14.1467,5.01841,4.21902,1.69871,4.44753,6.13097,1.23572,1.47397,-0.496044,-0.485866,-0.440751,-0.390104,-0.437981,-0.409612,-0.555177,-0.503407,-0.415939,-0.414531,-0.485779,-0.555305,-0.543722,-0.484497,-0.455362,-0.383482,-0.485536,-0.529207,-0.393281,-0.471996,-0.532192,-0.542472,-0.467707,-0.508753,-0.511701,-0.5097,-0.47361,-0.484314,-0.456599,-0.431562,-0.536302,-0.405738,0.621529,0.619132,0.608438,0.596308,0.607778,0.600995,0.635336,0.62326,0.602511,0.602174,0.619112,0.635366,0.632678,0.618809,0.611913,0.594713,0.619054,0.629298,0.597072,0.615856,0.629994,0.632387,0.614841,0.624514,0.625205,0.624736,0.616238,0.618766,0.612207,0.606247,0.630952,0.600066
91.7174,0.999595,0.0806108,6,63,0,-60.4102,-0.573069,0.0938704,0.113314,-0.607083,-2.21134,-0.584049,-0.51228,-0.994175,0.600855,2.02902,1.76669,0.37253,0.0212212,0.382818,0.0679743,0.247046,0.34836,1.82282,0.899991,1.6626,-0.833614,0.414581,0.250351,0.297626,-1.38263,0.407469,-0.708551,-0.00178919,1.15479,-0.746053,-0.046487,1.3642,-1.04027,1.48934,0.946783,1.54206,1.02606,0.607551,1.23556,0.515814,0.408961,1.03734,-0.427189,0.239646,0.416834,0.198227,-0.831376,0.984467,0.872691,1.6987,1.21822,0.237291,0.211556,0.11132,1.16861,0.212929,0.45865,0.992358,1.36515,-1.3611,0.447668,1.28664,0.125368,0.433369,-1.28015,-0.163292,0.141751,-0.671387,-1.74088,0.0250795,-0.156705,0.0276896,0.035822,-0.0187834,0.161956,0.323787,0.294061,0.136083,0.0962751,0.137249,0.101573,0.121864,0.133345,0.300421,0.195852,0.282266,-0.000589629,0.140848,0.122239,0.127596,-0.0628009,0.140042,0.0135817,0.0936677,0.224725,0.00933232,0.0886028,0.248453,-0.0240068,0.262634,0.201154,8.71845,16.6068,7.93524,7.11123,13.5506,3.0154,5.97717,7.16891,5.72847,1.99175,12.8351,11.4443,26.7099,16.314,5.96275,5.80736,5.23976,15.5044,5.81554,7.48319,12.9394,18.9686,1.15659,7.39934,17.5005,5.31584,7.29157,1.25677,3.95313,5.40595,2.34708,0.783331,-0.547989,-0.729774,-0.545379,-0.537247,-0.591852,-0.411113,-0.249282,-0.279008,-0.436986,-0.476794,-0.43582,-0.471496,-0.451205,-0.439724,-0.272648,-0.377217,-0.290803,-0.573659,-0.432221,-0.45083,-0.445473,-0.63587,-0.433027,-0.559487,-0.479401,-0.348344,-0.563737,-0.484466,-0.324616,-0.597076,-0.310435,-0.371915,0.633669,0.674756,0.633063,0.631172,0.64379,0.601355,0.562,0.569303,0.607541,0.61699,0.607263,0.615738,0.610926,0.608193,0.567743,0.593202,0.572193,0.639607,0.606404,0.610837,0.609562,0.653819,0.606596,0.636334,0.617606,0.586216,0.637317,0.618802,0.580449,0.644987,0.576991,0.591922
89.1479,0.976826,0.0806108,6,63,0,-60.7971,0.280705,-0.533001,0.246445,-2.22404,0.320674,-0.593601,-1.27306,0.0678594,-0.310641,-0.999766,-0.267825,-1.032,-0.846772,0.23614,-1.00808,0.163292,-0.560091,-1.03785,0.733479,0.608821,-0.386133,-0.846309,0.207741,-2.05066,-2.07789,1.19109,-0.669706,-1.27774,-0.211887,0.370753,1.93806,-0.366258,0.498585,0.854033,0.463346,1.31475,1.0169,0.942551,0.166769,0.331105,0.334154,0.847627,-0.157915,0.609855,0.179208,0.0515065,-0.832972,0.568511,1.01234,1.64047,1.42188,0.467764,0.252609,0.0838793,1.0865,0.202787,0.367749,1.21706,2.41971,-0.957863,0.21305,1.38836,-0.243381,0.380578,-0.947018,-0.305248,0.578569,-0.908952,-1.61818,-1.0811,-0.453972,-0.679291,-0.846739,-0.516277,-0.609557,-0.779388,-0.599005,-0.787332,-0.741684,-0.474805,-0.781437,-0.492758,-0.671033,-0.788774,-0.352238,-0.38296,-0.628161,-0.741569,-0.481804,-1.03838,-1.04509,-0.239463,-0.698047,-0.847894,-0.585219,-0.441631,-0.0553757,-0.623263,-0.410127,-0.322528,-0.418811,9.71065,4.41202,5.21452,5.23071,8.81712,3.17137,6.92339,4.46819,3.92405,1.59632,6.63835,10.4248,19.7457,15.8102,5.99193,4.81446,4.05538,11.2414,4.57662,5.41249,12.8375,43.6122,1.40593,4.62463,15.2803,2.90738,5.48356,1.42152,2.73011,6.70659,1.47763,0.718367,-0.800399,-0.173267,-0.398586,-0.566034,-0.235572,-0.328852,-0.498683,-0.3183,-0.506627,-0.460979,-0.1941,-0.500732,-0.212053,-0.390328,-0.508069,-0.0715333,-0.102255,-0.347456,-0.460864,-0.201099,-0.757671,-0.764381,0.0412422,-0.417341,-0.567189,-0.304514,-0.160925,0.225329,-0.342558,-0.129422,-0.0418233,-0.138106,0.69006,0.543209,0.598348,0.637848,0.558622,0.58148,0.62215,0.57891,0.624015,0.613246,0.548373,0.622631,0.552816,0.596362,0.624354,0.517876,0.525541,0.586001,0.613219,0.550106,0.680848,0.682304,0.489691,0.602847,0.638114,0.575546,0.540145,0.443905,0.584812,0.53231,0.510454,0.534472
96.7648,0.999704,0.0806108,5,31,0,-67.0029,-0.0700544,-0.358723,0.188775,-1.8738,-0.123434,-0.478271,0.616784,-0.952813,1.77327,-0.261214,0.928985,0.0355642,-0.54321,-0.71173,0.390116,-0.599895,-0.517165,0.37345,-0.287369,1.35176,-0.571096,-0.241076,-0.707323,-0.313626,-2.01695,1.55418,0.173066,-0.271432,0.340305,0.111625,0.256189,1.05756,0.392944,0.459251,2.35858,1.59052,1.0891,1.30324,0.276073,1.27416,0.899502,0.485101,-0.403437,1.16233,0.451463,0.968157,-1.53464,0.576588,0.964579,0.872567,0.792355,0.202552,0.644083,0.177584,0.478277,1.1747,0.272279,0.686776,1.53926,-1.18106,0.360371,1.13215,0.0254035,0.26485,-0.925124,0.37482,0.574854,-1.35425,-1.24532,-0.712449,-0.382024,-0.449008,-0.24229,-0.53859,-0.0239755,-0.408033,-0.183354,-0.352009,-0.461267,-0.493079,-0.285079,-0.471968,-0.45635,-0.288225,-0.412971,-0.103545,-0.466531,-0.404232,-0.492248,-0.417927,-0.739472,-0.0653323,-0.326052,-0.409962,-0.294482,-0.337651,-0.310361,-0.159083,-0.284545,-0.272028,0.0865173,20.2847,6.62723,19.6524,13.0679,8.32146,3.16177,17.3989,8.02212,14.0825,0.922327,9.19331,14.0277,12.6902,11.6286,6.11726,9.89456,5.95316,8.25985,17.6349,6.5999,10.3655,26.2306,1.35557,7.26447,16.8363,5.04392,6.54672,1.79134,7.37969,9.17597,1.12256,1.26394,-0.782503,-0.452078,-0.519063,-0.312344,-0.608644,-0.0940299,-0.478088,-0.253408,-0.422064,-0.531322,-0.563134,-0.355133,-0.542022,-0.526405,-0.358279,-0.483025,-0.1736,-0.536586,-0.474286,-0.562302,-0.487982,-0.809526,-0.135387,-0.396107,-0.480017,-0.364536,-0.407705,-0.380415,-0.229138,-0.354599,-0.342082,0.0164629,0.686219,0.611133,0.626929,0.577457,0.647631,0.52349,0.617296,0.563015,0.603977,0.629791,0.637177,0.587862,0.632283,0.628644,0.588624,0.618462,0.543291,0.631018,0.616398,0.636985,0.619631,0.692009,0.533795,0.597752,0.617752,0.590138,0.600538,0.593973,0.557035,0.587732,0.584696,0.495884
77.5588,0.857874,0.0806108,5,31,0,-57.296,-0.351788,0.0152539,0.231468,-1.43452,-0.86541,-0.874693,-0.39256,-0.515504,1.78333,0.409253,-0.809004,0.551442,-0.632511,-1.70419,0.620989,0.757729,-0.53487,1.49465,0.0012113,0.878879,0.215208,-0.679381,-1.49726,0.0775588,-1.40864,2.96474,0.749088,-0.361623,0.140327,-0.494555,-0.72947,0.17479,0.443749,-0.316843,2.86935,1.27197,0.914368,0.593251,0.834594,0.343215,0.999022,-0.10988,-0.881625,1.36488,1.03533,0.455458,-1.45879,0.846128,1.29688,1.64766,1.45365,0.332679,0.190796,-0.257297,0.64137,0.557626,0.334085,0.77319,1.30951,-0.929214,0.559027,1.32963,0.419186,0.880908,-1.01631,0.46151,1.03245,-1.32182,-1.55284,-0.316793,-0.185061,-0.18721,-0.0756112,-0.104069,0.428037,0.109983,-0.172005,0.142895,-0.131152,-0.379211,0.158993,0.190644,-0.108551,0.361217,0.0155343,0.218686,0.0650678,-0.142001,-0.331313,0.0332063,-0.3108,0.701497,0.188644,-0.0684503,0.0477351,-0.0992198,-0.153595,0.0557121,0.117968,-0.058085,0.679417,6.13752,7.65299,4.88318,8.89461,3.22683,1.59336,12.4282,9.19487,5.41097,0.939979,7.73414,11.679,16.0954,13.4792,4.83636,4.24792,2.81992,6.41359,5.94082,4.84258,7.23515,11.8147,1.52551,5.94843,12.0341,5.23445,7.98404,1.40873,5.44099,9.17071,1.06539,0.862525,-0.668581,-0.536849,-0.538998,-0.427399,-0.455857,0.0762485,-0.241805,-0.523793,-0.208893,-0.48294,-0.730999,-0.192795,-0.161144,-0.46034,0.00942913,-0.336254,-0.133102,-0.28672,-0.493789,-0.683102,-0.318582,-0.662588,0.349709,-0.163144,-0.420239,-0.304053,-0.451008,-0.505383,-0.296076,-0.233821,-0.409873,0.327628,0.661185,0.631079,0.631579,0.605253,0.612031,0.480947,0.560158,0.628034,0.552034,0.618442,0.675025,0.54805,0.540199,0.613095,0.497643,0.58328,0.533226,0.571193,0.620999,0.664431,0.578979,0.659842,0.413453,0.540696,0.60354,0.575433,0.610879,0.623724,0.573483,0.55819,0.601057,0.418818
78.2388,0.999159,0.0806108,6,63,0,-48.6385,-0.171195,-0.309985,0.102534,-0.503486,-0.00106871,0.410989,-0.483661,0.407966,-0.769968,-0.518601,1.41167,-0.78724,1.72971,1.88072,-0.0848076,-0.662203,-0.944692,-0.883808,0.902304,0.278856,-0.645623,0.641294,0.962073,-0.118674,-1.71524,-1.74457,-1.24732,-0.174356,0.374512,0.665633,1.68255,1.01501,0.59451,1.60258,-1.4178,1.75044,0.879088,1.36471,1.16568,1.06288,0.769398,0.981249,-0.0780581,-0.490098,-0.567441,0.255007,-1.57702,0.145769,-0.203974,1.33407,0.533155,-0.0517062,0.561745,0.428006,0.390556,0.370129,0.231781,1.33733,1.23863,-1.28703,-0.0335911,1.10447,0.300195,-0.40146,-1.7959,-1.02259,-0.69199,-1.12295,-2.04353,-0.36161,-0.310095,-0.267845,-0.359577,-0.268155,-0.388933,-0.36316,-0.16524,-0.390704,-0.132631,-0.117147,-0.318681,-0.377884,-0.406848,-0.400606,-0.217468,-0.281393,-0.376184,-0.244231,-0.21134,-0.322153,-0.485856,-0.488864,-0.437878,-0.327863,-0.271585,-0.241735,-0.137466,-0.205912,-0.249028,-0.145666,-0.455358,19.1086,16.0415,14.6553,11.3227,13.6405,5.37533,3.74193,3.49597,7.20384,1.43922,6.54424,4.81208,18.6008,9.19934,5.50131,9.43347,8.38711,8.11548,7.97105,7.05825,18.6541,17.1038,1.85712,5.58962,15.2011,7.49577,4.04516,1.18731,2.34315,3.1334,2.14529,0.955036,-0.532805,-0.48129,-0.43904,-0.530773,-0.43935,-0.560129,-0.534355,-0.336436,-0.5619,-0.303826,-0.288343,-0.489876,-0.549079,-0.578044,-0.571801,-0.388664,-0.452588,-0.547379,-0.415426,-0.382535,-0.493349,-0.657052,-0.660059,-0.609074,-0.499058,-0.44278,-0.412931,-0.308662,-0.377107,-0.420223,-0.316861,-0.626554,0.630137,0.618053,0.60803,0.629663,0.608104,0.636482,0.630498,0.583325,0.636892,0.575378,0.57159,0.620077,0.633922,0.640617,0.639179,0.595961,0.611254,0.633527,0.602388,0.594484,0.620895,0.658598,0.659274,0.647729,0.622238,0.608921,0.60179,0.576559,0.593175,0.603537,0.578559,0.651708
81.4927,0.999872,0.0806108,6,63,0,-46.7493,-0.24049,-0.171048,0.0958716,-1.11706,0.251914,-0.63116,1.4579,-1.28319,1.86022,0.471633,-1.76199,-1.32469,0.0533382,0.550549,0.297351,-0.470986,-1.93413,1.99585,0.905018,0.445585,1.5005,-0.40204,0.360631,0.109986,-0.161776,1.25995,0.634257,0.554537,0.76789,0.685974,0.219335,-0.463764,1.41856,0.620074,1.82931,1.68137,1.00158,0.567965,0.244564,-0.0463465,0.467863,-0.46341,-0.590242,1.25293,0.353137,0.289195,-1.07948,0.333974,0.853684,1.40055,1.71778,0.246933,-0.175846,-0.417275,-0.140203,0.785781,0.316278,0.508235,0.825375,-1.85167,0.706489,0.777316,0.140895,0.697799,-0.943823,-0.144626,0.363339,-1.50945,-1.78938,-0.278142,-0.146897,-0.231558,-0.0312766,-0.294069,0.00729415,-0.125832,-0.339972,-0.298048,-0.165934,-0.118266,-0.14254,-0.216202,-0.356476,0.0202976,-0.0842823,-0.128329,-0.0271927,-0.209592,-0.136474,-0.160503,-0.186558,-0.0502542,-0.110241,-0.117884,-0.097429,-0.105282,-0.15002,-0.21551,-0.0350482,-0.1116,0.00433053,9.48997,6.86423,5.12922,8.58465,3.37782,2.97487,18.8456,7.65278,7.17803,1.82245,7.5073,12.6342,21.8487,30.0201,6.88054,4.50528,3.53757,4.66902,11.8035,7.37541,8.93889,12.281,0.840953,10.9024,11.7038,6.18725,10.8079,2.08769,4.64838,7.73138,1.18475,0.895085,-0.518632,-0.387386,-0.472048,-0.271766,-0.534559,-0.233195,-0.366321,-0.580462,-0.538538,-0.406424,-0.358755,-0.38303,-0.456692,-0.596966,-0.220192,-0.324772,-0.368818,-0.267682,-0.450082,-0.376963,-0.400993,-0.427047,-0.290744,-0.35073,-0.358373,-0.337919,-0.345772,-0.390509,-0.455999,-0.275538,-0.35209,-0.236159,0.626828,0.595653,0.615868,0.567526,0.630546,0.558036,0.59057,0.641174,0.631472,0.60023,0.588739,0.594604,0.612229,0.644962,0.554827,0.580487,0.591173,0.566524,0.610659,0.59314,0.598926,0.605168,0.572178,0.586795,0.588647,0.583685,0.585592,0.596405,0.612065,0.568452,0.587124,0.558767
87.2774,0.945461,0.0806108,5,31,0,-51.9322,-0.206493,-0.199429,0.109598,-0.738024,0.479113,-0.78671,1.65226,-1.07381,1.26344,0.805214,-1.14345,-1.3072,0.0455334,0.358297,0.414815,-0.0691528,-1.36861,1.73331,1.04912,-0.56438,0.876341,-0.463549,0.0843923,0.169284,-0.789517,1.61372,1.03769,0.0474518,0.888916,1.4347,-0.310008,-0.791876,0.687492,0.202343,1.60888,1.54815,0.930716,0.592208,0.717751,0.547026,0.351923,-0.146389,-0.337862,1.11351,0.117561,0.422379,-1.08054,0.48446,0.496213,1.54848,1.73933,-0.192247,0.0677525,0.0612923,-0.0950079,0.700415,0.211505,0.523742,0.952768,-1.91019,0.639323,0.723671,0.0168639,0.510158,-1.15592,-0.336123,0.289919,-1.61606,-1.79407,-0.280314,-0.146919,-0.28565,-0.018345,-0.317116,-0.0609584,-0.111179,-0.324748,-0.342695,-0.194438,-0.16016,-0.153966,-0.207008,-0.349425,-0.00946149,-0.0844477,-0.261284,-0.103384,-0.250233,-0.19018,-0.180876,-0.285958,-0.0225683,-0.0857,-0.194228,-0.102006,-0.0421885,-0.233405,-0.286217,-0.124081,-0.177252,-0.0230992,8.16066,9.17213,7.8246,6.5253,4.10375,3.43389,13.2567,5.24651,6.96754,1.72026,7.38198,7.46317,19.8726,23.7355,3.93228,5.00885,4.97882,4.30476,9.02533,5.72589,7.65686,11.4147,0.794777,8.52647,9.2228,4.77714,7.56067,1.60371,3.43945,6.1594,1.04504,0.885487,-0.486808,-0.353412,-0.492144,-0.224838,-0.523609,-0.267452,-0.317672,-0.531241,-0.549188,-0.400932,-0.366653,-0.360459,-0.413501,-0.555918,-0.215955,-0.290941,-0.467777,-0.309877,-0.456726,-0.396673,-0.387369,-0.492451,-0.229061,-0.292193,-0.400721,-0.308499,-0.248682,-0.439898,-0.49271,-0.330574,-0.383746,-0.229592,0.619354,0.587445,0.620611,0.555974,0.627991,0.566467,0.578757,0.629773,0.633947,0.598911,0.59065,0.589152,0.601927,0.635508,0.55378,0.572226,0.614857,0.576855,0.612237,0.597888,0.595649,0.620684,0.557016,0.572533,0.598861,0.576519,0.561852,0.608235,0.620745,0.581899,0.594776,0.557147
89.0966,0.998489,0.0806108,5,63,0,-64.1646,-0.0879952,-0.378279,0.130529,-0.304284,-0.191836,-0.995754,-0.764606,-1.44633,0.709905,-0.726233,-0.452146,-2.07476,-0.973499,0.532351,1.1627,0.199826,-1.32682,1.59782,0.625303,-0.192685,0.917682,-1.12219,0.00652724,0.892198,-0.968028,1.32471,-0.190583,0.546547,0.614105,0.546799,0.625597,0.78214,0.481559,0.757786,1.78464,1.73165,1.2025,0.713773,0.777137,0.253018,1.29329,0.519785,-0.860536,0.28201,0.0749867,0.753461,-1.68094,0.159828,0.842152,1.43037,1.18538,0.0182264,0.154012,0.289177,0.0466276,0.79317,0.663131,0.916107,0.769969,-0.89397,0.162488,0.906779,0.0876341,0.0895693,-1.01717,-0.197239,-0.318181,-0.438688,-1.60316,-0.417997,-0.403319,-0.508253,-0.478082,-0.567066,-0.285616,-0.473073,-0.437297,-0.649095,-0.505348,-0.308792,-0.226514,-0.352196,-0.551467,-0.169718,-0.296659,-0.40343,-0.258495,-0.524757,-0.377427,-0.261821,-0.504634,-0.205366,-0.403155,-0.306939,-0.29812,-0.306906,-0.29662,-0.276187,-0.315422,-0.279366,-0.145333,13.3293,14.3846,7.6592,26.758,10.556,2.00744,7.93093,6.18313,13.9809,0.748505,6.84725,15.5544,31.5531,23.5017,5.77519,6.79952,7.99958,5.97583,14.6647,12.5418,17.001,14.2612,1.92833,6.86919,16.8114,6.27789,6.29251,1.66281,4.45699,3.85373,3.33386,0.821889,-0.505992,-0.491314,-0.596248,-0.566077,-0.655061,-0.373611,-0.561068,-0.525292,-0.73709,-0.593343,-0.396787,-0.314509,-0.440191,-0.639462,-0.257713,-0.384654,-0.491425,-0.34649,-0.612752,-0.465422,-0.349817,-0.592629,-0.293361,-0.491151,-0.394934,-0.386116,-0.394901,-0.384616,-0.364182,-0.403417,-0.367361,-0.233328,0.623866,0.620416,0.644798,0.637857,0.65815,0.592331,0.6367,0.628384,0.676359,0.644132,0.597915,0.577985,0.608305,0.654632,0.564074,0.594995,0.620442,0.585766,0.648568,0.6143,0.586573,0.643968,0.572819,0.620377,0.59747,0.595347,0.597462,0.594986,0.590053,0.599508,0.590821,0.558069
