lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_c,s_c,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0646997
# Diagonal elements of inverse mass matrix:
# 0.142392, 0.138159, 0.104566, 0.100634, 0.0160722, 0.015724, 0.1378, 0.0239006, 0.199949, 0.190608, 0.195262, 0.186205, 0.186244, 0.199059, 0.177666, 0.18713, 0.204007, 0.180218, 0.18552, 0.206862, 0.260063, 0.267256, 0.224003, 0.243095, 0.274911, 0.218608, 0.270841, 0.221828, 0.2211, 0.223873, 0.195116, 0.27387, 0.183329, 0.223086, 0.172643, 0.218807, 0.232248, 0.199591, 0.223919, 0.190458
-3895.85,0.957141,0.0646997,5,63,0,3920.32,-0.0738629,0.886106,-0.0194863,-0.254409,-0.504175,-0.0902228,-0.453308,0.748612,0.10938,-0.296012,0.249075,-1.3754,-1.54593,0.84375,-1.50556,-0.848459,-0.0435673,0.226793,-1.35628,-0.404193,-0.838391,-0.8233,-0.0552557,-0.311961,-0.609089,-0.844977,-0.242676,0.0412338,-0.230339,-0.927661,-0.58185,-0.197034,-0.868366,-0.739325,0.565439,1.03668,0.0953719,-1.00735,-0.129003,-0.82172,0.944083,0.264782,0.848998,-0.697218,-0.613398,1.73715,-0.455647,0.475368,0.595486,1.21802,-0.580274,1.05659,-1.03427,-1.41048,-0.552213,-0.926309,-0.746275,-1.10279,-0.771162,-0.0252946,-0.453387,-1.53005,-1.54851,-1.46153,-1.56112,-1.89403,-0.565342,-0.31368,-1.60279,-1.03489,-1.22502,-1.24056,0.280076,0.434189,0.299643,0.667571,0.648716,0.149676,0.611981,0.383346,0.355377,0.228286,0.64113,0.257962,0.737743,0.803842,0.634649,0.716326,0.678366,0.750783,0.683772,0.506323,0.611444,0.822013,0.824698,0.811766,0.826513,0.869215,0.637688,0.577783,0.832408,0.737863,0.772945,0.775662
-3896.8,0.975723,0.0646997,5,63,0,3911.84,-0.338216,1.39593,-0.193862,-0.234635,-0.239379,-0.0489555,-0.546173,0.496246,0.466875,-0.542487,-0.155775,-1.88441,-0.957312,-0.220251,-1.22809,-1.11094,-0.28566,0.0119915,-1.22528,-0.322319,-0.122509,0.263049,-0.0082311,-0.381968,-0.597987,-0.343197,0.194261,0.065156,-0.504575,-0.403989,-0.766127,-1.20341,-1.16585,-0.719094,0.76615,0.682602,-0.30712,-0.75045,-0.550247,-0.84904,1.51078,0.371371,0.776662,-0.914812,0.133044,0.851526,-0.0820013,0.1652,0.665355,1.13021,-0.20924,1.01885,-0.721624,-0.521853,-0.744177,-1.17365,-1.16923,-0.953364,-0.562773,-0.466425,-1.11047,-1.18387,-1.65432,-2.24525,-1.92399,-1.70269,-0.193847,-0.393884,-1.53651,-1.19275,-1.50597,-1.47713,0.180823,0.40821,0.31504,0.713984,0.466788,0.299113,0.520489,0.458794,0.339538,0.244121,0.55212,0.265252,0.672965,0.627581,0.677909,0.763804,0.763006,0.721791,0.637094,0.614537,0.752217,0.765643,0.839474,0.90424,0.872583,0.845885,0.548311,0.597217,0.822956,0.767233,0.818464,0.814139
-3894.18,0.981646,0.0646997,5,31,0,3920.45,-0.307852,1.39835,-0.176516,-0.0455541,-0.22148,-0.0462186,-0.43014,0.543284,0.40722,-0.775095,-0.549701,-1.69222,-1.1558,0.422079,-1.38213,-1.05397,-0.547041,-0.26444,-1.65225,-0.216392,-0.193573,-0.064716,0.0332915,-0.488749,-0.614825,-0.439149,0.21088,0.0566981,-0.455872,-0.479313,-0.667299,-1.24533,-0.929799,-1.1604,0.366076,0.321085,-0.198283,-0.801736,-0.459383,-0.736263,1.48125,0.178606,0.421189,-0.686946,-0.0387993,1.52189,-0.213558,0.234923,0.441039,0.878345,-0.60401,1.13267,-0.742735,-0.785773,-0.641547,-1.21516,-1.1382,-0.995766,-0.484393,-0.429057,-1.01038,-1.19388,-1.31431,-2.03635,-1.45649,-1.8966,-0.34645,-0.501068,-1.16006,-1.0362,-1.1698,-1.14263,0.185239,0.455467,0.396232,0.665287,0.509699,0.179183,0.553188,0.441538,0.391493,0.293521,0.646573,0.243669,0.677594,0.686923,0.655103,0.77121,0.75735,0.730225,0.618785,0.605648,0.733095,0.767434,0.788234,0.884561,0.810995,0.869507,0.585756,0.62271,0.761343,0.738117,0.76311,0.758161
-3891.58,0.911095,0.0646997,5,31,0,3908.59,-0.447293,1.3606,0.1247,0.0883024,-0.250304,-0.0239856,-0.526987,0.514059,-0.101825,-0.43613,0.246809,-1.83169,-1.42273,-0.0467786,-1.42825,-0.900655,-0.195328,0.260594,-1.12233,-0.324433,-0.85503,-0.743349,-0.170762,-0.367424,-0.707661,-0.598154,-0.706788,0.0320586,-0.206356,-0.830346,-1.21283,-0.885622,-1.22882,-0.800517,0.310007,0.657699,-0.690601,-0.94797,-0.840981,-0.997572,0.905862,0.435571,1.13794,-0.901705,-0.366478,0.990048,-0.313717,0.349864,0.715226,1.34599,-0.143784,0.994079,-1.16611,-1.24869,-0.652119,-0.907061,-0.989598,-1.0024,-1.18299,-0.235606,-0.551727,-1.38485,-1.84715,-1.62619,-1.72715,-1.50738,-0.426594,-0.1463,-1.70889,-1.11605,-1.51871,-1.35991,0.287847,0.392797,0.242699,0.7113,0.590608,0.270903,0.577792,0.413415,0.328445,0.206527,0.535884,0.270107,0.762441,0.777073,0.657488,0.712398,0.729009,0.73153,0.765485,0.558631,0.634536,0.799769,0.863792,0.835647,0.849047,0.818673,0.60506,0.53651,0.846692,0.753255,0.820348,0.795746
-3888.69,0.963956,0.0646997,5,31,0,3908.4,-0.193171,1.08279,-0.134922,-0.184375,-0.264234,-0.0362592,-0.538824,0.540068,0.0506955,-0.613259,-0.060171,-1.70577,-1.15536,0.4575,-1.40627,-1.01995,-0.249852,0.0961716,-1.19728,-0.015379,-0.242485,-0.341277,-0.0218996,-0.637412,-0.637359,-0.87346,0.213243,-0.0866633,-0.567333,-0.792442,-0.7704,-1.31561,-0.925801,-1.34666,0.563851,0.443846,-0.315936,-0.96301,-0.664608,-0.807588,0.996192,0.188684,0.76228,-0.8423,-0.158593,1.43376,-0.347981,0.18189,0.593106,1.1237,-0.282547,1.25824,-0.591236,-0.895105,-0.539468,-1.2165,-0.955348,-1.28775,-0.309823,-0.378647,-0.941348,-1.37629,-1.46047,-2.13972,-1.47232,-2.12425,-0.223257,-0.436288,-1.40041,-1.16089,-1.41144,-1.21055,0.269691,0.452969,0.318152,0.698949,0.539565,0.192514,0.586128,0.454652,0.355922,0.245326,0.57017,0.221277,0.643649,0.709943,0.631689,0.771448,0.72219,0.783766,0.576842,0.593547,0.719372,0.798394,0.811604,0.894704,0.813409,0.893238,0.555584,0.607374,0.802248,0.761495,0.803993,0.770396
-3889.73,0.999182,0.0646997,6,127,0,3905.98,0.62246,0.974572,0.148138,-0.394554,-0.192109,-0.0774935,-1.22567,0.65037,-0.496955,-0.868469,-0.243258,-2.07734,-1.35605,0.0379897,-1.64638,-1.36018,-0.609335,-0.241758,-1.83403,-0.570325,-1.43198,-1.26778,-1.06113,-1.50024,-1.56111,-1.88332,-1.52702,-0.821192,-1.26947,-1.48482,-1.27296,-1.57523,-1.45212,-1.74419,-0.119396,-0.156597,-0.954765,-1.39107,-1.12619,-1.37477,0.936174,0.46029,1.10041,-0.703851,0.114351,1.49348,-0.131248,0.259322,0.749244,1.25101,-0.423268,1.10136,-0.829796,-0.814697,-0.530549,-1.01439,-0.936563,-1.17539,-1.05157,-0.126605,-0.634518,-0.951302,-1.37453,-1.87652,-1.44933,-1.96053,-0.240391,-0.447489,-1.29195,-1.13481,-1.32016,-1.26761,0.281674,0.386917,0.249663,0.669041,0.471443,0.183399,0.532765,0.435531,0.320986,0.222525,0.604265,0.249485,0.696312,0.693109,0.629611,0.733879,0.718405,0.764118,0.741076,0.531609,0.653513,0.721377,0.798112,0.867211,0.809895,0.876591,0.55981,0.610042,0.784478,0.756726,0.789209,0.780333
-3885.89,0.879976,0.0646997,6,95,0,3904.79,0.0429004,0.399573,-0.151058,-0.360599,-0.167749,0.152605,-0.985096,0.6843,0.261405,-0.629687,-0.108819,-1.70901,-1.45526,0.13373,-1.48065,-0.974948,-0.346805,-0.00056644,-1.44839,-0.110829,-1.62311,-1.16405,-0.626003,-1.03187,-1.56022,-0.537645,-1.18231,-0.334085,-0.871953,-1.32914,-1.32708,-1.76942,-1.84561,-1.63836,0.0829173,0.0558794,-1.09778,-0.896712,-1.2788,-1.27655,1.44185,0.459618,0.993506,-0.580643,-0.242267,1.3337,-0.228608,0.368234,0.768538,1.23195,-0.28748,1.27792,-1.21751,-0.888648,-0.503202,-0.948123,-1.13509,-0.700524,-0.887374,-0.0680712,-0.658017,-1.42404,-1.49193,-1.66813,-1.91933,-1.68316,-0.319169,-0.0540169,-1.68864,-0.749104,-1.30407,-1.25913,0.19126,0.387076,0.27022,0.641215,0.560272,0.208548,0.556904,0.408968,0.316795,0.22584,0.571379,0.217904,0.771626,0.708611,0.623211,0.720738,0.756778,0.668304,0.708348,0.517011,0.658815,0.805971,0.816368,0.841326,0.872064,0.843322,0.579122,0.513501,0.844046,0.678984,0.78652,0.778877
-3887.64,0.946096,0.0646997,5,31,0,3903.21,-0.017575,0.240711,-0.234876,-0.481199,-0.188503,0.169042,-0.687203,0.6959,0.248066,-0.692479,-0.0568016,-1.89198,-1.24366,0.227327,-1.44277,-1.05124,-0.458819,0.0997404,-1.43653,-0.143408,-1.05133,-1.12283,-0.881907,-1.22039,-1.22559,-0.952447,-0.749165,-0.526433,-0.889663,-0.991717,-1.26009,-1.65209,-1.47538,-1.54991,0.259381,-0.281725,-0.139301,-1.25308,-1.28508,-1.16227,1.2907,0.247742,0.89805,-0.907869,-0.164451,1.2919,-0.319668,0.174269,0.510663,1.20089,-0.415841,1.13331,-0.733792,-0.951589,-0.879712,-1.26209,-0.886112,-1.26639,-0.555983,-0.363307,-0.785058,-1.23171,-1.592,-1.6898,-1.70488,-1.74935,-0.336664,-0.554317,-0.947483,-1.23386,-1.46258,-1.28936,0.215735,0.438379,0.289451,0.712564,0.54102,0.215531,0.579243,0.456543,0.375038,0.231316,0.602488,0.243552,0.675637,0.721435,0.706762,0.779385,0.708087,0.780124,0.635523,0.589841,0.686769,0.774118,0.830897,0.844198,0.846171,0.851871,0.58338,0.635137,0.720609,0.774494,0.811926,0.784039
-3893.99,0.884775,0.0646997,5,31,0,3911.41,0.294454,0.228743,-0.268208,-0.591028,-0.21998,0.115988,-0.812776,0.67175,0.254902,-0.833824,-0.231311,-1.55114,-1.38195,0.40685,-1.57455,-1.36153,-0.529926,-0.078377,-1.58839,-0.208061,-1.07411,-1.25831,-0.710313,-1.55632,-1.45151,-1.07542,-1.23262,-0.771958,-0.81752,-1.00535,-1.16304,-2.05824,-1.50757,-1.33038,0.511333,-0.201391,-0.701098,-0.976804,-1.56483,-1.15028,1.40931,0.201078,0.820664,-0.46502,-0.18485,1.58687,-0.326235,0.00630071,0.539122,1.14433,-0.459587,1.21952,-0.62654,-0.981468,-0.54946,-1.44668,-0.978331,-1.12093,-0.930172,-0.423301,-0.537156,-1.04585,-1.42745,-2.14189,-1.65247,-1.52148,0.0199636,-0.477857,-1.44003,-0.831456,-1.73032,-1.17566,0.196342,0.449899,0.305623,0.614204,0.546081,0.169824,0.580843,0.498425,0.368392,0.241527,0.612916,0.228021,0.651705,0.727399,0.63401,0.809488,0.726777,0.754162,0.71711,0.604273,0.63115,0.739977,0.806504,0.894908,0.839224,0.820756,0.495009,0.617242,0.808459,0.696663,0.849454,0.764167
-3893.48,0.977953,0.0646997,5,31,0,3914.77,0.354656,0.156303,-0.422358,-0.810089,-0.160917,0.159439,-0.785175,0.670424,0.0113709,-0.926885,-0.606678,-2.04599,-1.64123,0.502259,-1.59627,-1.0659,-0.349691,0.0578925,-1.58027,-0.299328,-0.840687,-0.984317,-0.760996,-1.35711,-1.39411,-0.782754,-1.377,-0.566426,-1.31775,-1.11114,-1.25868,-1.87516,-1.89453,-1.63151,0.25135,0.0248197,-0.521108,-0.909959,-1.29101,-1.11787,1.28244,0.256761,0.589457,-0.824876,-0.338938,1.79206,-0.25651,0.36128,0.858933,1.37892,-0.327931,1.17156,-0.376408,-0.644928,-0.581046,-1.21463,-0.911097,-0.902949,-1.01888,-0.249097,-1.05038,-1.15308,-1.54139,-1.87647,-2.08983,-1.78601,-0.271984,-0.192124,-1.22553,-0.892938,-1.42678,-1.22574,0.217135,0.43616,0.35676,0.69527,0.583933,0.14282,0.563778,0.41065,0.297562,0.201183,0.581256,0.236572,0.593007,0.655867,0.641308,0.771117,0.713225,0.711555,0.734754,0.561954,0.740847,0.760073,0.823667,0.867205,0.88991,0.856437,0.56758,0.547884,0.773036,0.709496,0.806399,0.773073
-3897.37,0.948234,0.0646997,5,31,0,3911.74,-0.0442288,0.09995,-0.227642,-0.772024,-0.0452997,0.28555,-1.10552,0.618294,0.147208,-0.641745,0.0951897,-1.8923,-1.19579,-0.26858,-1.39379,-0.907146,-0.72613,-0.200637,-1.49923,-0.301974,-1.96694,-1.75291,-0.810206,-1.0323,-1.6375,-0.786172,-1.04183,-0.560759,-0.674084,-1.64585,-1.21708,-1.8995,-1.09885,-1.74574,0.27923,-0.228167,-0.991215,-0.984266,-1.07114,-1.0185,1.37957,0.56601,1.30646,-0.673993,0.045365,0.969059,-0.142091,0.369168,0.488657,1.04579,-0.272134,0.986644,-1.36705,-1.18818,-0.531028,-0.763669,-1.03234,-1.07282,-0.471825,-0.242907,-0.370295,-1.6698,-1.50338,-1.62525,-1.36054,-1.75528,-0.315471,-0.255284,-1.6369,-1.18619,-1.07541,-1.25558,0.201078,0.362158,0.21308,0.662397,0.488661,0.275068,0.535463,0.408742,0.38021,0.260034,0.567617,0.271575,0.796903,0.766415,0.629723,0.68215,0.737369,0.745133,0.615816,0.56043,0.59153,0.841549,0.818078,0.835517,0.795848,0.852617,0.57822,0.563477,0.837112,0.766058,0.745624,0.778265
-3893.56,0.836879,0.0646997,5,31,0,3915.67,-0.177838,0.171743,-0.127431,-0.60576,-0.092016,0.261203,-0.956059,0.580079,-0.164222,-0.680574,-0.13104,-2.14387,-1.05087,-0.076121,-1.18808,-0.688956,-0.569484,-0.317937,-1.55049,-0.408669,-1.38941,-1.49316,-0.508983,-1.14109,-1.62484,-0.851864,-1.29879,-0.459348,-0.865224,-1.27374,-1.27856,-2.01291,-1.28253,-1.88713,0.158606,-0.333068,-1.16513,-0.622722,-1.15043,-1.28331,0.944459,0.378116,0.934792,-1.06376,0.0756639,1.04327,-0.0401236,0.508994,0.50349,0.81931,-0.452518,0.814277,-0.880388,-1.05555,-0.332576,-0.986111,-1.10511,-1.18715,-0.850466,-0.204383,-0.638826,-1.39424,-1.62333,-1.8567,-1.57731,-1.98856,-0.493788,-0.470198,-1.92108,-0.796096,-1.24114,-1.5281,0.280001,0.406581,0.281954,0.743408,0.481093,0.260519,0.51003,0.375429,0.376721,0.30591,0.611238,0.30698,0.706903,0.741839,0.582386,0.728319,0.751216,0.766231,0.700665,0.550919,0.654488,0.801268,0.835254,0.864912,0.828823,0.87959,0.620998,0.615431,0.872258,0.689139,0.775762,0.821728
-3893.19,0.860007,0.0646997,5,31,0,3913.33,0.261965,0.00288298,-0.322008,-0.749009,-0.0882862,0.166105,-0.828586,0.604097,0.480553,-0.55334,-0.215464,-1.81933,-1.58759,0.357085,-1.55052,-1.09113,-0.333598,0.568437,-1.22274,0.112301,-1.36281,-1.16836,-1.06237,-1.18189,-1.36929,-0.690226,-1.00897,-0.681378,-1.11502,-1.23404,-1.3993,-1.84436,-1.68669,-1.54727,0.189792,-0.141548,-0.594758,-1.39474,-1.34954,-1.38476,1.47695,0.395092,0.73982,-0.850338,-0.574061,1.36376,-0.516433,-0.00908377,0.628539,1.59224,-0.236623,1.21833,-0.895097,-0.769168,-0.829285,-0.969361,-0.891301,-0.779069,-0.5995,-0.372916,-0.833967,-1.20132,-1.63432,-1.76773,-1.87375,-1.63332,-0.255876,-0.261858,-1.13978,-1.46531,-1.42531,-1.52386,0.185889,0.402492,0.323043,0.700638,0.6397,0.20363,0.626313,0.502271,0.347842,0.169069,0.558881,0.22823,0.709941,0.683341,0.696204,0.724992,0.709159,0.685479,0.645542,0.592163,0.697193,0.76876,0.836761,0.854175,0.866891,0.836624,0.563622,0.565093,0.757639,0.812344,0.806169,0.821106
-3892.35,0.978207,0.0646997,5,31,0,3915.67,-0.117345,-0.257421,-0.155017,-0.600532,-0.157125,0.269478,-0.800021,0.771312,0.188693,-0.433126,0.239753,-1.54982,-0.755498,0.440883,-0.954636,-0.438366,-0.188052,0.0196855,-1.29631,-0.216593,-1.8241,-1.43537,-0.524991,-1.12827,-1.60932,-0.787868,-1.22824,-0.537555,-0.941559,-1.12941,-1.17833,-2.07351,-1.60353,-1.90322,0.384938,-0.0793599,-1.02345,-0.890774,-1.21556,-1.14818,1.01131,0.304129,0.989203,-0.775985,0.0976074,1.28179,-0.064946,0.536687,0.573592,0.891083,-0.491988,0.801141,-1.23563,-0.968842,-0.327944,-0.96781,-1.00256,-1.11149,-0.743424,-0.206366,-0.659148,-1.26281,-1.49997,-1.89277,-1.8398,-1.98586,-0.285442,-0.222979,-1.87066,-0.919737,-1.27992,-1.29909,0.266723,0.424548,0.271069,0.684814,0.475618,0.217245,0.516231,0.368959,0.360408,0.290886,0.620575,0.309781,0.774802,0.724889,0.581259,0.724683,0.731561,0.752406,0.677744,0.551409,0.659069,0.77951,0.817569,0.869071,0.862925,0.879305,0.57088,0.555515,0.866534,0.714988,0.782435,0.785681
-3892.98,0.887532,0.0646997,5,31,0,3909.34,0.0584016,-0.174255,-0.256431,-0.700052,-0.116299,0.213034,-0.91121,0.882322,0.339348,-0.175045,0.133959,-1.68314,-1.39397,0.295914,-1.26778,-0.676888,-0.0261964,0.234532,-1.22292,0.145191,-1.45953,-1.46367,-0.653878,-1.19485,-1.56452,-1.07515,-1.07121,-0.480065,-1.07963,-1.18888,-1.3277,-2.25644,-1.1989,-1.80968,0.69704,-0.225752,-0.992413,-0.940485,-1.1862,-1.16734,1.16406,0.586484,0.904514,-0.894537,-0.546696,1.13417,-0.393428,0.260652,0.753385,1.09535,-0.411745,1.11432,-0.979668,-1.07407,-0.477316,-1.04537,-1.07112,-1.31112,-0.668072,-0.204215,-0.839889,-1.27048,-1.64892,-2.17866,-1.45693,-1.94043,0.104119,-0.401631,-1.71621,-1.04507,-1.30341,-1.36219,0.23793,0.357442,0.288124,0.709826,0.633369,0.243393,0.597108,0.435203,0.320084,0.250612,0.601506,0.247066,0.727042,0.745371,0.617114,0.739885,0.74481,0.7877,0.661071,0.550877,0.698442,0.780825,0.838745,0.898317,0.811063,0.874399,0.473994,0.599079,0.847641,0.739828,0.786408,0.796115
-3892.42,0.985982,0.0646997,5,63,0,3911.79,-0.590646,0.320215,0.0199897,-0.757906,-0.201846,0.325969,-0.705498,0.62468,0.152358,-0.886355,-0.259271,-1.78646,-1.32948,0.231339,-1.34397,-1.04849,-0.617141,0.108817,-1.51225,-0.437311,-1.26093,-0.901589,-0.466315,-0.717914,-1.57414,-0.296669,-0.765493,-0.801819,-0.608406,-0.824687,-0.568867,-1.18382,-1.34568,-0.952045,0.816678,0.526674,0.171381,-0.873677,-0.622568,-0.690575,1.33928,0.190904,0.833653,-0.662202,-0.103394,1.44176,-0.0708901,0.334244,0.49145,1.3584,-0.348832,1.00026,-0.786371,-0.583682,-0.474377,-0.772972,-1.07607,-0.93317,-0.424087,-0.63756,-0.506808,-1.23705,-1.44882,-1.45883,-2.11598,-1.54519,-0.491068,-0.1448,-1.36352,-1.37765,-1.19222,-1.35121,0.207629,0.452418,0.302873,0.659755,0.525825,0.191274,0.517715,0.417208,0.379552,0.204501,0.586334,0.268891,0.687052,0.641914,0.616419,0.684164,0.74575,0.717718,0.604461,0.654202,0.624058,0.775049,0.809816,0.811354,0.892446,0.824218,0.620358,0.536137,0.796331,0.798614,0.767137,0.794327
-3898.72,0.966012,0.0646997,5,31,0,3917.87,-0.018243,0.183011,-0.329388,-0.75136,-0.147566,0.143205,-0.56353,0.589518,0.455263,-0.329123,-0.151107,-1.92293,-0.90161,0.685089,-1.4666,-0.700996,-0.304586,0.191669,-1.37638,0.0226216,-1.1691,-1.35339,-0.262508,-0.750293,-0.966556,-0.59479,-0.957242,0.118149,-0.812185,-1.15505,-1.08259,-1.55918,-0.802365,-1.52766,0.768461,-0.0631274,-0.352583,-0.466916,-1.35779,-0.631696,1.30505,0.440498,0.629967,-1.11895,-0.0231868,1.55206,-0.553821,0.291956,0.487941,1.08727,-0.543767,1.05566,-1.0379,-1.33672,-0.389046,-0.91119,-0.81818,-0.990559,-0.923396,0.117593,-0.858553,-1.48206,-1.69982,-1.92435,-1.33942,-2.03031,-0.0664146,-0.623046,-1.35353,-0.809274,-1.84326,-1.08858,0.213316,0.391622,0.347518,0.753794,0.505796,0.174789,0.635022,0.427525,0.380379,0.252132,0.632688,0.25814,0.738445,0.79195,0.596053,0.713244,0.69385,0.729198,0.715733,0.470636,0.702358,0.814884,0.845511,0.872623,0.792395,0.883943,0.516598,0.650911,0.794705,0.691955,0.863334,0.748115
-3896.42,0.987843,0.0646997,5,31,0,3920.47,-0.450961,0.353777,-0.192961,-0.788336,-0.0143692,0.284366,-0.684195,0.697664,0.137904,-0.759386,0.0404159,-1.52174,-1.40057,0.172808,-0.937552,-0.653188,-0.302465,0.39577,-1.17882,0.0280792,-1.11914,-0.765505,-0.723902,-1.01053,-1.35381,-0.421229,-0.805739,-0.590954,-0.513951,-0.738633,-0.926596,-1.52069,-1.40824,-1.09309,0.574999,0.506419,-0.525223,-0.576288,-0.443617,-0.834625,1.18911,0.284013,1.08493,-0.474999,-0.346576,1.22569,0.119788,0.411958,0.743165,1.45144,-0.129286,1.09713,-0.905168,-0.562688,-0.805451,-1.09543,-1.13817,-1.06984,-0.60125,-0.660236,-0.587694,-1.11013,-1.61021,-1.63892,-2.08405,-1.49513,-0.400233,0.0988045,-1.51663,-1.23314,-0.843982,-1.50263,0.233418,0.42947,0.252574,0.616566,0.585787,0.226937,0.470089,0.398443,0.322312,0.189781,0.532277,0.250278,0.71201,0.637074,0.691139,0.749402,0.757344,0.744566,0.645942,0.659313,0.642836,0.752152,0.833441,0.837388,0.889344,0.816847,0.598744,0.475319,0.820041,0.774367,0.699303,0.817966
-3898.34,0.989844,0.0646997,5,31,0,3915.83,-0.260634,0.379383,-0.163326,-0.421624,-0.142214,0.139114,-0.512747,0.5822,0.546453,-0.102905,-0.0585334,-1.56184,-1.01217,0.476328,-1.49484,-0.165599,-0.102933,0.550086,-1.40174,0.186046,-0.979504,-1.40232,-0.256702,-1.05661,-1.35157,-0.460742,-0.944893,-0.0610331,-0.660059,-1.10958,-0.688079,-1.61124,-0.92678,-1.22636,0.531625,0.191423,-0.911616,-0.690336,-1.25363,-0.62614,1.32979,0.603171,0.65858,-0.822653,-0.201239,1.27622,-0.650791,0.755708,0.625218,1.37757,-0.634961,1.14598,-0.938695,-1.47189,-0.465382,-1.2984,-1.29421,-0.931094,-0.997903,-0.1483,-0.791476,-1.51256,-1.22128,-1.89933,-1.38272,-1.64804,-0.212436,-0.285447,-1.81572,-0.958639,-1.65876,-1.00482,0.209194,0.353619,0.341059,0.694799,0.550141,0.218194,0.657189,0.319579,0.348596,0.201399,0.653614,0.241223,0.718836,0.813344,0.61429,0.785565,0.784858,0.717297,0.730646,0.537007,0.688148,0.819441,0.772289,0.869815,0.799428,0.838626,0.55291,0.570881,0.860052,0.722849,0.840071,0.732005
-3886.7,0.84752,0.0646997,5,31,0,3916.31,-0.235443,0.451442,-0.262744,-0.698705,-0.100935,0.1369,-0.597463,0.561188,0.17318,-0.392873,-0.0221348,-1.84375,-0.891184,0.433152,-1.11416,-0.78341,-0.304654,0.353935,-1.0635,-0.277653,-0.855266,-0.648999,-0.435549,-0.534277,-0.762966,-0.670245,-0.463807,-0.207783,-0.614873,-1.04003,-1.21489,-1.47582,-0.859335,-1.12338,0.918551,0.374419,-0.411991,-0.689836,-0.728734,-0.472262,1.01353,0.392636,0.771208,-1.03474,-0.0312542,1.28525,-0.230724,0.154858,0.496523,1.22562,-0.234902,0.688033,-0.909092,-0.781163,-0.704612,-0.826842,-0.805041,-1.20136,-0.58422,-0.390675,-0.829101,-1.48516,-1.96691,-1.97755,-1.55653,-1.75809,-0.0212953,-0.299461,-1.46543,-1.25385,-1.35169,-1.11462,0.26629,0.403083,0.316218,0.737834,0.507813,0.216658,0.557427,0.461363,0.378358,0.22695,0.558457,0.334471,0.712814,0.685931,0.66921,0.695687,0.691052,0.768766,0.642038,0.596445,0.696165,0.815351,0.877279,0.878419,0.825854,0.852971,0.505324,0.574311,0.812361,0.777966,0.794407,0.752989
-3891.06,0.989527,0.0646997,5,63,0,3909.75,-0.249455,0.242885,-0.0632717,-0.225791,-0.32679,0.0767645,-0.393956,0.726885,0.729652,-0.158574,0.489044,-1.11977,-1.02127,0.849652,-1.06453,-0.554783,0.134719,0.46863,-1.22034,0.327371,-0.942825,-0.90834,-0.160807,-0.901273,-1.35314,-0.37026,-0.765255,-0.172728,-0.641844,-0.493694,-0.582086,-1.09657,-1.46945,-1.10445,0.341519,0.473047,-0.471397,-0.832373,-0.93704,-1.27521,1.27862,0.212851,0.885832,-0.672257,-0.408895,1.43666,-0.376065,0.311216,0.556869,1.11905,-0.709423,1.28214,-0.916277,-1.13542,-0.464652,-1.28121,-1.28855,-0.78959,-0.954291,-0.197583,-0.768149,-1.00112,-1.20063,-1.63767,-1.91045,-1.70963,-0.518644,-0.258951,-1.69932,-0.842206,-1.50418,-1.53867,0.217786,0.446987,0.291971,0.662008,0.600823,0.192063,0.592924,0.422818,0.364272,0.246188,0.670274,0.217186,0.714283,0.756838,0.614117,0.782655,0.783902,0.687743,0.721977,0.549236,0.68312,0.731278,0.768636,0.837217,0.871069,0.846789,0.626831,0.564378,0.845446,0.69893,0.818197,0.823271
