# 0.14781, 0.208815, 0.138414, 0.116682, 0.00859169, 0.0201362, 0.0131357, 0.0082044, 0.148035, 0.581715, 0.654809, 0.755719, 0.760408, 0.673002, 0.686443, 0.771653, 0.76967, 0.871237, 0.59797, 0.82654, 0.706981, 0.631304, 0.765392, 0.774074, 0.755419, 0.741119, 0.688975, 1.01461, 0.932365, 0.552249, 0.616307, 0.999688, 0.712139, 0.694708, 0.955588, 0.721579, 0.6567, 0.901315, 0.811819, 0.911471, 0.588717, 0.700373, 0.026364, 0.0249034, 0.263345, 0.292448, 0.190674, 0.263424, 0.211701, 0.202023, 0.290692, 0.207357, 0.301709, 0.208656, 0.211224, 0.235407, 0.209642, 0.239808, 0.21481, 0.239748, 0.253388, 0.199646, 0.203422, 0.269214, 0.244112, 0.217243, 0.209296, 0.225958, 0.232675, 0.263777, 0.469792, 0.250063, 0.254981, 0.198778, 0.279516, 0.288172
79.413,0.998648,0.0689462,6,63,0,-44.6153,-0.275,-0.218034,-0.554573,-0.377085,-0.210443,0.209462,0.205113,0.0195499,0.105738,0.199802,0.726722,-1.58184,-0.52636,0.730812,-0.536128,0.692343,3.17993,-2.16732,0.765065,-1.47536,-1.23017,-0.842608,-0.236016,0.732836,-1.02297,0.100856,-1.14324,0.533286,1.57853,1.82889,1.49768,2.17311,0.18665,2.31246,-0.602714,-0.0128344,0.282538,-0.655924,0.913634,0.259456,0.442505,1.63783,1.33401,0.792532,1.28288,1.08902,-0.564934,0.352827,-0.0486873,-2.11941,0.973708,0.271723,1.63515,-1.06043,0.134162,0.297193,0.783282,0.91919,-0.0735183,1.06883,0.155405,-0.766093,-1.09879,-0.131217,1.32143,0.342951,-0.660169,1.48514,0.375554,-0.12627,2.23513,-2.04793,0.268071,-0.496495,0.117112,1.16127,0.250939,-0.210317,0.000570257,0.251756,-0.00138146,0.24407,0.741095,-0.327298,0.2586,-0.189042,-0.140052,-0.0626169,0.0585815,0.25216,-0.0986541,0.125889,-0.122683,0.21229,0.421132,0.471154,0.404978,0.539931,0.143031,0.567774,-0.0146854,0.103174,0.16219,-0.025317,0.288284,0.157578,0.194152,0.432981,10.4933,8.99885,2.42609,5.02104,3.65255,0.707732,8.2129,4.70845,13.8727,1.63817,4.22212,4.80446,7.06241,7.8656,3.58137,8.85597,4.29381,2.06857,1.58912,3.42129,10.8188,4.9819,2.24972,12.3177,5.1123,3.43473,22.3187,0.748984,4.69485,2.56132,4.16546,9.52911,0.755763,0.180178,0.407397,0.691249,0.544275,0.773393,1.33575,0.381688,0.68176,0.381114,0.340273,0.703533,-0.0854714,-0.0552213,-0.611149,-0.435604,-0.242237,-0.685932,0.13825,0.138321,0.00681318,-0.259341,-0.661099,-0.246256,-0.704486,-0.722239,-0.767654,-0.932394,-0.878387,-0.254564,-0.606762,-0.142489,0.319567,0.455077,0.399536,0.333755,0.367194,0.315746,0.20821,0.40572,0.335869,0.405858,0.415743,0.331029,0.521355,0.513802,0.648203,0.607211,0.560265,0.665061,0.465493,0.465475,0.498297,0.564474,0.659507,0.561255,0.669182,0.6731,0.683013,0.717561,0.706488,0.563299,0.647202,0.535562
70.2502,0.64742,0.0689462,6,63,0,-29.6523,0.220307,0.747774,0.349298,-0.367672,-0.0738487,0.0244151,-0.0472013,0.105544,-0.638198,0.031289,0.277523,0.767248,0.625341,-0.341932,1.74366,-1.33464,-0.639114,1.15896,1.7849,0.605866,0.0116068,1.931,0.185848,0.403003,-0.181903,-1.52695,-0.145377,0.29326,0.514401,-1.69625,-1.43184,-1.09292,-0.849971,0.111846,-1.14352,-0.543606,-0.993985,-0.0355487,-1.19753,-0.673651,0.213935,-0.449677,1.27231,0.830154,-0.0415824,1.00414,0.63025,0.837288,0.146949,-1.72129,0.185069,0.107525,1.86409,-0.901056,0.31296,1.3513,-0.103782,0.890174,0.190491,0.980856,1.13097,0.188419,0.11577,2.54014,0.367793,-0.535106,-0.680158,-0.24052,-0.806193,1.35713,2.61134,-1.8935,1.94706,-0.403868,1.43447,0.529293,-0.629514,-0.614191,-0.618632,-0.648897,-0.58364,-0.679957,-0.658195,-0.601935,-0.58235,-0.619241,-0.637835,-0.577779,-0.632383,-0.625588,-0.643889,-0.685974,-0.642747,-0.629022,-0.622103,-0.691272,-0.682999,-0.672394,-0.664793,-0.634698,-0.673977,-0.655207,-0.669299,-0.63931,-0.675667,-0.659276,-0.631504,-0.652268,3.44799,8.21447,6.02258,7.15197,4.03215,0.855027,4.16179,3.90233,16.7734,1.68927,4.62796,10.9583,3.27447,7.47296,4.18057,8.05725,9.12654,4.17338,3.92913,29.4008,4.84349,2.28894,2.02927,2.92309,1.82768,11.0114,31.1907,0.741123,17.9693,2.55241,11.7417,5.5384,0.492378,0.46758,0.468872,0.45007,0.552581,0.450532,0.495221,0.591601,0.510885,0.525578,0.475461,0.635818,-0.179754,-0.230275,-0.201375,-0.260654,-0.18152,-0.0835074,-0.218192,-0.18571,-0.200363,-0.211336,-0.668146,-0.444158,-0.63721,-0.567345,-0.815451,-0.580106,-0.904927,-0.525073,-0.535045,-0.57538,0.379334,0.385189,0.384883,0.389344,0.365266,0.389234,0.378664,0.356268,0.374986,0.371549,0.383325,0.346192,0.544818,0.557316,0.550174,0.564797,0.545256,0.520865,0.554333,0.546295,0.549924,0.552638,0.661088,0.609249,0.654123,0.63815,0.69327,0.641092,0.711961,0.628333,0.630659,0.640004
60.337,0.604721,0.0689462,6,63,0,-29.5928,-0.00454256,-0.117424,-0.0932564,0.13822,-0.253978,0.317423,0.25564,0.105007,-0.507022,0.0135228,-0.248775,-1.2188,-0.197157,0.836728,-0.957722,-0.0558764,-0.770463,-1.65248,0.571521,-1.49017,1.39773,-0.707313,-0.0741398,1.14522,1.30385,1.68597,-0.304303,-1.36771,-0.370362,1.73129,0.42927,-0.0934941,0.287769,-1.04549,1.35847,1.46486,-0.380226,-0.171429,1.88109,1.4906,-0.0950568,-0.862882,1.32502,0.808408,1.06815,1.07179,0.386272,0.427101,0.0178176,-1.43571,1.45243,0.923056,1.91644,-1.368,0.380454,0.401282,0.86588,0.708891,-0.190834,1.02492,-0.02768,-0.182379,-0.501185,0.197479,2.04744,-1.1865,-1.356,0.979349,-0.12819,0.371757,1.60959,-2.44355,1.43316,-0.269715,-0.230052,1.46511,-0.510386,-0.523503,-0.509688,-0.495707,-0.519973,-0.507777,-0.51744,-0.529368,-0.499293,-0.527173,-0.48812,-0.516586,-0.508024,-0.491535,-0.48939,-0.484223,-0.511137,-0.525517,-0.51203,-0.48361,-0.501217,-0.508286,-0.50313,-0.52116,-0.488651,-0.487213,-0.512163,-0.50934,-0.481584,-0.486865,-0.508307,-0.51869,8.92202,8.9483,5.1412,5.31372,3.81685,1.17866,12.1725,7.93455,17.7128,1.24497,5.11707,5.20396,7.57615,6.67316,3.22441,8.61561,3.67901,3.24652,2.50894,4.41348,19.6916,1.44173,1.25711,8.30398,3.3919,5.08122,13.8215,0.521856,11.9843,3.02521,3.12378,12.2979,0.830454,0.679354,0.712881,0.766286,0.870146,0.86263,0.931813,1.05787,0.742988,0.892513,0.823151,1.13964,0.245796,0.0651681,-0.188327,-0.242295,0.272251,-0.706167,0.0742407,0.0342818,-0.0621718,-0.561422,-0.390127,-0.257276,-0.237666,-0.318481,-0.632293,-0.439167,-0.887534,0.0992198,-0.310008,-0.129723,0.303549,0.336405,0.328962,0.317283,0.295224,0.29679,0.282557,0.257717,0.322351,0.290591,0.305095,0.242386,0.438859,0.483714,0.546943,0.560279,0.432355,0.669554,0.481448,0.49143,0.515538,0.636781,0.596313,0.563967,0.559138,0.578954,0.653009,0.60806,0.708381,0.475215,0.576887,0.532385
66.2259,0.995368,0.0689462,6,63,0,-29.068,-0.339013,0.412607,0.181039,-1.31598,0.00749088,0.0111269,-0.134721,0.247809,0.488644,0.00500244,1.43155,1.09504,0.795186,-0.687973,0.257233,1.22182,0.392615,1.74995,-1.2831,1.69188,-1.08908,0.924777,-0.0757148,0.116447,-1.12764,-1.64709,0.748288,1.18867,-0.226526,-1.82165,-0.507511,0.0051449,0.504511,1.86359,-0.76953,0.236401,0.69961,0.516632,-0.887947,-0.708323,-0.394203,1.03398,1.29336,0.81059,0.247168,0.847161,-0.250429,0.45193,0.408446,-1.78064,-0.394049,-0.468361,1.33855,-1.03782,0.025028,0.580066,-0.117255,0.586939,-0.26698,0.812586,1.03973,-0.592008,-0.571199,2.40326,-0.685376,0.490864,-0.315539,0.821694,-0.221774,0.767585,3.11538,-1.97838,1.06969,-0.733523,1.53862,0.416802,0.495805,0.494122,0.492622,0.485202,0.489931,0.494756,0.490608,0.497398,0.482225,0.497108,0.483196,0.49327,0.488265,0.489227,0.483003,0.480405,0.492387,0.49459,0.487511,0.479531,0.486105,0.48867,0.491168,0.497967,0.484794,0.489827,0.492144,0.491228,0.484202,0.485101,0.486672,0.493816,4.45361,7.24319,2.97536,5.25769,5.0756,0.860698,2.64838,2.49356,10.7874,1.57163,3.71972,5.83315,3.31453,5.86574,2.93571,7.04301,8.46685,2.25576,2.29413,25.57,2.09134,5.42626,2.8224,7.0952,3.04528,6.79073,45.5429,0.733234,8.67495,2.01129,12.6867,5.11009,0.608212,0.610598,0.608517,0.599934,0.600884,0.606291,0.599817,0.602537,0.597539,0.607189,0.596475,0.596375,-0.0763686,-0.0695935,0.0589039,0.0580495,-0.0731186,0.339061,-0.0721813,0.0490369,0.0579364,0.202198,-0.661401,-0.157241,-0.671844,-0.41348,-0.904455,-0.409171,-0.903967,-0.681421,-0.417507,-0.666892,0.352467,0.351923,0.352398,0.354359,0.354142,0.352906,0.354386,0.353763,0.354907,0.352701,0.355151,0.355174,0.519083,0.517391,0.485278,0.485492,0.518272,0.416038,0.518037,0.487743,0.48552,0.449622,0.659575,0.539229,0.661916,0.601922,0.711864,0.600889,0.711764,0.664056,0.602886,0.660807
73.2093,0.991392,0.0689462,6,63,0,-27.4504,-0.340831,-0.121359,-0.432895,-1.20093,-0.273204,-0.00345745,0.00209113,0.178109,0.717293,0.00157192,1.40398,0.455103,0.51108,0.787267,1.28174,0.952264,0.109243,-1.50902,-1.51411,0.739546,-0.333874,-0.0104052,1.09845,0.534797,-1.09075,0.221634,-1.14127,-0.0177411,1.02121,1.08485,1.52034,0.710414,0.211637,-0.651492,-0.186686,-0.566588,-1.52187,-0.184321,0.903929,-1.55762,0.602575,0.718694,1.32839,0.900288,0.755903,1.36897,0.223906,0.420329,-0.291594,-0.931415,0.326182,-0.339903,0.188743,-0.897619,0.168123,0.295957,0.791118,0.96152,0.28767,1.51019,0.175898,-0.401391,-0.345528,0.459637,1.10856,-0.387806,-1.07245,0.63679,0.0658586,0.496922,1.50994,-1.93911,1.06131,-0.80694,-0.193652,0.840944,0.7195,0.718008,0.718096,0.718531,0.719308,0.71879,0.717465,0.714921,0.714913,0.718456,0.716768,0.717277,0.71902,0.718134,0.715578,0.717641,0.715499,0.717265,0.718898,0.718998,0.719683,0.71841,0.717626,0.716269,0.717,0.716402,0.714901,0.717003,0.718714,0.714845,0.71824,0.718423,7.4553,12.9469,4.61806,5.51136,2.90338,1.63208,5.06347,2.77981,4.47415,1.6825,4.39186,4.92754,7.69544,8.97138,4.89092,14.7022,4.42271,2.63011,2.76577,5.70989,10.2412,2.66248,1.43746,6.69719,4.00557,5.90481,14.6989,0.658779,9.81465,1.82561,3.17101,8.04851,0.451211,0.301293,0.322585,0.365427,0.504029,0.482307,0.565797,0.711681,0.340605,0.534982,0.416674,0.78825,0.0426767,-0.170248,-0.174894,-0.236443,0.0709619,-0.145584,-0.137677,0.0617681,-0.0223628,-0.280173,-0.716069,-0.424818,-0.568268,-0.592192,-1.03473,-0.697611,-1.33837,-0.209957,-0.558548,-0.418417,0.389073,0.425241,0.420046,0.409647,0.376594,0.381707,0.362207,0.329228,0.415662,0.369356,0.397313,0.312545,0.489332,0.542459,0.543612,0.558837,0.482267,0.536332,0.534365,0.484563,0.50559,0.569589,0.671741,0.604636,0.638363,0.643868,0.737831,0.667658,0.792222,0.552297,0.636117,0.603105
75.839,0.991336,0.0689462,6,63,0,-35.6481,-0.168912,0.576473,-0.235664,-0.906833,-0.222029,-0.083523,0.0114981,0.238711,0.246527,0.00392272,0.115882,0.882202,0.634798,-0.0121729,1.36721,1.43021,1.49277,-0.488041,-1.5393,-0.807034,-0.905352,1.03727,0.385963,0.791375,-1.20927,-0.039986,-0.814977,0.487961,-0.0846389,0.647103,1.3672,1.20846,-0.0200889,-0.0439864,0.633804,-0.916275,-2.23125,0.0892106,1.23109,-1.22495,-0.374599,0.0940353,1.28195,0.948068,0.928351,1.35236,0.495566,0.418651,0.107354,-1.40827,-0.0173218,-0.15626,0.413414,-1.15037,0.503915,0.0568396,0.892038,1.11745,0.607555,1.39933,0.138489,-0.539042,-0.21079,0.489434,1.52528,-0.481175,-0.747967,1.28225,-0.501677,0.158385,2.16268,-1.7898,0.568059,-0.714449,0.0398176,0.341612,0.246982,0.249988,0.249017,0.246479,0.25189,0.252138,0.252383,0.244613,0.240489,0.243361,0.242976,0.250596,0.248041,0.249632,0.241784,0.24637,0.24333,0.248441,0.246195,0.249066,0.25189,0.251268,0.246448,0.246355,0.249013,0.242933,0.237775,0.246877,0.251356,0.241722,0.245058,0.246896,8.68928,12.9886,5.76485,5.35944,3.98975,0.948202,3.54496,3.10745,5.33289,1.21085,5.81066,3.80318,8.39522,10.3955,6.4106,13.5801,4.10927,2.16171,2.95089,5.73144,15.3025,2.28362,1.77327,12.1534,2.23966,4.18752,28.0031,0.660407,6.175,1.83053,3.7423,4.98195,0.489271,0.371653,0.387914,0.419841,0.53726,0.520275,0.589449,0.702304,0.396618,0.55458,0.459417,0.768599,-0.0479961,-0.218727,-0.238073,-0.285183,-0.0268589,-0.228563,-0.196315,-0.0412378,-0.107341,-0.326248,-0.553543,-0.12791,-0.430353,-0.361427,-0.912937,-0.443643,-1.14922,-0.144698,-0.333454,-0.311845,0.380065,0.408142,0.404219,0.396555,0.368825,0.372788,0.356761,0.331302,0.402125,0.364803,0.387124,0.316782,0.511997,0.554465,0.559239,0.570816,0.506714,0.556893,0.548922,0.510308,0.52681,0.580846,0.634957,0.531934,0.605958,0.589386,0.713601,0.609127,0.759368,0.536112,0.5826,0.577336
73.7427,0.893103,0.0689462,6,63,0,-31.1108,-0.24296,0.932503,-0.232487,-0.826198,-0.0992704,-0.170327,-0.138298,0.00866941,0.527644,0.241409,0.910878,0.970098,-0.526008,0.602791,0.909393,-1.33661,-0.501214,0.577789,0.681384,-0.866166,-0.451554,0.6345,-0.465783,0.0911382,0.523542,0.682323,1.04768,-0.449269,0.573507,1.86458,-0.50743,-0.850306,1.09965,0.891393,-0.496148,0.085168,-0.469271,-1.56054,-1.02099,0.898584,0.25522,0.429191,1.33963,0.938045,0.376033,0.291733,-0.0919652,0.293686,0.0436109,-1.56052,0.474019,0.131981,1.26402,-0.982082,-0.400838,1.25962,-0.384347,0.446431,-0.981483,0.352403,0.701884,-0.952272,-0.857725,2.00813,0.423607,0.12163,-0.81146,-0.0613719,-0.177278,1.05586,2.23762,-2.3477,1.26196,-0.50961,1.41938,1.44523,0.747538,0.761835,0.400661,0.673163,0.74718,0.204975,0.406647,0.667128,0.692136,0.318544,0.418635,0.680818,0.4152,0.549646,0.654032,0.692363,0.780564,0.419187,0.666094,0.977771,0.405146,0.322373,0.793109,0.742834,0.40787,0.548205,0.414358,0.150917,0.281168,0.74457,0.589257,0.631255,5.43233,5.01931,3.50211,5.02851,3.97705,0.883194,5.95531,4.32078,12.4952,1.51952,2.62119,12.4437,2.66205,5.80317,1.52037,5.31325,7.37452,1.56261,1.70753,25.1121,5.68025,4.27903,1.78327,3.60407,3.23276,10.2787,31.144,0.422058,12.4711,2.36693,14.4555,14.8103,0.831255,0.79162,0.438151,0.726062,0.850158,0.300249,0.532739,0.847152,0.737331,0.43308,0.490795,0.887808,-0.442034,-0.384633,-0.14195,-0.126732,-0.0651134,-0.0886427,-0.256628,0.266539,-0.336903,-0.373834,-0.348878,-0.404927,-0.680185,-0.604374,-0.786377,-1.04018,-1.03128,-0.212507,-0.551765,-0.402868,0.30338,0.311821,0.392182,0.326059,0.2994,0.425497,0.369878,0.300031,0.323588,0.393391,0.379706,0.291562,0.608743,0.59499,0.535428,0.531641,0.516273,0.522146,0.563807,0.433757,0.583438,0.592385,0.586345,0.599871,0.66378,0.646656,0.687053,0.738886,0.737165,0.552928,0.634545,0.599377
84.8948,0.898245,0.0689462,6,63,0,-37.1988,-0.16942,0.971469,-0.123338,-0.47452,-0.152858,-0.126081,0.0463794,0.0401376,0.170757,0.06145,1.01978,-0.302591,-0.821013,1.21505,0.366039,0.503753,0.493201,0.24502,1.39135,0.0830148,-0.222383,0.800492,0.986232,-0.326362,-0.438442,0.551656,-0.621341,1.18574,1.18618,0.279264,-0.247114,0.229614,0.321921,0.67137,-1.17001,-1.37515,-0.556989,-0.727773,-0.509144,-0.173696,0.809102,1.02392,1.42815,0.861204,0.185619,0.477518,-0.63883,0.680212,-0.292685,-1.15474,0.951137,-0.341575,1.32511,-0.639007,0.169241,0.953255,-0.0940921,0.293777,0.733739,0.132338,0.421812,-0.969995,-0.947226,1.12219,1.09447,-0.577218,-0.617862,0.142752,0.0482538,0.782811,2.58564,-2.30429,1.29818,-0.749512,0.673669,0.29306,0.233423,0.152163,0.120306,0.245422,0.19325,0.201713,0.201064,0.185814,0.256256,0.175858,0.157092,0.219947,0.231361,0.150702,0.143815,0.204656,0.132576,0.243621,0.243648,0.187918,0.155572,0.184867,0.190539,0.212013,0.0988598,0.0862541,0.13653,0.126036,0.13947,0.160084,0.220476,0.233677,4.894,6.29272,2.40606,7.4929,3.24168,1.54294,9.46193,3.10803,13.0573,2.4057,4.82546,9.47921,3.84634,5.37176,7.84638,4.67451,5.99796,1.80903,1.84485,10.9636,10.7051,2.53718,2.44991,4.71662,4.34798,8.18508,38.6643,0.573321,12.7579,2.18731,7.45079,5.36845,0.647374,0.48307,0.463076,0.61192,0.636861,0.63346,0.680266,0.74806,0.610889,0.637264,0.553248,0.823716,0.128718,-0.0705764,-0.123843,-0.0985923,0.0477283,-0.0990007,0.0401646,0.0507592,-0.0290409,-0.188488,-0.511966,-0.445808,-0.5206,-0.605772,-0.683226,-0.625309,-0.852307,-0.257696,-0.453755,-0.302738,0.343581,0.381528,0.386256,0.351621,0.345956,0.346726,0.336202,0.321244,0.351856,0.345865,0.365111,0.304975,0.467865,0.517637,0.530921,0.524628,0.48807,0.52473,0.48996,0.487313,0.50726,0.546983,0.625267,0.609642,0.627288,0.646976,0.664458,0.651425,0.701051,0.56407,0.611532,0.575112
76.6688,0.979235,0.0689462,6,63,0,-44.9213,-0.0954146,0.0570803,-0.202927,-0.901358,-0.107673,0.175847,0.131873,0.214223,-0.164313,0.193899,-0.282191,0.279922,0.641517,1.04519,0.387635,-1.6739,-0.264188,-0.73018,1.13997,-0.67338,0.73786,-0.254719,-1.10282,0.162362,-1.3248,-0.871276,-0.728255,0.710485,-0.406235,0.689801,2.14669,1.80921,0.621851,0.996903,-0.213684,0.526319,0.255341,0.855884,0.806001,-0.52535,1.44376,1.79239,1.39224,0.783372,1.33635,1.63092,0.299574,1.07503,0.00291324,-1.86163,0.228486,-0.093343,2.74886,-1.13975,0.0554462,-0.251481,-0.59843,0.424534,-0.250807,0.274843,0.792759,-0.720685,-1.17551,0.471925,0.934504,-0.410351,-0.329916,1.5571,0.261007,1.09666,3.1214,-1.96143,0.765197,-0.984514,1.27909,1.57822,-0.219029,-0.110036,-0.0399237,0.0383484,-0.0891511,-0.48888,-0.215539,-0.305894,0.0567254,-0.29488,-0.0212428,-0.213703,-0.378147,-0.132831,-0.421189,-0.333252,-0.30552,-0.026551,-0.243081,-0.0305616,0.251928,0.18649,-0.0437369,0.028985,-0.205746,-0.0622605,-0.114803,0.00164183,-0.00803038,-0.266177,0.11563,0.183229,11.4627,14.4379,5.08819,9.34081,4.03306,0.936035,4.81258,3.74013,34.6613,1.64773,4.2025,3.30435,2.51796,5.61146,3.3061,4.99056,7.48775,2.288,1.60221,5.8237,8.36711,2.91767,3.10743,13.6268,4.93676,9.50042,46.4075,0.865641,7.32782,1.86079,10.9599,13.854,0.527892,0.578388,0.656858,0.751843,0.678662,0.270576,0.577345,0.545487,0.761863,0.485468,0.713144,0.666927,-0.244962,-0.0832133,-0.503444,-0.440577,-0.1598,-0.360017,-0.180928,-0.0208927,0.228169,-0.0694221,-0.709864,-0.233766,-0.813376,-0.535056,-1.04947,-0.512938,-1.06387,-0.731743,-0.344631,-0.365904,0.371009,0.359304,0.341446,0.32042,0.33656,0.432766,0.359544,0.366912,0.318242,0.380962,0.328905,0.339185,0.560936,0.520791,0.623268,0.608397,0.539865,0.589045,0.545109,0.505223,0.443204,0.517349,0.670371,0.558177,0.692828,0.630662,0.740673,0.625495,0.74343,0.675188,0.585315,0.590469
76.9288,0.971024,0.0689462,6,63,0,-40.3678,-0.105833,-0.121016,0.133496,-0.327439,-0.107723,0.260357,0.104715,0.198782,-0.361093,0.12366,0.787225,-1.5313,-0.790568,0.0491698,0.373348,0.63988,0.373181,0.231311,0.114176,1.22419,-1.96731,-0.957406,1.60155,-0.22344,0.749464,0.704338,0.416373,-0.258585,1.00874,-0.0788434,0.888814,0.0148155,-1.69525,0.724929,-0.0382052,-1.61383,0.402234,-1.17845,-0.413656,-0.105306,-0.269363,0.315905,1.54113,0.647732,0.473919,0.410527,-0.494896,1.06589,0.353562,-2.07932,0.103759,-0.459992,1.33982,-1.0568,1.31552,0.0159814,0.125557,-0.25399,-0.275954,0.385573,-0.0515944,-0.252467,-0.492943,-0.401216,0.623159,-0.537897,-1.10263,1.1664,-0.837954,0.0367045,2.4675,-2.97062,1.17599,-1.64021,-0.0236198,1.20559,-0.263745,-0.550455,-0.458855,-0.355013,-0.314925,-0.281965,-0.314945,-0.332489,-0.346974,-0.209709,-0.604371,-0.479486,-0.163044,-0.388724,-0.268414,-0.273994,-0.309604,-0.39307,-0.236352,-0.370843,-0.251182,-0.359261,-0.570728,-0.271448,-0.365818,-0.56066,-0.311353,-0.506821,-0.412246,-0.374115,-0.394403,-0.322028,6.34775,6.09238,3.38911,9.31418,5.87168,1.21445,4.99449,3.46661,11.1225,2.35514,10.9488,4.71844,5.06551,3.96145,3.90549,5.9947,4.51637,3.96536,3.3934,3.60113,6.99201,3.29602,2.28627,9.94075,2.71382,4.78221,23.0902,0.681786,10.0027,1.61399,4.59895,10.1963,0.632741,0.287506,0.387466,0.50803,0.602462,0.627061,0.627523,0.668504,0.507708,0.720219,0.279573,0.550768,0.21469,-0.0945958,-0.0790014,-0.109664,0.0806707,-0.400547,0.0703174,-0.0894637,-0.00324515,-0.316367,-0.704282,-0.0325202,-0.440847,-0.516334,-0.698032,-0.504298,-0.920154,-0.307015,-0.337535,-0.338533,0.346889,0.428615,0.404327,0.375655,0.353781,0.348177,0.348072,0.338832,0.375731,0.327345,0.430558,0.365686,0.446533,0.523631,0.51974,0.527388,0.479843,0.598819,0.482428,0.522351,0.500811,0.578439,0.669136,0.508129,0.608461,0.62629,0.667751,0.623469,0.715073,0.576156,0.583592,0.583834
86.3108,0.907727,0.0689462,6,63,0,-45.7118,-0.476477,0.347204,0.424875,-0.27635,-0.132859,0.207435,0.0288731,0.187326,-0.181225,0.0419059,0.00311066,-1.55758,-1.06295,0.174526,1.10916,-2.06839,0.671557,-0.0294072,1.03426,-1.49509,0.308728,-0.0591409,-1.27961,0.531484,-0.677441,-0.167922,-0.213943,0.196799,0.0651029,-0.282201,0.425417,1.92124,0.576399,-0.44946,-0.762078,0.513078,0.769183,1.23999,0.515541,-0.335094,-0.146,-0.276269,1.60175,1.07569,0.434574,0.896618,-0.0491439,-0.239507,-0.115923,-1.39594,0.633941,0.223335,1.2657,-1.59875,-1.40567,0.553454,-0.0943303,1.17097,-0.373724,0.795947,0.201822,-0.672889,-0.85038,1.92358,0.538814,-0.338879,-0.748764,0.482327,-0.391467,0.523134,1.51821,-1.68494,0.631715,-0.478903,0.747282,0.144807,-0.181095,-0.246497,-0.225769,-0.173911,-0.134745,-0.267903,-0.153083,-0.182457,-0.137884,-0.243878,-0.168287,-0.183703,-0.234848,-0.158953,-0.209614,-0.188262,-0.19019,-0.172978,-0.178497,-0.193051,-0.163398,-0.100714,-0.157071,-0.20006,-0.213161,-0.159724,-0.148992,-0.129262,-0.159621,-0.195267,-0.187343,-0.192802,7.91861,13.0167,4.70623,3.83479,4.38002,1.10534,9.81266,6.30907,19.3607,0.888686,1.09383,8.99883,4.48294,17.4851,3.31925,11.6807,6.16475,2.40592,1.98776,39.288,8.85823,3.44603,2.21735,8.336,3.2565,8.71007,25.4031,0.809997,9.78919,2.96418,11.085,5.79803,0.62039,0.482808,0.513847,0.586328,0.692519,0.54905,0.705115,0.747921,0.612044,0.598853,0.61773,0.782765,-0.155524,-0.182743,-0.262277,-0.27186,-0.0953988,-0.26792,-0.18682,-0.132288,-0.143881,-0.233807,-0.655921,-0.355193,-0.639831,-0.497027,-0.902194,-0.518123,-1.06234,-0.446643,-0.509179,-0.547293,0.349693,0.381589,0.374292,0.357478,0.333473,0.366085,0.330679,0.321274,0.351593,0.354606,0.350298,0.313724,0.538803,0.545559,0.565196,0.567549,0.523832,0.566582,0.54657,0.533024,0.535908,0.558187,0.658344,0.587876,0.654715,0.62176,0.7114,0.626709,0.743137,0.609841,0.624614,0.633507
88.3037,0.896582,0.0689462,6,63,0,-53.9166,0.118088,0.160141,0.453753,-0.330933,-0.197703,0.186038,-0.0644851,0.189249,-0.546394,0.101295,0.49425,-0.423117,0.412697,0.231872,-0.195897,-0.415982,1.73234,-1.41326,0.809058,0.176238,-1.33276,0.666345,0.509663,0.0661983,-1.23994,-0.741286,0.945714,-1.24071,1.1052,-1.06028,-1.31965,0.581169,0.0316719,0.414222,-0.512463,-0.802466,0.00950797,-0.587085,-1.7695,0.0992215,0.0568951,-1.81087,1.5631,0.942963,0.424422,0.697468,-0.495069,0.913527,0.290005,-1.67814,0.72064,-0.178653,1.31225,-0.740553,0.599566,0.407282,0.0607925,-0.553143,0.0744127,0.963733,0.116889,-0.905901,-0.242345,-0.0672706,0.2029,-0.195728,-1.14655,0.572533,-0.365057,0.0248742,2.18898,-2.60347,0.574993,-0.723025,0.273443,0.537438,-0.496329,-0.589254,-0.50459,-0.522907,-0.566238,-0.588532,-0.370916,-0.689551,-0.464441,-0.528542,-0.681397,-0.478897,-0.494768,-0.539689,-0.671994,-0.621483,-0.450598,-0.672073,-0.434443,-0.653796,-0.680069,-0.487525,-0.543186,-0.504436,-0.598305,-0.627681,-0.545431,-0.605864,-0.725637,-0.536344,-0.540631,-0.729827,7.12286,9.21453,2.99296,11.2968,6.27491,0.980858,9.41809,4.03349,16.4529,2.37449,8.40195,7.00866,5.05521,2.83347,5.12056,11.8445,5.32982,2.03168,3.79837,4.48017,5.78011,3.96906,1.61922,8.19048,3.38333,4.88686,37.6082,0.409886,8.2095,2.41406,6.17767,7.92386,0.676374,0.476041,0.576049,0.58842,0.644826,0.607188,0.88618,0.674954,0.631543,0.705537,0.46829,0.939312,-0.0504511,-0.248813,-0.316633,-0.312154,0.016735,-0.164725,-0.120551,-0.12965,-0.217299,-0.144399,-0.557108,-0.185892,-0.504817,-0.490713,-0.848338,-0.545617,-1.25103,-0.182007,-0.380648,-0.528931,0.337071,0.383187,0.359842,0.356997,0.344156,0.352701,0.291899,0.337389,0.347161,0.330586,0.385021,0.281039,0.51261,0.561884,0.578504,0.577411,0.495816,0.541088,0.530101,0.532367,0.554112,0.536037,0.635783,0.54634,0.623591,0.620274,0.700218,0.633118,0.777479,0.545377,0.594029,0.629234
