# 0.156427, 0.116003, 0.0932595, 0.0917322, 0.0201421, 0.0135218, 0.15191, 0.0272021, 0.246575, 0.229901, 0.254939, 0.220191, 0.227338, 0.19945, 0.229787, 0.241406, 0.244309, 0.267876, 0.231171, 0.256835, 0.245548, 0.263071, 0.236104, 0.22852, 0.257018, 0.204606, 0.27061, 0.241076, 0.192606, 0.258882, 0.229043, 0.368086, 0.249317, 0.275866, 0.233373, 0.268057, 0.265314, 0.211874, 0.254333, 0.207968, 0.0209969, 0.0910605, 0.0999671, 0.0956757, 0.119678, 0.237081, 0.100118, 0.290961, 0.118908, 0.114853, 0.159966, 0.122781, 0.10017, 0.0742758, 0.132842, 0.105895, 0.138285, 0.149875, 0.105768, 0.17066, 0.1182, 0.11455, 0.18646, 0.14446, 0.150456, 0.143086, 0.158564, 0.168294, 0.114571, 0.130001, 0.150114, 0.577845, 0.137665, 0.153414
116.204,0.975666,0.0834969,5,31,0,-85.4903,-0.580157,0.4902,-0.156062,-0.664155,-0.146773,0.033767,-0.0431044,0.58258,-0.145964,-0.414723,0.754115,-0.211738,-0.444625,0.590866,-0.714125,-0.161285,0.947408,0.653349,-0.141423,-0.327632,-0.495649,0.197469,0.301863,0.23638,-0.263331,-0.286342,0.243661,-0.0649487,-0.084658,-0.884886,0.111903,-0.337752,-0.32321,-0.278987,0.24408,0.857622,-0.0852187,0.443212,0.873119,-0.0135495,1.39738,0.493656,2.97005,3.78185,4.03502,4.39141,3.69846,8.33996,3.38537,4.11766,6.96314,1.76596,3.00469,2.0275,8.42575,3.15817,7.75381,4.52115,3.27634,9.93278,4.9477,6.25006,9.10158,3.21469,8.42116,4.21202,2.9047,6.08394,4.02236,8.23337,7.95002,12.2694,5.80953,8.19371,0.0107466,-0.337751,0.842478,-0.100592,-0.259436,0.764664,-0.494762,0.137817,1.04716,0.855626,-0.00179905,0.0113399,-1.08162,-0.502415,-0.431789,-0.531445,-0.832214,-1.07044,-0.439136,-0.673295,-0.73857,-1.70926,-1.19819,-1.61448,-1.55356,-1.58379,-1.17382,-0.504139,-1.6683,-0.593488,-0.414598,-1.16416,0.497313,0.583644,0.301013,0.525127,0.564498,0.317634,0.621228,0.4656,0.25977,0.298254,0.50045,0.497165,0.7468,0.623027,0.606301,0.62982,0.696823,0.744681,0.608053,0.662241,0.676683,0.84674,0.768203,0.834033,0.825428,0.829741,0.763835,0.623431,0.841349,0.644165,0.60219,0.762088
110.29,0.864634,0.0834969,6,63,0,-82.5598,0.161705,0.743048,-0.562527,-1.01647,-0.265117,-0.165546,-0.0208517,0.47477,0.237435,-0.662693,0.465039,-0.973419,-0.358293,0.440285,-0.862974,0.192529,0.483528,0.710807,-0.10368,-0.134411,0.293336,0.11603,-0.0340065,-0.39829,0.0512624,-0.447653,0.276041,-0.605605,-0.413019,-0.294974,-0.856324,0.234567,-0.430385,0.24227,1.07994,1.18026,0.520989,0.0933949,0.869761,0.262931,1.68819,0.490343,2.26463,2.66298,4.28939,5.70753,3.19625,16.853,3.47722,3.83365,3.66369,5.47527,2.91215,1.94205,4.74476,6.488,3.73367,6.34043,5.59449,6.11752,7.48278,4.07583,4.50905,2.09515,2.99476,5.0407,8.87536,9.01063,5.58678,13.2879,7.94618,12.9785,4.84534,4.57386,0.681588,-0.362574,0.785734,-0.611572,0.1373,0.915302,-0.305652,0.893884,0.824799,1.23726,0.309608,0.638961,-0.51571,-0.898778,-0.883268,-1.30928,-0.726918,-0.934959,-0.707902,-1.22853,-1.11825,-1.08157,-2.28299,-1.58492,-1.71301,-1.40138,-0.314926,-0.566274,-1.17223,-0.83944,-0.743024,-0.875666,0.335907,0.589663,0.313085,0.648299,0.465729,0.285916,0.575824,0.290309,0.304746,0.224913,0.423211,0.345481,0.626144,0.710698,0.707499,0.787393,0.674129,0.71808,0.669938,0.773561,0.753663,0.746791,0.907458,0.8299,0.847227,0.802403,0.578087,0.637903,0.763548,0.698347,0.677657,0.705923
119.909,0.956069,0.0834969,6,63,0,-81.7464,-0.741678,0.565093,-0.401699,-0.267601,-0.0691402,0.0492366,-0.0476949,0.546557,0.404372,-0.644242,0.458276,-1.03863,-0.131178,0.602244,-0.822753,0.604648,0.892782,0.809056,0.0731192,-0.00929774,0.391477,0.251639,0.554515,-0.172426,-0.0492378,0.336981,0.386109,0.309296,-0.0712355,-0.648478,-1.57245,-0.687126,-0.466362,-0.336145,0.539597,0.183022,-0.195099,0.349103,0.212406,-0.248037,1.45225,0.816165,1.832,5.96005,3.34264,17.9382,2.94171,9.9451,3.13605,3.53295,7.36116,1.61114,3.66909,1.93972,14.1815,2.53247,4.99412,8.25036,4.02003,4.55193,5.47053,3.18399,21.4286,4.30575,7.45148,4.72977,4.13921,6.65171,3.86416,5.2096,6.81329,39.1428,7.05308,9.5463,0.477304,-0.608872,0.499012,-0.987163,-0.0448311,0.683225,-0.720307,0.744656,0.938884,0.903453,0.138002,0.149492,-0.581133,-0.774632,-0.520992,-1.26403,-1.0138,-0.828951,-0.632112,-0.707184,-1.10918,-1.80005,-2.54605,-1.57836,-1.40241,-1.27393,-0.518126,-0.781594,-1.33063,-0.495717,-0.71733,-1.14652,0.382889,0.647684,0.377773,0.728527,0.511206,0.335542,0.672675,0.321987,0.281126,0.288341,0.465554,0.462696,0.641328,0.684522,0.62738,0.779719,0.733763,0.696133,0.652968,0.669779,0.751976,0.858155,0.927308,0.828972,0.802565,0.781415,0.626709,0.686023,0.790945,0.621452,0.672019,0.758874
117.229,0.904754,0.0834969,6,63,0,-80.5017,-0.630011,0.680609,-0.098346,-0.316781,-0.347085,-0.00387772,-0.149665,0.685142,-0.431275,-0.644187,0.578268,-0.56942,-0.428591,0.59982,-1.13885,0.206037,0.443226,1.38066,-0.0884478,-0.628281,0.0639995,0.139496,0.28416,-0.234,-0.473455,0.0348962,0.40245,0.0363695,-0.0691119,-0.673593,-0.576252,-0.115825,-0.721603,-0.0941959,0.458467,0.748211,0.599127,0.134891,0.596061,-0.103648,1.65945,0.391909,2.51713,2.64224,4.94519,7.29065,3.22476,17.9926,3.59428,4.24681,3.9938,8.096,3.07497,2.45455,4.69255,6.4117,5.4528,5.61836,5.19956,13.2981,5.29209,4.21359,4.18416,4.022,2.82717,4.87913,8.28494,8.46359,4.25564,9.83558,7.52773,8.13962,4.40067,4.93243,-0.132281,-0.533758,0.715635,-0.378178,-0.0622521,0.939221,-0.691702,0.841755,0.607531,1.78741,0.170139,0.10172,-0.560242,-0.754124,-0.605583,-1.20456,-1.05729,-0.806684,-0.450764,-0.557056,-0.770289,-1.69415,-1.84606,-1.4742,-1.80284,-1.43522,-0.982557,-0.727507,-1.2325,-0.488405,-0.70456,-0.996323,0.533022,0.630359,0.328355,0.593434,0.515558,0.281058,0.666345,0.301165,0.352623,0.143391,0.457567,0.474592,0.636509,0.680077,0.646932,0.769334,0.742172,0.691402,0.610821,0.635771,0.683583,0.844769,0.863664,0.813695,0.858495,0.807714,0.727615,0.674258,0.774255,0.619731,0.669198,0.730335
126.11,0.984491,0.0834969,6,63,0,-84.8743,-0.42698,0.729883,-0.163145,-0.321224,-0.0220405,0.0135134,-0.312827,0.497675,-0.288352,-0.937801,0.118739,-1.21981,-0.438665,0.395406,-0.754279,0.39988,0.803957,0.573009,-0.0333079,-0.314944,-0.370267,-0.083163,-0.0229087,-0.469851,-0.458353,0.0175769,0.151324,-0.177083,-0.65103,-0.977159,-1.55845,-0.92922,-0.4568,-0.437259,0.0530139,0.0436831,-0.277271,0.013848,0.139913,-0.378234,1.57509,0.627619,2.17062,5.40433,2.931,12.8907,3.38409,7.98603,2.36845,3.19036,6.56702,1.5662,3.39909,2.01483,12.6941,2.60156,5.54324,7.75436,4.32415,4.33718,4.70233,4.07089,15.5345,3.73014,7.34426,3.82466,3.33629,5.84592,4.73196,4.84062,6.37438,19.4122,7.17725,9.29089,0.085362,-0.576061,0.48219,-0.852936,-0.0606746,0.771686,-0.371156,0.794977,1.16912,0.953565,0.337841,0.0861396,-0.912502,-0.642504,-0.595763,-1.04784,-0.998023,-0.579739,-0.405451,-0.731121,-1.21191,-1.57208,-2.29965,-1.64852,-1.18602,-1.16922,-0.712815,-0.69683,-1.0679,-0.686294,-0.589481,-1.09548,0.478672,0.640161,0.381735,0.701183,0.515164,0.316115,0.591738,0.311101,0.237014,0.278168,0.416334,0.478478,0.713512,0.655319,0.644686,0.740359,0.73067,0.641007,0.599997,0.675051,0.770637,0.82808,0.908848,0.838691,0.766029,0.763004,0.671023,0.667485,0.744198,0.665142,0.643246,0.749413
104.317,0.6629,0.0834969,5,63,0,-75.2017,-0.549712,1.03776,-0.3597,-0.697405,0.0698673,0.0721415,-0.249592,0.662946,0.0655639,-1.87728,0.403056,-1.77917,-0.506263,0.127859,-1.94565,-0.165143,0.316313,0.536867,-0.661354,0.254456,-0.338577,0.126023,0.00838575,-0.237064,-0.0039746,0.17148,0.122549,-0.289542,-0.332701,-1.15776,-1.32475,-1.22099,-0.729928,-1.26439,-0.0304161,0.191519,-0.515587,0.566968,0.346793,0.244889,1.80254,0.813853,2.12691,4.22924,6.55941,11.3036,1.83279,40.0588,4.90025,4.34739,8.07233,3.68843,4.12911,1.57438,9.51404,7.28259,5.5534,10.5177,3.60212,13.5803,7.88911,3.19931,8.86252,6.05466,8.91405,4.75446,8.15835,4.08447,3.55513,12.3021,8.07167,70.3682,5.45282,5.44059,0.78905,-1.11584,1.15908,-1.034,0.203668,0.843212,-1.25199,0.490562,1.06691,1.23866,0.0702664,0.891182,-1.05486,-0.536039,-0.725817,-0.954999,-0.728395,-0.71514,-0.547647,-1.08339,-1.10486,-1.93699,-2.36412,-2.09981,-1.80726,-2.21807,-1.10668,-0.735044,-1.51323,-0.602545,-0.615016,-0.870399,0.312373,0.753216,0.238835,0.73769,0.449258,0.300859,0.777644,0.379761,0.255991,0.224669,0.482441,0.290866,0.741708,0.63089,0.673887,0.722119,0.674453,0.671536,0.633589,0.747136,0.75117,0.874022,0.91405,0.890885,0.85903,0.90186,0.75151,0.675911,0.819539,0.646238,0.649084,0.704829
102.238,0.963137,0.0834969,6,63,0,-64.6752,0.0113086,-0.0801662,-0.158473,-0.340471,-0.35622,0.0722647,-0.620554,0.522184,0.160366,-1.31725,-0.0459432,-0.584315,-0.725458,-0.31222,-1.33477,-0.522079,0.973399,0.126129,-0.335378,-0.312163,-0.760226,-0.534359,-0.244749,-0.57883,-1.27512,-0.178976,-0.667166,-0.890153,-1.27206,-1.11777,-1.25647,-1.54445,-1.02913,-0.272223,0.121011,-0.253056,-0.165349,-0.706297,-0.193675,-1.17621,1.35165,0.416125,2.65189,3.57456,2.53562,7.21286,4.3739,6.73518,2.87836,2.69554,5.19115,5.29989,2.31043,3.04289,6.82238,2.73368,5.75607,3.8481,4.29559,3.32505,4.61596,4.56008,9.08561,2.92881,4.85106,1.89544,1.79536,2.45568,2.60218,5.77754,5.61392,6.43329,6.12527,3.52164,0.651421,-1.01973,0.27923,-0.203848,-0.165287,0.220305,-0.691662,0.314561,1.32622,0.727771,0.114206,0.621241,-0.571801,-0.622403,-0.405058,-0.822079,-1.04523,-0.442343,-0.713739,-0.746345,-1.23884,-1.48858,-1.76466,-1.99105,-1.34379,-0.777263,-0.639146,-0.89633,-1.32639,-0.55096,-0.657245,-1.29734,0.342669,0.734919,0.430643,0.550786,0.541228,0.445145,0.666337,0.422002,0.209785,0.325684,0.471479,0.349499,0.639179,0.650765,0.599902,0.694677,0.739858,0.608817,0.671227,0.678382,0.775362,0.815865,0.853792,0.879854,0.793112,0.68509,0.65456,0.710195,0.790242,0.634358,0.658641,0.785387
108.566,0.997429,0.0834969,5,31,0,-65.3222,0.0330746,-0.00969219,-0.244749,-0.374938,-0.347106,0.07705,-0.380036,0.597929,0.0942525,-1.33949,-0.0693919,-0.60846,-0.886296,-0.0856975,-1.01873,-0.483033,0.87393,0.529569,0.0440519,-0.685013,-0.988927,-0.316462,-0.42093,-0.756857,-0.718379,-0.15667,-0.81523,-0.998048,-1.11409,-0.766598,-1.1115,-1.65137,-1.13933,-0.693763,0.123114,-0.229833,-0.0533666,-0.719442,0.0140848,-0.870883,1.38289,0.439235,2.1909,3.36486,2.96074,4.71315,4.38712,5.36246,2.79362,2.29307,4.86457,4.85115,2.55768,3.172,6.88793,2.40835,4.75488,4.25303,4.08649,4.1187,4.72555,4.88102,11.2163,2.26675,5.67443,2.10924,1.92309,2.88514,2.30937,5.91442,7.45772,11.4889,5.94526,3.09449,0.689758,-0.93256,0.364477,-0.120712,-0.223441,0.550218,-0.275059,0.449217,1.33474,1.23283,0.599148,0.341526,-0.853695,-0.450627,-0.632145,-1.04889,-0.542738,-0.481575,-0.908985,-0.912928,-1.13672,-1.18956,-1.61454,-2.08113,-1.45379,-1.1871,-0.632084,-0.85787,-1.19919,-0.575933,-0.438845,-0.996769,0.334087,0.717594,0.409876,0.530141,0.555629,0.365814,0.568335,0.389547,0.208377,0.225686,0.354539,0.415439,0.701342,0.610788,0.652976,0.740562,0.632449,0.61812,0.712792,0.713599,0.757078,0.766662,0.834041,0.889055,0.810582,0.766222,0.652962,0.702215,0.76838,0.640131,0.607984,0.730423
115.613,0.995862,0.0834969,6,63,0,-77.2226,-0.0508366,1.27654,-0.0938291,-0.30041,0.0402943,-0.019431,-0.603088,0.687445,-1.20057,-1.5515,0.109076,-2.02011,-1.79849,-0.00511631,-1.21655,-0.463668,-0.374154,-0.0110559,-1.26795,-0.882794,-0.466069,-0.3347,-0.573866,-0.827684,-0.851037,-0.875057,-0.39106,-0.284219,-0.98883,-2.19453,-1.54857,-0.826578,-1.5322,-1.39249,0.0808735,0.0880584,-1.14056,-0.123963,-0.225631,-0.558619,1.68359,0.778032,2.23295,3.84794,4.53109,10.8399,3.66572,14.689,2.53401,4.18598,4.74996,2.5718,4.93256,2.90844,5.54482,6.11744,7.94484,9.44912,6.49654,9.59262,5.98311,3.0929,18.9236,5.57318,5.819,2.64889,12.1691,11.3391,4.59067,10.1891,7.56229,47.5046,6.19134,8.1684,-0.083226,-0.412269,1.24518,-0.89026,-0.688962,1.10754,-0.116405,0.614584,0.758826,1.09378,-0.145919,0.184512,-0.682466,-0.519823,-0.739558,-0.983995,-1.07212,-1.00658,-0.580874,-0.484312,-1.17641,-2.32516,-1.90207,-1.20957,-1.9076,-1.75761,-0.232877,-0.261427,-1.40897,-0.552528,-0.595444,-0.955911,0.520795,0.601632,0.223535,0.708944,0.665736,0.24833,0.529068,0.351014,0.318901,0.250907,0.536415,0.454002,0.664289,0.627106,0.676899,0.7279,0.745001,0.73235,0.641269,0.618766,0.764302,0.910939,0.870126,0.770222,0.870749,0.85291,0.557958,0.564987,0.803603,0.634722,0.644613,0.722302
110.752,0.870317,0.0834969,6,63,0,-74.7492,0.0923573,-0.109023,-0.494242,-0.277667,-0.394305,0.0855204,-0.389106,0.552566,-0.670725,-0.476298,0.473189,-0.64739,-0.845243,0.324191,-1.11261,-0.572671,0.912162,0.25028,-0.749998,-1.18749,-1.05875,-0.26287,-0.403204,-0.257715,-0.842254,-0.521997,0.0598612,-0.599243,-0.715626,-0.859451,-1.5491,-1.79023,-0.916122,-1.0934,0.229006,-0.542787,-0.0548228,-0.716793,-0.554474,-0.918663,1.34299,0.412595,2.33902,3.66657,3.17996,5.00291,2.52717,7.08929,4.80482,2.70734,2.9314,4.62113,2.92375,1.08126,9.0525,3.36263,4.7622,5.49122,3.50803,7.29782,4.64172,6.46478,5.16063,2.59828,6.18887,6.15917,2.92693,4.55193,4.7295,4.79387,6.07986,8.25809,5.43272,6.08373,-0.0454976,-0.0652904,0.9148,-0.144574,-0.14351,0.995322,-0.319064,0.43509,1.38438,0.997918,-0.170675,-0.072623,-1.07258,-0.582725,-0.808579,-0.754898,-0.810177,-1.05251,-0.21409,-0.667988,-0.906782,-1.50336,-1.92152,-2.08342,-1.07432,-1.4568,-0.427848,-1.0592,-1.15542,-0.354745,-0.871973,-0.862642,0.511372,0.516317,0.286019,0.536081,0.535816,0.269862,0.579096,0.392912,0.200307,0.269351,0.542566,0.518148,0.745086,0.641694,0.691807,0.680245,0.692147,0.741257,0.553319,0.661052,0.712341,0.818075,0.872307,0.889281,0.745418,0.811043,0.60536,0.742538,0.760499,0.587768,0.705156,0.703212
116.249,0.974843,0.0834969,6,63,0,-76.3449,-0.341706,1.13751,-0.241706,-0.380367,-0.0884385,-0.0990299,-0.207322,0.634585,-0.516626,-0.822926,0.294032,-1.24186,-0.703657,0.346772,-0.680488,0.425155,0.763273,0.933598,-0.758046,-0.106454,0.200731,0.201607,-0.192745,-0.402773,-0.362639,-0.539528,0.741721,0.276121,-0.275263,-1.30476,-0.826395,-0.29256,-0.770465,-0.388225,0.493618,1.13315,-0.224617,0.451959,0.831756,-0.0824416,1.72559,0.596262,2.33154,4.763,4.2489,15.6879,4.31126,21.6637,4.34738,5.75684,7.63782,3.55814,4.83186,2.20093,7.33701,8.66282,5.03977,5.91281,6.48725,7.79193,4.92774,3.44735,12.1382,4.60351,5.45776,3.0182,5.9729,8.76472,2.91791,4.82385,5.96349,22.893,5.51953,6.9537,-0.0497014,-0.404048,0.719774,-0.802393,-0.219572,0.823993,-0.175812,0.977878,1.19588,1.42798,-0.301417,0.470292,-0.650278,-0.718041,-1.01336,-1.24398,-1.20335,-1.15179,-0.167631,-0.468994,-1.04783,-2.06067,-1.82686,-1.51167,-1.72288,-1.50488,-0.45243,-0.0178253,-1.27019,-0.38377,-0.2746,-0.98681,0.512423,0.59966,0.327443,0.690486,0.554674,0.304917,0.54384,0.273313,0.232209,0.193414,0.574789,0.384547,0.657073,0.672175,0.733678,0.776256,0.769121,0.759838,0.54181,0.615146,0.740359,0.887021,0.861387,0.819309,0.848499,0.818301,0.611217,0.504456,0.780775,0.594782,0.568222,0.728457
118.859,0.925464,0.0834969,5,31,0,-78.2913,-0.0395067,0.933163,-0.455502,-0.458131,-0.199014,-0.204884,-0.13825,0.610969,0.40955,-0.826463,0.446523,-0.62558,-0.386168,0.100714,-1.23893,-0.174768,1.20707,0.631117,0.268266,-0.365584,0.165276,0.312481,0.445718,0.330181,0.3529,-0.0805572,0.186794,-0.561265,-0.294609,-1.15761,-0.227037,-0.750219,-0.466724,-0.0288146,0.405162,0.511684,-0.376691,0.284275,0.47114,-0.00142067,1.63542,0.469089,2.40405,4.81351,2.70114,7.82343,2.94076,7.14967,2.73497,3.97176,7.74791,4.57415,2.69587,2.90966,7.38766,3.78829,5.29917,4.28821,4.82036,6.97163,7.38171,3.88819,7.83406,7.82289,4.11055,7.62836,4.86305,8.67184,6.84143,7.89806,8.90455,13.2011,8.20243,6.45133,0.634991,-0.709144,0.579288,-0.461923,-0.122113,0.349323,-0.928538,0.243745,1.35528,0.918341,0.470538,0.10699,-0.878017,-0.88527,-0.547149,-0.709024,-0.667224,-0.640487,-0.987789,-1.38423,-1.17935,-2.02283,-1.31521,-2.2945,-1.44677,-1.36048,-0.578523,-0.897215,-1.58434,-0.433195,-0.837362,-0.87335,0.34638,0.670212,0.359096,0.61347,0.53049,0.413546,0.716779,0.439364,0.205008,0.285296,0.384489,0.473278,0.706411,0.707913,0.633474,0.670185,0.660881,0.654863,0.728651,0.799669,0.764832,0.883173,0.788383,0.90842,0.809502,0.795838,0.640727,0.710377,0.829818,0.606636,0.697909,0.705442
109.195,0.763728,0.0834969,5,31,0,-71.9073,0.100574,0.443114,-0.834228,-0.627022,-0.112796,-0.113518,0.024699,0.548728,0.0804695,-0.948763,0.319231,-0.622717,-0.087652,0.589522,-0.335449,0.439675,0.642461,0.74186,-0.103829,-0.108322,0.142318,0.272294,-0.0175439,0.428227,0.170353,-0.291879,0.387815,0.144059,0.0842792,-1.13054,-0.62116,-1.15108,-1.00016,-0.732245,-0.0505287,0.901054,-0.280438,-0.0227635,0.483561,-0.0661808,1.69595,0.395074,2.72054,4.76974,3.85807,6.87613,2.95002,5.46474,2.82451,4.49481,4.21478,2.04279,3.56682,4.8122,9.47922,3.43105,10.687,5.03782,3.64324,4.72612,10.48,7.18257,9.88776,5.51067,4.96981,10.2321,5.1587,4.87631,5.91879,6.4824,10.1692,7.68542,10.0787,5.98394,0.255851,-0.834662,0.442086,-0.482353,0.109615,0.778035,-0.111919,0.724486,0.77407,0.952258,0.0584205,0.207128,-0.894273,-0.85184,-1.02816,-0.608652,-0.853106,-1.06233,-0.723188,-0.77026,-0.865057,-2.07141,-1.4771,-2.26031,-1.79482,-1.72359,-0.84985,-0.134058,-1.2067,-0.668596,-0.494648,-0.799556,0.436384,0.69734,0.391244,0.618303,0.472624,0.314744,0.52795,0.326406,0.315599,0.278431,0.485399,0.448402,0.709771,0.700953,0.736559,0.647633,0.701218,0.743135,0.673309,0.683577,0.703716,0.888093,0.814134,0.905536,0.857517,0.84859,0.700536,0.533464,0.769714,0.661189,0.621201,0.68988
109.713,0.926227,0.0834969,6,63,0,-72.0499,-0.362857,0.743101,0.175959,-0.22166,-0.287915,-0.0100364,-0.399392,0.609741,-0.378436,-1.09365,0.270823,-1.36088,-0.546478,0.273879,-1.27427,-0.208328,0.568295,0.628781,-0.437598,-0.613571,-0.423999,-0.256334,-0.41987,-0.0762693,-0.692774,-0.827522,-0.00921454,-0.243927,-0.577114,-0.802493,-0.892887,-0.235134,-0.803149,-0.916543,0.21796,0.305786,0.430777,-0.314093,0.516595,-0.408472,1.47174,0.843457,1.79459,2.91886,3.69258,22.7968,3.37076,28.3424,3.65562,3.43195,7.06854,6.41455,3.25507,0.708032,6.1958,4.74909,1.99241,9.22735,6.0941,10.9119,2.43651,2.10295,7.262,2.09138,9.58473,1.44955,4.85883,9.4914,3.12451,7.52168,4.57063,27.111,2.97121,7.12767,0.180579,-0.691052,0.695764,-0.891245,0.0684008,0.866412,-0.592353,0.630008,1.01558,1.27718,0.0878986,0.302974,-0.54499,-0.60078,-0.75428,-0.477716,-0.780246,-1.10834,-0.320143,-0.332536,-0.755105,-1.2386,-1.75899,-1.18835,-1.51283,-1.84855,-0.783352,-0.737944,-0.894546,-0.643902,-0.381889,-0.961736,0.454977,0.666201,0.332752,0.709147,0.482906,0.296001,0.643905,0.347509,0.265889,0.218031,0.478039,0.424831,0.632973,0.645835,0.680111,0.617209,0.685733,0.75182,0.579359,0.582376,0.68029,0.775319,0.853083,0.766445,0.819481,0.863956,0.686402,0.676546,0.709827,0.655635,0.594329,0.723469
122.261,0.980995,0.0834969,6,63,0,-81.4959,-0.505814,0.796762,-0.200714,-0.024728,-0.225543,0.0221166,-0.423891,0.457942,-0.306725,-0.768193,0.305587,-0.892925,-0.434759,0.312357,-0.735712,-0.0455304,0.317972,-0.010397,-0.398849,-0.676039,-0.511921,-0.102728,0.0578502,0.143793,-0.300727,-0.368943,-0.0608533,-0.379315,-0.383004,-0.910548,-0.986034,-1.46961,-0.653895,-1.00739,-0.134772,0.29443,-0.237198,-0.290594,-0.143664,-0.506647,1.48481,0.75399,1.95655,3.57479,3.74979,8.67745,2.07738,11.5971,1.89317,3.90306,4.18727,2.60046,3.23489,2.35367,12.4824,3.63486,9.75601,5.67821,3.87204,5.8657,11.7737,6.72977,13.5942,4.35403,6.06422,9.29429,3.17432,5.20941,5.75231,9.35181,7.48043,37.9429,10.0102,5.53591,0.244181,-0.339821,0.751464,-0.412038,0.159909,0.889521,-0.0885295,0.724186,0.781354,0.610528,0.1258,0.154944,-1.07688,-0.842739,-0.704277,-0.670849,-0.839432,-1.14905,-0.774607,-0.948889,-1.0226,-1.78232,-1.6772,-2.16906,-1.22253,-1.72021,-0.96184,-0.50591,-1.31809,-0.561649,-0.830222,-0.95275,0.439256,0.584147,0.320502,0.601577,0.460108,0.291209,0.522118,0.326472,0.314028,0.351939,0.468591,0.461341,0.745904,0.699042,0.669135,0.661693,0.698346,0.759337,0.684517,0.720892,0.735478,0.855983,0.842534,0.897437,0.772509,0.848156,0.72349,0.623847,0.788863,0.636834,0.696402,0.721668
124.381,0.964826,0.0834969,6,63,0,-92.5091,-0.330425,0.40728,-0.256599,-0.550975,-0.291966,-0.0301076,0.115678,0.604189,-0.06205,-0.542453,0.798658,-0.83917,-0.397656,0.705641,-0.848172,0.297653,1.26248,1.18494,0.017161,-0.414923,-0.203794,0.0794814,0.326444,-0.114698,-0.205683,-0.205938,-0.0159779,-0.178937,-0.372426,-0.701165,-0.86251,0.268531,-0.722045,-0.298817,0.634242,0.747001,0.317827,0.11232,0.727207,-0.199304,1.43791,0.600873,3.11771,4.27299,3.97739,13.4503,3.58487,12.7311,4.76495,3.61785,7.06486,5.79302,4.12571,1.65886,4.51034,4.65914,2.94457,7.78818,5.61687,10.3317,2.22295,2.55976,5.97742,3.33228,5.39924,1.81686,8.79996,7.21697,3.84464,5.9555,6.95006,22.2192,2.56506,8.02987,0.116372,-0.522651,0.841121,-0.751387,-0.162583,0.918054,-0.54512,0.759325,1.32761,1.454,0.161593,0.126059,-0.783773,-0.727098,-0.450028,-0.959149,-0.751672,-0.888204,-0.788567,-0.706149,-0.990278,-1.56083,-2.06932,-1.06647,-1.77023,-1.59238,-0.689748,-0.659865,-1.33473,-0.550648,-0.532369,-1.08887,0.47094,0.627767,0.301299,0.679481,0.540557,0.285355,0.633003,0.318793,0.209555,0.189387,0.459689,0.468527,0.686493,0.674168,0.610646,0.722951,0.679543,0.708519,0.687524,0.66955,0.729143,0.826472,0.887885,0.743925,0.854487,0.830951,0.665911,0.65923,0.791623,0.634286,0.630035,0.748169
121.174,0.845211,0.0834969,5,31,0,-95.4419,-0.0339484,0.444323,-0.375316,-0.810723,-0.205406,-0.121827,0.146163,0.581108,0.256712,-0.637418,0.960106,-0.558487,-0.336872,0.795841,-0.620577,0.211296,0.95999,0.749585,-0.0890217,-0.280815,-0.124097,0.229664,0.0361418,-0.356421,-0.188785,-0.472236,0.345712,-0.715821,-0.236748,-1.22704,-0.505073,-0.176367,-0.743446,-0.193831,1.17773,0.783585,0.0964571,0.218196,0.409781,0.057408,1.58461,0.632901,2.27742,4.29274,6.12157,9.72482,5.33282,11.9572,3.70089,3.70956,6.53963,3.21631,2.49481,1.31093,4.76474,3.88737,4.92964,6.87134,4.6953,4.81984,3.29698,2.94733,8.15028,3.01738,10.5339,2.08723,5.62659,6.89469,3.17193,4.83798,6.29567,26.693,4.12081,4.24732,0.335961,-0.669762,0.943704,-0.543005,-0.217768,0.899004,-0.453647,0.48982,0.959529,0.892603,-0.0336851,0.0535063,-0.83034,-0.635999,-0.707695,-1.14808,-0.871116,-0.948506,-0.496038,-1.2843,-0.86899,-1.92876,-1.77997,-1.74274,-1.90675,-1.63041,-0.0789605,-0.732702,-1.39139,-0.674092,-1.00288,-0.9943,0.416791,0.66145,0.280153,0.632511,0.554228,0.289255,0.611506,0.379936,0.276972,0.290573,0.50842,0.486627,0.696427,0.653848,0.669892,0.759161,0.704978,0.720815,0.621528,0.78318,0.704536,0.873112,0.855693,0.851035,0.870653,0.836226,0.51973,0.675398,0.800815,0.662419,0.731625,0.729936
